,name,x,y,cog,color,link
meta,start,0.1087939100097305,,,,
Rv0001,dnaA,1,-8.2137e-05,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,0.0017197012,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.0092448882,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,-0.0230687696,Function unknown,#0000ff,
Rv0005,gyrB,5240,-0.0145200634,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,-0.0151190664,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.014191413600000001,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,0.0131958555,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,-0.0042868767,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,-0.0061496960000000005,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,-0.0165216412,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,-0.0103205979,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.0046540819,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,0.009686733000000001,Transcription,#000000,
Rv0015c,pknA,17467,0.0115924128,Transcription,#000000,
Rv0016c,pbpA,18759,0.0109814175,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,0.0104869204,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,0.0122322339,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,0.002672512,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.0037238781,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,0.01288099,Function unknown,#0000ff,
Rv0022c,whiB5,27023,-0.0004084388,Transcription,#000000,
Rv0023,Rv0023,27595,0.012068606400000001,Transcription,#000000,
Rv0024,Rv0024,28362,0.0076188222,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,0.0044286878,Function unknown,#0000ff,
Rv0026,Rv0026,29722,0.0120164537,Function unknown,#0000ff,
Rv0027,Rv0027,31189,-0.0005389985,Function unknown,#0000ff,
Rv0028,Rv0028,31514,0.0048657245,Function unknown,#0000ff,
Rv0029,Rv0029,32057,-0.004880279600000001,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,-0.0109927689,Function unknown,#0000ff,
Rv0032,bioF2,34295,-0.0174384465,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,-0.0105208596,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,-0.0211147317,Function unknown,#0000ff,
Rv0035,fadD34,37259,-0.0170860915,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,0.015692437400000002,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,0.017666017000000003,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,-0.0099116541,Transcription,#000000,
