,name,x,y,cog,color,link
meta,start,0.0681915266713205,,,,
Rv0001,dnaA,1,-0.0107042137,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.0005614784,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.0080833741,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,-0.0162323386,Function unknown,#0000ff,
Rv0005,gyrB,5240,0.0063604347000000006,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,0.0115584439,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,0.0134740473,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,0.0033484207,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,-0.0218176768,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,-0.009341671900000001,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,-0.0058186818,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,-0.0283614056,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.00298692,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,0.0027084085,Transcription,#000000,
Rv0015c,pknA,17467,0.006945793600000001,Transcription,#000000,
Rv0016c,pbpA,18759,0.0088772936,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,-0.0035920808,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,-0.0006862905,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,-0.008491168,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,-0.0099261728,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,-0.0049219546,Function unknown,#0000ff,
Rv0022c,whiB5,27023,0.0004682008,Transcription,#000000,
Rv0023,Rv0023,27595,0.0126840061,Transcription,#000000,
Rv0024,Rv0024,28362,0.0125830594,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,-0.0098707073,Function unknown,#0000ff,
Rv0026,Rv0026,29722,0.0142551151,Function unknown,#0000ff,
Rv0027,Rv0027,31189,-0.0147056079,Function unknown,#0000ff,
Rv0028,Rv0028,31514,-0.0100761494,Function unknown,#0000ff,
Rv0029,Rv0029,32057,0.0005719316,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,-0.012931701,Function unknown,#0000ff,
Rv0032,bioF2,34295,-0.0038462996000000003,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,0.0105078661,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,-0.0113288712,Function unknown,#0000ff,
Rv0035,fadD34,37259,-0.014335074900000001,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,0.0016994377,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,-0.0037431327,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,-0.0124256391,Transcription,#000000,
Rv0039c,Rv0039c,42004,0.0109148616,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,0.0061271673,Function unknown,#0000ff,
Rv0041,leuS,43562,0.0061370681,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0042c,Rv0042c,46581,-0.0052713989,Transcription,#000000,
Rv0043c,Rv0043c,47366,-0.0115161052,Transcription,#000000,
Rv0044c,Rv0044c,48233,-0.0043102900000000005,Energy production and conversion,#708090,
Rv0045c,Rv0045c,49043,-0.0043403339,Amino acid transport and metabolism,#ff0000,
Rv0046c,ino1,50021,-0.0051391017,Lipid transport and metabolism,#87cefa,
Rv0047c,Rv0047c,51185,-0.013662032000000001,Transcription,#000000,
Rv0048c,Rv0048c,51828,-0.0154955432,Function unknown,#0000ff,
Rv0049,Rv0049,52831,-0.0163942595,Function unknown,#0000ff,
Rv0050,ponA1,53663,-0.011948998700000001,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0051,Rv0051,55696,-0.0182248952,Function unknown,#0000ff,
Rv0052,Rv0052,57410,-0.0235186761,Function unknown,#0000ff,
Rv0053,rpsF,58192,-0.0180034316,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0054,ssb,58586,-0.021328327,"Replication, recombination and repair",#1e90ff,
Rv0055,rpsR1,59122,-0.0108663214,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0056,rplI,59409,-0.0200808131,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0057,Rv0057,59896,-0.011921204900000001,No COG annotation,#00bfbf,
Rv0058,dnaB,60396,-0.017585575200000002,"Replication, recombination and repair",#1e90ff,
Rv0059,Rv0059,63200,-0.009132112900000001,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0060,Rv0060,63909,-0.0059452243,Function unknown,#0000ff,
Rv0061c,Rv0061c,65012,-0.0101634894,No COG annotation,#00bfbf,
Rv0062,celA1,65552,-0.0071103536,Carbohydrate transport and metabolism,#ffc0cb,
Rv0063,Rv0063,66923,-0.027085038000000002,Energy production and conversion,#708090,
Rv0063a,Rv0063a,68418,-0.0092277263,No COG annotation,#00bfbf,
Rv0064,Rv0064,68620,-0.022297998200000002,Function unknown,#0000ff,
Rv0064A,vapB1,71589,-0.019593586700000002,No COG annotation,#00bfbf,
Rv0065,vapC1,71821,-0.029996654100000002,Nucleotide transport and metabolism,#87ceeb,
Rv0066c,icd2,72274,-0.0156353092,Energy production and conversion,#708090,
Rv0067c,Rv0067c,74629,-0.0133584989,Transcription,#000000,
Rv0068,Rv0068,75301,0.0078906791,Lipid transport and metabolism,#87cefa,
Rv0069c,sdaA,76237,-0.0053273442,Amino acid transport and metabolism,#ff0000,
Rv0070c,glyA2,77619,-0.0092353834,Amino acid transport and metabolism,#ff0000,
Rv0071,Rv0071,79486,0.0103274369,"Replication, recombination and repair",#1e90ff,
Rv0072,Rv0072,80624,0.0014174516000000001,Defense mechanisms,#90ee90,
Rv0073,Rv0073,81676,-0.0057467489,Defense mechanisms,#90ee90,
Rv0074,Rv0074,82748,-0.0058877049,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0075,Rv0075,83996,0.0056913975000000006,Amino acid transport and metabolism,#ff0000,
Rv0076c,Rv0076c,85183,-0.001074464,No COG annotation,#00bfbf,
Rv0077c,Rv0077c,85636,0.00042343700000000003,Lipid transport and metabolism,#87cefa,
Rv0078,Rv0078,86528,-0.0093230642,Transcription,#000000,
Rv0078A,Rv0078A,87208,-0.0112748563,Function unknown,#0000ff,
Rv0078B,Rv0078B,87798,-0.0039447922,No COG annotation,#00bfbf,
Rv0079,Rv0079,88204,-0.0107388658,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0080,Rv0080,89022,-0.0047824584,Transcription,#000000,
Rv0081,Rv0081,89575,-0.0007499281,Transcription,#000000,
Rv0082,Rv0082,89924,0.0032286799000000002,Energy production and conversion,#708090,
Rv0083,Rv0083,90400,0.0050363578,Energy production and conversion,#708090,
Rv0084,hycD,92328,-0.0131804693,Energy production and conversion,#708090,
Rv0085,hycP,93289,0.00621393,Energy production and conversion,#708090,
Rv0086,hycQ,93951,0.0007201454000000001,Energy production and conversion,#708090,
Rv0087,hycE,95414,0.0080018434,Energy production and conversion,#708090,
Rv0088,Rv0088,96927,-0.027189216500000002,Function unknown,#0000ff,
Rv0089,Rv0089,97758,-0.026108362000000003,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0090,Rv0090,98480,-0.0275140249,Function unknown,#0000ff,
Rv0091,mtn,99684,-0.018114628100000002,Amino acid transport and metabolism,#ff0000,
Rv0092,ctpA,100583,-0.0347841121,Inorganic ion transport and metabolism,#8b4513,
Rv0093c,Rv0093c,102815,0.0074628347000000005,Function unknown,#0000ff,
Rv0094c,Rv0094c,103710,-0.0051499332,Defense mechanisms,#90ee90,
Rv0095c,Rv0095c,104805,0.0294583925,Defense mechanisms,#90ee90,
Rv0096,PPE1,105324,-0.0166362403,Cell motility,#da70d6,
Rv0097,Rv0097,106734,-0.0048199037,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0098,fcoT,107600,-0.0037435321,Function unknown,#0000ff,
Rv0099,fadD10,108156,-0.005426459000000001,Lipid transport and metabolism,#87cefa,
Rv0100,Rv0100,109783,-0.0116449298,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0101,nrp,110001,-0.0011793176,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0102,Rv0102,117714,0.007931189600000001,Inorganic ion transport and metabolism,#8b4513,
Rv0103c,ctpB,119915,0.0027189795,Inorganic ion transport and metabolism,#8b4513,
Rv0104,Rv0104,122317,0.0182310582,Coenzyme transport and metabolism,#d3d3d3,
Rv0105c,rpmB1,123980,-0.0018228819,"Translation, ribosomal structure and biogenesis",#daa520,
