k,Name,in_iM,gene_weight,Regulator,Function,Category
77,Central Carbon Metabolism,False,0.0295559721,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
31,ArgR,False,-0.027572250200000002,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
16,Mce3R,False,0.0250347197,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
28,WhiB1,False,0.0212930916,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
78,Positive Regulation of Growth,False,-0.017824938000000002,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
72,Unc_8,False,-0.0175356275,,Uncharacterized iModulon 8,Uncharacterized
35,Unc_4,False,0.0169387359,,Uncharacterized iModulon 4,Uncharacterized
2,IniR,False,0.0136173114,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
14,SG_2,False,0.012790341700000001,,Single Gene iModulon 2,Single Gene
63,SG_9,False,-0.012167397,,Single Gene iModulon 9,Single Gene
39,SigC,False,-0.0117365891,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
48,Leucine Related,False,-0.011697065100000001,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
33,SG_4,False,0.010824548600000001,,Single Gene iModulon 4,Single Gene
21,MprA,False,0.0104947472,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
69,Rv0135+Rv1019,False,-0.010293720900000001,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
4,WhiB4,False,0.0100522556,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
38,SG_5,False,0.0095516942,,Single Gene iModulon 5,Single Gene
34,MbcA+Rv3249c+Rv3066,False,0.0092949225,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
17,VirS,False,-0.008675219100000001,virS,Transcription factor that is activated and responds to acidic environments,Redox
29,Blal,False,0.0081185956,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
47,SG_7,False,0.0078627842,,Single Gene iModulon 7,Single Gene
57,SG_8,False,0.007209201300000001,,Single Gene iModulon 8,Single Gene
53,Rv1776c+WhiB4,False,-0.0070777215,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
70,Lsr2,False,-0.0069744779000000005,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
79,WhiB4/IdeR,False,0.0063886023,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
24,Salicylate Induced,False,-0.0063208168,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
41,Unc_5,False,-0.0063015859,,Uncharacterized iModulon 5,Uncharacterized
68,Sulfur Metabolism,False,-0.0061154825,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
59,Rv0576,False,-0.0053935604000000005,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
60,Rv0681,False,-0.0053101184,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
12,Mycofactocin Synthesis Pathway,False,0.0051901774,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
9,SigK,False,0.0051522518,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
23,PrpR,False,-0.005124535600000001,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
75,Unc_9,False,-0.0049585476,,Uncharacterized iModulon 9,Uncharacterized
13,SG_1,False,-0.0048816997,,Single Gene iModulon 1,Single Gene
6,MarR,False,0.0046016727,marR,Transcription factor that regulates the response to acid stress,Acid Stress
10,RicR,False,-0.0045634107,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
66,M-box,False,0.0045517423,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
