,name,x,y,cog,color,link
meta,start,0.079046172999419,,,,
Rv0001,dnaA,1,-0.001038406,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.0205281489,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.0055007983,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,0.0471643453,Function unknown,#0000ff,
Rv0005,gyrB,5240,0.0004322783,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,0.0015736964,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.0025619455,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,0.0089482396,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,-0.0019356374000000002,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,-0.007445243000000001,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,-0.0192916209,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,-0.0074937628000000004,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.0054286984,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,0.019351107000000003,Transcription,#000000,
Rv0015c,pknA,17467,0.0059881943,Transcription,#000000,
Rv0016c,pbpA,18759,0.0097714052,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,-0.0009043087000000001,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,-0.0148360742,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,-0.0020078435,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.0008499522,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,0.0003396648,Function unknown,#0000ff,
Rv0022c,whiB5,27023,0.0061331589,Transcription,#000000,
Rv0023,Rv0023,27595,-0.0044426134,Transcription,#000000,
Rv0024,Rv0024,28362,0.0023967556,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,0.0044826304,Function unknown,#0000ff,
Rv0026,Rv0026,29722,-0.0006821101,Function unknown,#0000ff,
Rv0027,Rv0027,31189,0.0075210416,Function unknown,#0000ff,
Rv0028,Rv0028,31514,0.0477095829,Function unknown,#0000ff,
Rv0029,Rv0029,32057,0.0030500422000000003,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,0.0156894344,Function unknown,#0000ff,
Rv0032,bioF2,34295,0.0181188896,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,-0.052797077000000005,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,0.0537176169,Function unknown,#0000ff,
Rv0035,fadD34,37259,0.0032410027,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,-0.016103158200000002,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,-0.0040163014,Amino acid transport and metabolism,#ff0000,
