k,Name,in_iM,gene_weight,Regulator,Function,Category
70,Lsr2,True,0.0674068256,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
58,Zur,False,0.0421742809,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
54,Unc_7,False,-0.0398369069,,Uncharacterized iModulon 7,Uncharacterized
42,Nicotinate Metabolism,False,-0.0370443986,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
36,Fumarate Reductase,False,-0.030788704200000003,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
53,Rv1776c+WhiB4,False,-0.030402868200000002,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
47,SG_7,False,0.0275428237,,Single Gene iModulon 7,Single Gene
41,Unc_5,False,-0.0257611162,,Uncharacterized iModulon 5,Uncharacterized
57,SG_8,False,-0.0241760131,,Single Gene iModulon 8,Single Gene
65,SG_10,False,0.023902272500000002,,Single Gene iModulon 10,Single Gene
19,WhiB6,False,-0.023528384000000003,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
74,SG_12,False,-0.0233456036,,Single Gene iModulon 12,Single Gene
20,FasR,False,-0.022376322100000002,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
27,Unc_2,False,0.0207390137,,Uncharacterized iModulon 2,Uncharacterized
51,PhoP,False,-0.0202354731,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
39,SigC,False,-0.0198635294,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
46,Rv2621c,False,0.0198464583,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
1,Polyketide Synthase Complex,False,0.019516287900000002,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
64,Mce1R,False,0.0187762369,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
63,SG_9,False,-0.0184972348,,Single Gene iModulon 9,Single Gene
60,Rv0681,False,-0.0176798103,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
69,Rv0135+Rv1019,False,-0.0175311468,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
11,EccE1 KO,False,0.0165425298,,Single Gene iModulon that captures EccE1 knockout,KO
17,VirS,False,-0.016406595200000002,virS,Transcription factor that is activated and responds to acidic environments,Redox
61,Nucleic Acid Hydrolysis ,False,-0.0163803613,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
59,Rv0576,False,-0.0162768495,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
72,Unc_8,False,0.0162225026,,Uncharacterized iModulon 8,Uncharacterized
73,SG_11,False,-0.015113986800000001,,Single Gene iModulon 11,Single Gene
28,WhiB1,False,-0.0150057359,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
77,Central Carbon Metabolism,False,-0.0147106964,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
48,Leucine Related,False,-0.0141447942,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
