k,Name,in_iM,gene_weight,Regulator,Function,Category
4,WhiB4,False,0.0241494579,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
41,Unc_5,False,0.022429504000000003,,Uncharacterized iModulon 5,Uncharacterized
67,Peptidoglycan Biosynthesis,False,0.0169077914,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
35,Unc_4,False,0.014618376800000001,,Uncharacterized iModulon 4,Uncharacterized
32,Unc_3,False,0.0138359775,,Uncharacterized iModulon 3,Uncharacterized
44,SG_6,False,0.012922891,,Single Genes iModulon 6,Single Gene
69,Rv0135+Rv1019,False,-0.012898024000000001,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
57,SG_8,False,-0.012554814800000001,,Single Gene iModulon 8,Single Gene
60,Rv0681,False,-0.0121233352,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
3,PyrR,False,-0.0118459917,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
15,BkaR,False,-0.0108614247,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
53,Rv1776c+WhiB4,False,-0.010756508500000001,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
27,Unc_2,False,-0.0104827995,,Uncharacterized iModulon 2,Uncharacterized
65,SG_10,False,-0.0104145748,,Single Gene iModulon 10,Single Gene
49,Rv1828/SigH,False,-0.010049229,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
46,Rv2621c,False,-0.0097658556,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
78,Positive Regulation of Growth,False,-0.0096907105,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
71,PDIM;PGL Synthesis,False,-0.009559566700000001,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
10,RicR,False,-0.0092930579,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
51,PhoP,False,-0.0091202158,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
42,Nicotinate Metabolism,False,0.0087521438,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
66,M-box,False,-0.0086130732,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
52,DevR-2,False,0.008540067200000001,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
22,SG_3,False,-0.0083414502,,Single Gene iModulon 3,Single Gene
5,DevR-1,False,-0.008243203000000001,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
17,VirS,False,-0.008191182600000001,virS,Transcription factor that is activated and responds to acidic environments,Redox
37,Rv3095,False,-0.008125859000000001,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
68,Sulfur Metabolism,False,-0.0080454633,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
63,SG_9,False,0.007888031200000001,,Single Gene iModulon 9,Single Gene
34,MbcA+Rv3249c+Rv3066,False,-0.0077407377,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
40,KstR2,False,-0.007655730800000001,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
31,ArgR,False,-0.0076409714,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
28,WhiB1,False,-0.0075018338000000006,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
76,SG_13,False,0.0074954643,,Single Gene iModulon 13,Single Gene
56,Fatty Acid Biosynthesis,False,-0.007208727000000001,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
38,SG_5,False,-0.007012897200000001,,Single Gene iModulon 5,Single Gene
64,Mce1R,False,0.0066892186000000005,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
74,SG_12,False,0.0065403885,,Single Gene iModulon 12,Single Gene
79,WhiB4/IdeR,False,0.0064826494,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
26,EspL KO,False,0.0063297748,,Single Gene iModulon that captures EspL knockout,KO
77,Central Carbon Metabolism,False,0.0062372244000000006,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
1,Polyketide Synthase Complex,False,-0.0062221828,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
0,SigH,False,0.0061284833,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
20,FasR,False,0.00607815,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
24,Salicylate Induced,False,0.0060403504,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
59,Rv0576,False,0.0058398713000000005,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
16,Mce3R,False,0.0057415892,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
21,MprA,False,0.0056424736000000005,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
25,Rv0078+Rv2034,False,-0.005423197,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
23,PrpR,False,0.0053748283,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
36,Fumarate Reductase,False,0.005213759100000001,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
43,LysG,False,-0.0049187726,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
75,Unc_9,False,0.0045706571,,Uncharacterized iModulon 9,Uncharacterized
54,Unc_7,False,0.0045531406,,Uncharacterized iModulon 7,Uncharacterized
62,Rv2488c,False,-0.0042876773,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
70,Lsr2,False,0.0040301145,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
55,WhiB7,False,-0.0040032741,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
73,SG_11,False,0.0039834378000000005,,Single Gene iModulon 11,Single Gene
48,Leucine Related,False,0.0039052323000000003,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
18,Unc_1,False,-0.0030021185,,Uncharacterized iModulon 1,Uncharacterized
8,IdeR,False,0.0028326635,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
9,SigK,False,0.0025437519000000002,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
33,SG_4,False,-0.0022535776,,Single Gene iModulon 4,Single Gene
72,Unc_8,False,0.0019623657,,Uncharacterized iModulon 8,Uncharacterized
45,SigD,False,-0.0017741164,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
11,EccE1 KO,False,-0.0016336924,,Single Gene iModulon that captures EccE1 knockout,KO
12,Mycofactocin Synthesis Pathway,False,-0.0016302199000000001,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
29,Blal,False,0.0014677331,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
14,SG_2,False,-0.0013085158,,Single Gene iModulon 2,Single Gene
39,SigC,False,0.0011960939,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
13,SG_1,False,-0.0011044870000000001,,Single Gene iModulon 1,Single Gene
6,MarR,False,-0.0009671246000000001,marR,Transcription factor that regulates the response to acid stress,Acid Stress
7,GroEL-GroES Complex,False,0.0009042793,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
2,IniR,False,-0.0008071508,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
58,Zur,False,0.0007654560000000001,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
50,Unc_6,False,0.0007211421000000001,,Uncharacterized iModulon 6,Uncharacterized
47,SG_7,False,0.0007019455,,Single Gene iModulon 7,Single Gene
61,Nucleic Acid Hydrolysis ,False,0.0003178308,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
30,HPT-2b Induced,False,-0.00020356980000000002,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
19,WhiB6,False,-1.76351e-05,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
