k,Name,in_iM,gene_weight,Regulator,Function,Category
15,BkaR,False,-0.0216262764,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
79,WhiB4/IdeR,False,0.0208984386,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
9,SigK,False,-0.017527551500000002,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
18,Unc_1,False,0.017351972400000002,,Uncharacterized iModulon 1,Uncharacterized
73,SG_11,False,-0.017328282,,Single Gene iModulon 11,Single Gene
57,SG_8,False,-0.0161612103,,Single Gene iModulon 8,Single Gene
16,Mce3R,False,0.0154133286,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
64,Mce1R,False,-0.0150202007,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
67,Peptidoglycan Biosynthesis,False,-0.0143675365,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
32,Unc_3,False,-0.0143091936,,Uncharacterized iModulon 3,Uncharacterized
77,Central Carbon Metabolism,False,-0.012849881700000001,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
68,Sulfur Metabolism,False,-0.011107565600000001,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
70,Lsr2,False,0.0105296717,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
78,Positive Regulation of Growth,False,0.0104842358,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
58,Zur,False,-0.010394276000000001,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
21,MprA,False,0.009602616500000001,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
7,GroEL-GroES Complex,False,-0.0087976875,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
53,Rv1776c+WhiB4,False,0.0087314679,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
59,Rv0576,False,-0.0086811769,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
28,WhiB1,False,0.0081622847,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
