k,Name,in_iM,gene_weight,Regulator,Function,Category
77,Central Carbon Metabolism,False,0.0260264291,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
16,Mce3R,False,-0.021004025000000003,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
18,Unc_1,False,-0.0192578327,,Uncharacterized iModulon 1,Uncharacterized
24,Salicylate Induced,False,0.0176477952,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
67,Peptidoglycan Biosynthesis,False,-0.0173887991,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
71,PDIM;PGL Synthesis,False,-0.0165512632,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
66,M-box,False,-0.016444136,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
0,SigH,False,-0.0155814364,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
76,SG_13,False,0.0135265031,,Single Gene iModulon 13,Single Gene
70,Lsr2,False,0.0122584302,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
45,SigD,False,-0.0107948825,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
36,Fumarate Reductase,False,-0.010454863600000001,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
35,Unc_4,False,-0.0102273085,,Uncharacterized iModulon 4,Uncharacterized
28,WhiB1,False,-0.0090753814,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
31,ArgR,False,0.0089308171,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
1,Polyketide Synthase Complex,False,0.0086361728,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
64,Mce1R,False,-0.008218478000000001,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
30,HPT-2b Induced,False,-0.0071541213,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
75,Unc_9,False,0.0071166329,,Uncharacterized iModulon 9,Uncharacterized
48,Leucine Related,False,0.006843368000000001,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
9,SigK,False,0.006711869400000001,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
54,Unc_7,False,-0.0065679645000000005,,Uncharacterized iModulon 7,Uncharacterized
15,BkaR,False,0.006363446500000001,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
78,Positive Regulation of Growth,False,0.0063582632,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
39,SigC,False,-0.0062511463000000005,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
61,Nucleic Acid Hydrolysis ,False,0.0059657664,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
2,IniR,False,-0.0058886386,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
47,SG_7,False,0.0058884328,,Single Gene iModulon 7,Single Gene
4,WhiB4,False,-0.0058372181,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
12,Mycofactocin Synthesis Pathway,False,-0.0056602961,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
62,Rv2488c,False,-0.005502339,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
11,EccE1 KO,False,-0.0054181874,,Single Gene iModulon that captures EccE1 knockout,KO
58,Zur,False,0.0053507689,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
52,DevR-2,False,-0.0053455818000000006,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
60,Rv0681,False,0.0051138296000000005,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
