k,Name,in_iM,gene_weight,Regulator,Function,Category
66,M-box,True,0.1399955578,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
51,PhoP,False,0.0552615211,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
21,MprA,False,-0.052550707200000005,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
59,Rv0576,False,-0.048639412,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
12,Mycofactocin Synthesis Pathway,False,0.0462299949,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
6,MarR,False,0.0440909974,marR,Transcription factor that regulates the response to acid stress,Acid Stress
18,Unc_1,False,0.042423773000000005,,Uncharacterized iModulon 1,Uncharacterized
72,Unc_8,False,-0.040419431900000004,,Uncharacterized iModulon 8,Uncharacterized
46,Rv2621c,False,-0.0402580804,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
75,Unc_9,False,-0.0400801978,,Uncharacterized iModulon 9,Uncharacterized
27,Unc_2,False,0.0391726975,,Uncharacterized iModulon 2,Uncharacterized
13,SG_1,False,0.0357183843,,Single Gene iModulon 1,Single Gene
63,SG_9,False,-0.0337786339,,Single Gene iModulon 9,Single Gene
10,RicR,False,0.0300517055,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
15,BkaR,False,-0.028657431400000002,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
55,WhiB7,False,-0.0283023103,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
34,MbcA+Rv3249c+Rv3066,False,0.027897149200000002,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
20,FasR,False,-0.027525452500000002,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
79,WhiB4/IdeR,False,0.0273746219,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
14,SG_2,False,-0.0267267035,,Single Gene iModulon 2,Single Gene
58,Zur,False,0.024957295600000002,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
3,PyrR,False,-0.0238584698,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
28,WhiB1,False,0.0235672224,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
22,SG_3,False,0.023537384600000003,,Single Gene iModulon 3,Single Gene
60,Rv0681,False,-0.021593291100000002,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
64,Mce1R,False,-0.0211535128,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
17,VirS,False,-0.020561102300000002,virS,Transcription factor that is activated and responds to acidic environments,Redox
76,SG_13,False,-0.0204838853,,Single Gene iModulon 13,Single Gene
39,SigC,False,-0.0203998858,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
69,Rv0135+Rv1019,False,-0.0201021844,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
50,Unc_6,False,-0.0198514477,,Uncharacterized iModulon 6,Uncharacterized
33,SG_4,False,0.0170729485,,Single Gene iModulon 4,Single Gene
70,Lsr2,False,0.0158694849,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
11,EccE1 KO,False,-0.0151950096,,Single Gene iModulon that captures EccE1 knockout,KO
38,SG_5,False,0.0151399138,,Single Gene iModulon 5,Single Gene
24,Salicylate Induced,False,0.0146272676,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
23,PrpR,False,-0.014063075900000001,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
32,Unc_3,False,-0.0140089826,,Uncharacterized iModulon 3,Uncharacterized
1,Polyketide Synthase Complex,False,-0.0139598671,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
42,Nicotinate Metabolism,False,-0.013062247800000001,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
30,HPT-2b Induced,False,-0.0123068798,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
73,SG_11,False,0.0121249153,,Single Gene iModulon 11,Single Gene
0,SigH,False,-0.012073702700000001,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
54,Unc_7,False,-0.0117491657,,Uncharacterized iModulon 7,Uncharacterized
78,Positive Regulation of Growth,False,-0.0108722952,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
57,SG_8,False,-0.0107489452,,Single Gene iModulon 8,Single Gene
65,SG_10,False,0.0103089331,,Single Gene iModulon 10,Single Gene
35,Unc_4,False,-0.0096053005,,Uncharacterized iModulon 4,Uncharacterized
68,Sulfur Metabolism,False,0.00956673,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
36,Fumarate Reductase,False,0.0094995788,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
4,WhiB4,False,0.008119912200000001,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
56,Fatty Acid Biosynthesis,False,-0.0076149351,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
49,Rv1828/SigH,False,0.007131820200000001,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
31,ArgR,False,-0.007021356,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
71,PDIM;PGL Synthesis,False,-0.006455286100000001,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
43,LysG,False,0.0063338846,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
5,DevR-1,False,-0.0061567014,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
48,Leucine Related,False,0.0060833630000000005,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
62,Rv2488c,False,-0.0060799351,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
9,SigK,False,0.0059421452,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
7,GroEL-GroES Complex,False,-0.005816867900000001,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
41,Unc_5,False,0.0053712153,,Uncharacterized iModulon 5,Uncharacterized
61,Nucleic Acid Hydrolysis ,False,0.0053278546,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
47,SG_7,False,0.0050891909,,Single Gene iModulon 7,Single Gene
53,Rv1776c+WhiB4,False,0.0047120956000000006,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
74,SG_12,False,-0.0038080613000000003,,Single Gene iModulon 12,Single Gene
2,IniR,False,0.0038064948,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
67,Peptidoglycan Biosynthesis,False,-0.0037158753,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
19,WhiB6,False,-0.0034984203,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
44,SG_6,False,0.0034604059,,Single Genes iModulon 6,Single Gene
25,Rv0078+Rv2034,False,0.0028247174,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
8,IdeR,False,-0.0026152151,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
45,SigD,False,0.0025318026000000003,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
52,DevR-2,False,0.0024716022,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
77,Central Carbon Metabolism,False,-0.0015166425,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
29,Blal,False,-0.0012428197,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
26,EspL KO,False,0.0011049964,,Single Gene iModulon that captures EspL knockout,KO
40,KstR2,False,0.0010765366,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
16,Mce3R,False,-0.0009445986,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
37,Rv3095,False,0.0006624968,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
