,name,x,y,cog,color,link
meta,start,0.136716350434677,,,,
Rv0001,dnaA,1,-0.0003129675,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.0047933998000000005,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.014766841900000001,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,-0.008889935600000001,Function unknown,#0000ff,
Rv0005,gyrB,5240,-0.0097024482,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,-0.011552974700000001,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.0098935905,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,-0.0144849496,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,-0.0125628478,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,-0.014873598200000001,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,-0.016599265800000002,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,-0.0096927785,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.0052837822,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,-0.0063582623000000005,Transcription,#000000,
Rv0015c,pknA,17467,0.0064361293,Transcription,#000000,
Rv0016c,pbpA,18759,-0.0021140748,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,-0.0034762998000000002,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,-0.0044834972,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,-0.0001269864,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.0085301289,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,-0.0025196986,Function unknown,#0000ff,
Rv0022c,whiB5,27023,0.0092282497,Transcription,#000000,
Rv0023,Rv0023,27595,0.0029935886,Transcription,#000000,
Rv0024,Rv0024,28362,-0.0060441385,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,-0.0007879497,Function unknown,#0000ff,
Rv0026,Rv0026,29722,-0.0064205838,Function unknown,#0000ff,
Rv0027,Rv0027,31189,-0.012345964400000001,Function unknown,#0000ff,
Rv0028,Rv0028,31514,-0.0026936128,Function unknown,#0000ff,
Rv0029,Rv0029,32057,-0.0100371179,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,0.0043941422,Function unknown,#0000ff,
Rv0032,bioF2,34295,0.0202004146,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,-0.008971733400000001,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,0.0034598683,Function unknown,#0000ff,
Rv0035,fadD34,37259,-0.0085257749,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,0.009908287600000001,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,0.0183368142,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,0.0022037848,Transcription,#000000,
Rv0039c,Rv0039c,42004,0.0078325643,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,-0.0014191711000000001,Function unknown,#0000ff,
Rv0041,leuS,43562,0.0020319360000000002,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0042c,Rv0042c,46581,-0.0031628204,Transcription,#000000,
Rv0043c,Rv0043c,47366,0.0069702073000000005,Transcription,#000000,
Rv0044c,Rv0044c,48233,-0.011217123,Energy production and conversion,#708090,
Rv0045c,Rv0045c,49043,0.0060448601000000005,Amino acid transport and metabolism,#ff0000,
Rv0046c,ino1,50021,-0.0041161526,Lipid transport and metabolism,#87cefa,
Rv0047c,Rv0047c,51185,0.0179301363,Transcription,#000000,
Rv0048c,Rv0048c,51828,0.005489349100000001,Function unknown,#0000ff,
Rv0049,Rv0049,52831,0.0139509204,Function unknown,#0000ff,
Rv0050,ponA1,53663,-0.0006187459000000001,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0051,Rv0051,55696,-0.0018117731,Function unknown,#0000ff,
Rv0052,Rv0052,57410,0.0067493363,Function unknown,#0000ff,
Rv0053,rpsF,58192,-0.0241548958,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0054,ssb,58586,-0.007722148000000001,"Replication, recombination and repair",#1e90ff,
Rv0055,rpsR1,59122,-0.0336301826,"Translation, ribosomal structure and biogenesis",#daa520,
