k,Name,in_iM,gene_weight,Regulator,Function,Category
41,Unc_5,False,-0.0297126237,,Uncharacterized iModulon 5,Uncharacterized
57,SG_8,False,-0.017952401,,Single Gene iModulon 8,Single Gene
14,SG_2,False,-0.0167729305,,Single Gene iModulon 2,Single Gene
66,M-box,False,-0.0164946379,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
15,BkaR,False,0.014396756200000001,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
44,SG_6,False,0.0136746589,,Single Genes iModulon 6,Single Gene
16,Mce3R,False,0.0129440505,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
43,LysG,False,0.0125509807,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
72,Unc_8,False,-0.012218985100000001,,Uncharacterized iModulon 8,Uncharacterized
21,MprA,False,-0.011998120900000001,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
58,Zur,False,-0.010678986100000001,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
28,WhiB1,False,0.0104945956,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
79,WhiB4/IdeR,False,0.0102503049,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
24,Salicylate Induced,False,-0.0100518404,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
53,Rv1776c+WhiB4,False,-0.0100305959,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
78,Positive Regulation of Growth,False,-0.0093628185,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
3,PyrR,False,0.0091046336,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
7,GroEL-GroES Complex,False,-0.0087254357,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
29,Blal,False,0.0087246127,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
36,Fumarate Reductase,False,-0.007833884000000001,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
59,Rv0576,False,-0.0077148978,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
77,Central Carbon Metabolism,False,-0.0074245446,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
38,SG_5,False,-0.0074005207000000005,,Single Gene iModulon 5,Single Gene
50,Unc_6,False,-0.0073289241,,Uncharacterized iModulon 6,Uncharacterized
48,Leucine Related,False,-0.0073141509,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
22,SG_3,False,-0.0072905962,,Single Gene iModulon 3,Single Gene
10,RicR,False,-0.0070514656,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
1,Polyketide Synthase Complex,False,-0.0067558919,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
4,WhiB4,False,-0.006662409,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
64,Mce1R,False,0.0065967648,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
51,PhoP,False,-0.0065127783,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
74,SG_12,False,-0.0062118994,,Single Gene iModulon 12,Single Gene
17,VirS,False,0.0059000591000000005,virS,Transcription factor that is activated and responds to acidic environments,Redox
55,WhiB7,False,-0.0054424489,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
31,ArgR,False,0.0053566381,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
61,Nucleic Acid Hydrolysis ,False,-0.005210069,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
68,Sulfur Metabolism,False,0.0051249418,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
75,Unc_9,False,-0.0050988136,,Uncharacterized iModulon 9,Uncharacterized
60,Rv0681,False,0.0050387887000000004,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
71,PDIM;PGL Synthesis,False,0.0048962808000000005,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
42,Nicotinate Metabolism,False,0.0046831454,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
2,IniR,False,-0.0046404905,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
69,Rv0135+Rv1019,False,0.0044098843,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
65,SG_10,False,0.0042021816,,Single Gene iModulon 10,Single Gene
18,Unc_1,False,0.0041006602,,Uncharacterized iModulon 1,Uncharacterized
70,Lsr2,False,-0.0040726801,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
12,Mycofactocin Synthesis Pathway,False,-0.0040712735,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
9,SigK,False,-0.0040712579,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
8,IdeR,False,0.0037177620000000003,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
27,Unc_2,False,0.0037059825,,Uncharacterized iModulon 2,Uncharacterized
49,Rv1828/SigH,False,0.0036077718000000003,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
40,KstR2,False,-0.003336842,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
56,Fatty Acid Biosynthesis,False,0.0033165726,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
11,EccE1 KO,False,0.0032149020000000004,,Single Gene iModulon that captures EccE1 knockout,KO
32,Unc_3,False,0.0028108514,,Uncharacterized iModulon 3,Uncharacterized
67,Peptidoglycan Biosynthesis,False,-0.0027907186,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
13,SG_1,False,-0.0025866473,,Single Gene iModulon 1,Single Gene
26,EspL KO,False,0.0025144665,,Single Gene iModulon that captures EspL knockout,KO
34,MbcA+Rv3249c+Rv3066,False,-0.0024386557,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
30,HPT-2b Induced,False,-0.0023886451,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
37,Rv3095,False,-0.0023397576000000002,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
63,SG_9,False,0.0020762012000000002,,Single Gene iModulon 9,Single Gene
76,SG_13,False,0.0020362188,,Single Gene iModulon 13,Single Gene
39,SigC,False,0.0020226574,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
5,DevR-1,False,-0.0020134458000000003,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
20,FasR,False,0.0019794138,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
33,SG_4,False,0.0018828999999999999,,Single Gene iModulon 4,Single Gene
25,Rv0078+Rv2034,False,0.0017152769,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
62,Rv2488c,False,0.001606907,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
52,DevR-2,False,-0.0014939668,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
54,Unc_7,False,-0.0011308929,,Uncharacterized iModulon 7,Uncharacterized
19,WhiB6,False,0.0010222760000000001,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
23,PrpR,False,-0.0008933487,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
46,Rv2621c,False,-0.0008381553,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
6,MarR,False,0.0006939051,marR,Transcription factor that regulates the response to acid stress,Acid Stress
0,SigH,False,-0.0005309912,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
