,name,x,y,cog,color,link
meta,start,0.109878333020419,,,,
Rv0001,dnaA,1,-0.0019414382,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.0090284419,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.013108208000000001,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,0.0026424908,Function unknown,#0000ff,
Rv0005,gyrB,5240,0.0031744794,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,0.0005544909,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,0.0027147125,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,-0.0051200359,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,0.0105127337,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,0.0010017018,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,-0.0063062632,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,0.0072858403000000006,Function unknown,#0000ff,
Rv0013,trpG,14914,0.0115582854,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,-0.015438313200000001,Transcription,#000000,
Rv0015c,pknA,17467,-0.0030400153,Transcription,#000000,
Rv0016c,pbpA,18759,-0.0072694171,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,-0.0128020068,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,-0.0001888623,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,0.0045322485,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.0052342467,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,-0.0145516959,Function unknown,#0000ff,
Rv0022c,whiB5,27023,0.0156364999,Transcription,#000000,
Rv0023,Rv0023,27595,0.0040344837,Transcription,#000000,
Rv0024,Rv0024,28362,0.0138608419,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,0.0146300373,Function unknown,#0000ff,
