,name,x,y,cog,color,link
meta,start,0.122080126796477,,,,
Rv0001,dnaA,1,-0.003420259,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.0047195802,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.0015322425,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,-0.009452261,Function unknown,#0000ff,
Rv0005,gyrB,5240,0.0007950087000000001,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,-0.002366883,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.0002877182,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,0.0061010322,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,0.0039618724,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,0.0108996614,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,-0.0042567003,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,0.0047765703000000005,Function unknown,#0000ff,
Rv0013,trpG,14914,0.001580405,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,-0.0070250804000000005,Transcription,#000000,
Rv0015c,pknA,17467,-0.0006522065000000001,Transcription,#000000,
Rv0016c,pbpA,18759,0.0008176302,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,-0.003587452,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,-0.0019860430000000003,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,-0.0033860614000000002,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.002262334,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,0.008287800500000001,Function unknown,#0000ff,
Rv0022c,whiB5,27023,0.012993409400000001,Transcription,#000000,
Rv0023,Rv0023,27595,0.0060869441,Transcription,#000000,
Rv0024,Rv0024,28362,0.0189131991,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,0.0039603746,Function unknown,#0000ff,
Rv0026,Rv0026,29722,0.016577573300000002,Function unknown,#0000ff,
Rv0027,Rv0027,31189,0.0032571902,Function unknown,#0000ff,
Rv0028,Rv0028,31514,0.0029119363,Function unknown,#0000ff,
Rv0029,Rv0029,32057,0.009373298300000001,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,0.0058883297,Function unknown,#0000ff,
Rv0032,bioF2,34295,0.0009802309,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,-0.00133666,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,-0.014422191000000001,Function unknown,#0000ff,
Rv0035,fadD34,37259,0.00033196,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,-0.0044367209,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,0.0034220303,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,-0.0038865323,Transcription,#000000,
Rv0039c,Rv0039c,42004,0.008200511,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,-0.0060104195,Function unknown,#0000ff,
Rv0041,leuS,43562,-0.0008952581,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0042c,Rv0042c,46581,0.0084951785,Transcription,#000000,
Rv0043c,Rv0043c,47366,0.0025872561,Transcription,#000000,
Rv0044c,Rv0044c,48233,-0.0006801221,Energy production and conversion,#708090,
Rv0045c,Rv0045c,49043,-0.0096584036,Amino acid transport and metabolism,#ff0000,
Rv0046c,ino1,50021,-0.025754368700000002,Lipid transport and metabolism,#87cefa,
Rv0047c,Rv0047c,51185,-0.0165012102,Transcription,#000000,
Rv0048c,Rv0048c,51828,0.0043334422,Function unknown,#0000ff,
Rv0049,Rv0049,52831,0.00018533390000000002,Function unknown,#0000ff,
Rv0050,ponA1,53663,0.0020174486,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0051,Rv0051,55696,0.0068018096,Function unknown,#0000ff,
Rv0052,Rv0052,57410,0.0094689783,Function unknown,#0000ff,
Rv0053,rpsF,58192,0.0034576019,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0054,ssb,58586,0.0117955464,"Replication, recombination and repair",#1e90ff,
Rv0055,rpsR1,59122,-0.0120994076,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0056,rplI,59409,-0.009026306500000001,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0057,Rv0057,59896,-0.0037124066000000003,No COG annotation,#00bfbf,
Rv0058,dnaB,60396,-0.010556205400000001,"Replication, recombination and repair",#1e90ff,
Rv0059,Rv0059,63200,0.0016525278,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0060,Rv0060,63909,0.0026260351,Function unknown,#0000ff,
Rv0061c,Rv0061c,65012,-0.0073228503,No COG annotation,#00bfbf,
Rv0062,celA1,65552,-0.0044768808,Carbohydrate transport and metabolism,#ffc0cb,
Rv0063,Rv0063,66923,-0.0050524083,Energy production and conversion,#708090,
Rv0063a,Rv0063a,68418,-0.0016211124,No COG annotation,#00bfbf,
Rv0064,Rv0064,68620,-0.0099932172,Function unknown,#0000ff,
Rv0064A,vapB1,71589,-0.0052452638,No COG annotation,#00bfbf,
Rv0065,vapC1,71821,0.0135285787,Nucleotide transport and metabolism,#87ceeb,
Rv0066c,icd2,72274,0.006590534800000001,Energy production and conversion,#708090,
Rv0067c,Rv0067c,74629,0.0214443642,Transcription,#000000,
Rv0068,Rv0068,75301,0.0020358557000000003,Lipid transport and metabolism,#87cefa,
Rv0069c,sdaA,76237,0.008087980100000001,Amino acid transport and metabolism,#ff0000,
Rv0070c,glyA2,77619,0.0121196518,Amino acid transport and metabolism,#ff0000,
Rv0071,Rv0071,79486,-0.0053863021,"Replication, recombination and repair",#1e90ff,
Rv0072,Rv0072,80624,-0.0102843115,Defense mechanisms,#90ee90,
Rv0073,Rv0073,81676,-0.027864605100000002,Defense mechanisms,#90ee90,
Rv0074,Rv0074,82748,0.0016574471,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0075,Rv0075,83996,0.0018255781,Amino acid transport and metabolism,#ff0000,
Rv0076c,Rv0076c,85183,-0.0232567784,No COG annotation,#00bfbf,
Rv0077c,Rv0077c,85636,-0.052976173200000004,Lipid transport and metabolism,#87cefa,
Rv0078,Rv0078,86528,-0.0206313727,Transcription,#000000,
Rv0078A,Rv0078A,87208,0.004736560700000001,Function unknown,#0000ff,
Rv0078B,Rv0078B,87798,-0.0185681011,No COG annotation,#00bfbf,
Rv0079,Rv0079,88204,0.0083321014,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0080,Rv0080,89022,-0.0026278843,Transcription,#000000,
Rv0081,Rv0081,89575,0.0092680857,Transcription,#000000,
Rv0082,Rv0082,89924,0.00025557980000000003,Energy production and conversion,#708090,
Rv0083,Rv0083,90400,0.0029822957,Energy production and conversion,#708090,
Rv0084,hycD,92328,0.0088670273,Energy production and conversion,#708090,
Rv0085,hycP,93289,-0.0072919802,Energy production and conversion,#708090,
Rv0086,hycQ,93951,-0.0083080446,Energy production and conversion,#708090,
Rv0087,hycE,95414,-0.0040362126,Energy production and conversion,#708090,
Rv0088,Rv0088,96927,-0.0067484483,Function unknown,#0000ff,
Rv0089,Rv0089,97758,-0.0099115144,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0090,Rv0090,98480,-0.0129698168,Function unknown,#0000ff,
Rv0091,mtn,99684,0.0019419581000000002,Amino acid transport and metabolism,#ff0000,
Rv0092,ctpA,100583,-0.0010697106,Inorganic ion transport and metabolism,#8b4513,
Rv0093c,Rv0093c,102815,-0.00305073,Function unknown,#0000ff,
Rv0094c,Rv0094c,103710,-0.0036910678,Defense mechanisms,#90ee90,
Rv0095c,Rv0095c,104805,-0.0124170648,Defense mechanisms,#90ee90,
Rv0096,PPE1,105324,-0.0185391915,Cell motility,#da70d6,
Rv0097,Rv0097,106734,-0.0034613634,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0098,fcoT,107600,4.08236e-05,Function unknown,#0000ff,
Rv0099,fadD10,108156,-0.0033700506,Lipid transport and metabolism,#87cefa,
Rv0100,Rv0100,109783,0.0065337450000000005,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0101,nrp,110001,0.0016499312000000002,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0102,Rv0102,117714,0.0136504513,Inorganic ion transport and metabolism,#8b4513,
Rv0103c,ctpB,119915,-0.0085838625,Inorganic ion transport and metabolism,#8b4513,
Rv0104,Rv0104,122317,-0.0134215462,Coenzyme transport and metabolism,#d3d3d3,
Rv0105c,rpmB1,123980,-0.0020876821,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0106,Rv0106,124374,-0.0096743637,Function unknown,#0000ff,
Rv0107c,ctpI,125643,0.0032023471,Inorganic ion transport and metabolism,#8b4513,
Rv0108c,Rv0108c,130895,0.0029660119,No COG annotation,#00bfbf,
Rv0109,PE_PGRS1,131382,0.0025963827,Lipid transport and metabolism,#87cefa,
Rv0110,Rv0110,133020,-0.0071284331000000005,Cell motility,#da70d6,
Rv0111,Rv0111,133950,-0.0029618626,Amino acid transport and metabolism,#ff0000,
Rv0112,gca,136289,-0.008729616400000001,Carbohydrate transport and metabolism,#ffc0cb,
Rv0113,gmhA,137319,-0.0007726946000000001,Carbohydrate transport and metabolism,#ffc0cb,
Rv0114,gmhB,137941,-0.0027051809,Amino acid transport and metabolism,#ff0000,
Rv0115,hddA,138513,0.0043476033,Function unknown,#0000ff,
Rv0115a,Rv0115a,139956,0.0059421452,No COG annotation,#00bfbf,
Rv0116c,ldtA,140267,0.0105307378,Function unknown,#0000ff,
Rv0117,oxyS,141200,0.0176535376,Transcription,#000000,
Rv0118c,oxcA,142128,-0.0276532155,Amino acid transport and metabolism,#ff0000,
Rv0119,fadD7,144049,-0.0113845115,Lipid transport and metabolism,#87cefa,
Rv0120c,fusA2,145627,0.0060509151,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0121c,Rv0121c,147908,0.0061188046000000005,Function unknown,#0000ff,
Rv0122,Rv0122,148491,-0.0077959045,No COG annotation,#00bfbf,
Rv0123,Rv0123,148856,0.0005426291,No COG annotation,#00bfbf,
Rv0124,PE_PGRS2,149533,-0.0055158052,Lipid transport and metabolism,#87cefa,
Rv0125,pepA,151148,-0.0001515833,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0126,treS,152324,-0.0020197915,Carbohydrate transport and metabolism,#ffc0cb,
Rv0127,mak,154232,0.0040204313,Carbohydrate transport and metabolism,#ffc0cb,
Rv0128,Rv0128,155667,0.0128723029,Function unknown,#0000ff,
Rv0129c,fbpC,156578,0.0051712092000000005,Function unknown,#0000ff,
Rv0130,htdZ,157847,-0.0101679449,Lipid transport and metabolism,#87cefa,
Rv0131c,fadE1,158315,0.0086732352,Lipid transport and metabolism,#87cefa,
Rv0132c,fgd2,159700,0.0102681091,Energy production and conversion,#708090,
Rv0133,Rv0133,160869,-0.004107561,Transcription,#000000,
Rv0134,ephF,161771,0.0072889294000000006,Lipid transport and metabolism,#87cefa,
Rv0135c,Rv0135c,162644,0.0167905527,Transcription,#000000,
Rv0136,cyp138,163366,0.0267863203,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0137c,msrA,164712,0.008227432600000001,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0138,Rv0138,165323,0.0060265025,Function unknown,#0000ff,
Rv0139,Rv0139,165827,0.0054280184,Carbohydrate transport and metabolism,#ffc0cb,
Rv0140,Rv0140,166910,-0.020412804,Function unknown,#0000ff,
Rv0141c,Rv0141c,167271,0.012245499600000001,Function unknown,#0000ff,
Rv0142,Rv0142,167711,-0.0067599317,"Replication, recombination and repair",#1e90ff,
Rv0143c,Rv0143c,168704,0.0028375727000000002,Inorganic ion transport and metabolism,#8b4513,
Rv0144,Rv0144,170284,0.007527406,Transcription,#000000,
Rv0145,Rv0145,171215,0.008864004200000001,Coenzyme transport and metabolism,#d3d3d3,
Rv0146,Rv0146,172211,0.0108438888,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0147,Rv0147,173238,0.0058377039,Energy production and conversion,#708090,
Rv0148,Rv0148,174833,-0.0009962297,Lipid transport and metabolism,#87cefa,
Rv0149,Rv0149,175700,-0.0031396793,Energy production and conversion,#708090,
Rv0150c,Rv0150c,176665,0.0019845768,No COG annotation,#00bfbf,
Rv0151c,PE1,177543,0.013177904800000001,Cell motility,#da70d6,
Rv0152c,PE2,179319,0.0099886416,Cell motility,#da70d6,
Rv0153c,ptbB,181155,-0.004458941100000001,Signal transduction mechanisms,#f4a460,
Rv0154c,fadE2,181987,0.0076913281,Lipid transport and metabolism,#87cefa,
Rv0155,pntAa,183622,-0.006892161000000001,Energy production and conversion,#708090,
Rv0156,pntAb,184723,-0.016531257100000002,Energy production and conversion,#708090,
Rv0157,pntB,185052,-0.0031702749,Energy production and conversion,#708090,
Rv0157A,Rv0157A,186495,-0.0069643497000000006,Function unknown,#0000ff,
Rv0158,Rv0158,186785,0.0103964676,Transcription,#000000,
Rv0159c,PE3,187433,0.0097046784,Cell motility,#da70d6,
Rv0160c,PE4,188931,-0.0009939251000000001,Cell motility,#da70d6,
Rv0161,Rv0161,190607,0.010904689700000001,Energy production and conversion,#708090,
Rv0162c,adhE1,191984,-0.0026986463,Energy production and conversion,#708090,
Rv0163,Rv0163,193117,0.0019578016,Function unknown,#0000ff,
Rv0164,TB18.5,193626,0.0021065815,Lipid transport and metabolism,#87cefa,
Rv0165c,mce1R,194144,-0.0133535304,Transcription,#000000,
Rv0166,fadD5,194993,-0.0060228967000000005,Lipid transport and metabolism,#87cefa,
Rv0167,yrbE1A,196861,-0.015064612500000001,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0168,yrbE1B,197660,-0.0074305769,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0169,mce1A,198534,-0.0053963984,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0170,mce1B,199895,0.0083614151,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0171,mce1C,200932,-0.0065180732,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0172,mce1D,202476,-0.0046360707,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0173,lprK,204065,-0.0057251826,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0174,mce1F,205231,0.0061700323,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0175,Rv0175,206814,0.0103225446,No COG annotation,#00bfbf,
Rv0176,Rv0176,207452,0.0017129468,Function unknown,#0000ff,
Rv0177,Rv0177,208417,-0.009003301200000001,No COG annotation,#00bfbf,
Rv0178,Rv0178,208938,-0.0048249128,No COG annotation,#00bfbf,
Rv0179c,lprO,209703,-0.0115032011,Function unknown,#0000ff,
Rv0180c,Rv0180c,210892,-0.0012359997,Function unknown,#0000ff,
Rv0181c,Rv0181c,212277,-0.0015595359,Function unknown,#0000ff,
Rv0182c,sigG,213028,-0.0079436453,Transcription,#000000,
Rv0183,Rv0183,214088,-0.0003287239,Lipid transport and metabolism,#87cefa,
Rv0184,Rv0184,214969,-0.012616219500000001,Function unknown,#0000ff,
Rv0185,Rv0185,215715,-0.0025422973,No COG annotation,#00bfbf,
Rv0186,bglS,216269,0.0018554995,Carbohydrate transport and metabolism,#ffc0cb,
Rv0186A,mymT,218390,-0.014535920300000001,No COG annotation,#00bfbf,
Rv0187,Rv0187,218705,0.0056898734,Function unknown,#0000ff,
Rv0188,Rv0188,219486,-0.0058353484,Function unknown,#0000ff,
Rv0189c,ilvD,219996,-0.0031003659,Amino acid transport and metabolism,#ff0000,
Rv0190,ricR,221871,0.0016259084,Function unknown,#0000ff,
Rv0191,Rv0191,222289,0.0038132033000000004,Amino acid transport and metabolism,#ff0000,
Rv0192,Rv0192,223564,-0.0032370979000000003,Function unknown,#0000ff,
Rv0193c,Rv0193c,224724,0.0025018128000000002,No COG annotation,#00bfbf,
Rv0194,Rv0194,226878,0.0119110158,Defense mechanisms,#90ee90,
Rv0195,Rv0195,230899,0.0438480908,Transcription,#000000,
Rv0196,Rv0196,231647,0.0022768397,Transcription,#000000,
Rv0197,Rv0197,232231,0.0011165136,Energy production and conversion,#708090,
Rv0198c,zmp1,234516,-0.0004931531,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0199,Rv0199,236550,7.51403e-05,No COG annotation,#00bfbf,
Rv0200,Rv0200,237206,-0.0105494014,No COG annotation,#00bfbf,
Rv0201c,Rv0201c,237892,0.010717299100000001,No COG annotation,#00bfbf,
Rv0202c,mmpL11,238392,0.0050555516,Function unknown,#0000ff,
Rv0203,Rv0203,241514,0.0005792035,Function unknown,#0000ff,
Rv0204c,Rv0204c,241976,-0.0021164815,Function unknown,#0000ff,
Rv0205,Rv0205,243384,-0.0033385967000000003,Function unknown,#0000ff,
Rv0206c,mmpL3,244484,-0.0028000231,Function unknown,#0000ff,
Rv0207c,Rv0207c,247384,-0.0056083166000000005,Function unknown,#0000ff,
Rv0208c,Rv0208c,248115,-0.0086071153,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0209,Rv0209,249038,-0.0077380779,Function unknown,#0000ff,
Rv0210,Rv0210,250120,0.006659249000000001,Function unknown,#0000ff,
Rv0211,pckA,251782,-0.0217160654,Energy production and conversion,#708090,
Rv0212c,nadR,253669,-0.0080340324,Coenzyme transport and metabolism,#d3d3d3,
Rv0213c,Rv0213c,254637,-0.0042383111,Energy production and conversion,#708090,
Rv0214,fadD4,256064,0.0036082762,Lipid transport and metabolism,#87cefa,
Rv0216,Rv0216,258913,0.0077441104,Lipid transport and metabolism,#87cefa,
Rv0217c,lipW,259923,0.0049845791,Lipid transport and metabolism,#87cefa,
Rv0218,Rv0218,260924,-0.0024097993,Function unknown,#0000ff,
Rv0219,Rv0219,262254,-0.0060002777,No COG annotation,#00bfbf,
Rv0220,lipC,262812,0.0051068702,Lipid transport and metabolism,#87cefa,
Rv0221,Rv0221,264067,0.004940702,Lipid transport and metabolism,#87cefa,
Rv0222,echA1,265507,-0.0023073414,Lipid transport and metabolism,#87cefa,
Rv0223c,Rv0223c,266301,0.010089035500000001,Energy production and conversion,#708090,
Rv0224c,Rv0224c,267863,-0.0015590626000000002,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0225,Rv0225,268663,-0.0076978030000000005,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0226c,Rv0226c,269834,-0.0076445768,No COG annotation,#00bfbf,
Rv0227c,Rv0227c,271574,-0.0062922581,Function unknown,#0000ff,
Rv0228,Rv0228,273055,0.0056361051,Lipid transport and metabolism,#87cefa,
Rv0229c,Rv0229c,274306,0.0017265894,Function unknown,#0000ff,
Rv0230c,php,274983,-0.0046639478,Function unknown,#0000ff,
Rv0231,fadE4,276058,0.0026773796,Lipid transport and metabolism,#87cefa,
Rv0232,Rv0232,277899,-0.015979471500000002,Transcription,#000000,
Rv0233,nrdB,278585,-0.0026293840000000002,Nucleotide transport and metabolism,#87ceeb,
Rv0234c,gabD1,279605,0.0100589332,Energy production and conversion,#708090,
Rv0235c,Rv0235c,281166,0.012512366300000001,Function unknown,#0000ff,
Rv0236c,aftD,282649,0.0004185979,Lipid transport and metabolism,#87cefa,
Rv0236A,Rv0236A,286898,-0.0174729596,Function unknown,#0000ff,
Rv0237,lpqI,287186,-0.0024172807,Carbohydrate transport and metabolism,#ffc0cb,
Rv0238,Rv0238,288428,0.0053041777,Transcription,#000000,
Rv0239,vapB24,289104,-0.0018906638000000002,No COG annotation,#00bfbf,
Rv0240,vapC24,289345,-0.0002987413,Carbohydrate transport and metabolism,#ffc0cb,
Rv0241c,htdX,289812,-0.0009921145,Lipid transport and metabolism,#87cefa,
Rv0242c,fabG4,290665,0.0007145612,Lipid transport and metabolism,#87cefa,
Rv0243,fadA2,292171,0.0028883504,Lipid transport and metabolism,#87cefa,
Rv0244c,fadE5,293798,-0.0015846232000000001,Lipid transport and metabolism,#87cefa,
Rv0245,Rv0245,296005,-0.0062421523000000005,Function unknown,#0000ff,
Rv0246,Rv0246,296809,-0.0003965236,Amino acid transport and metabolism,#ff0000,
Rv0247c,Rv0247c,298116,0.0101290401,Energy production and conversion,#708090,
Rv0248c,Rv0248c,298863,0.014833821,Energy production and conversion,#708090,
Rv0249c,Rv0249c,300834,0.025990995500000003,Function unknown,#0000ff,
Rv0250c,Rv0250c,301735,0.0221270083,No COG annotation,#00bfbf,
Rv0251c,hsp,302173,0.0224686454,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0252,nirB,302866,0.0148021994,Energy production and conversion,#708090,
Rv0253,nirD,305453,-0.0018602818000000001,Inorganic ion transport and metabolism,#8b4513,
Rv0254c,cobU,305825,0.0136390413,Coenzyme transport and metabolism,#d3d3d3,
Rv0255c,cobQ1,306374,0.00038709840000000003,Coenzyme transport and metabolism,#d3d3d3,
Rv0256c,PPE2,307877,-0.0058581528,Cell motility,#da70d6,
Rv0257,Rv0257,309699,-0.0019075355,No COG annotation,#00bfbf,
Rv0258c,Rv0258c,310294,0.0016896663000000001,Transcription,#000000,
Rv0259c,Rv0259c,310774,0.0048442755,Function unknown,#0000ff,
Rv0260c,Rv0260c,311514,-0.0015589920000000001,Coenzyme transport and metabolism,#d3d3d3,
Rv0261c,narK3,312759,0.0026393697,Inorganic ion transport and metabolism,#8b4513,
Rv0262c,aac,314309,0.0058029753,Transcription,#000000,
Rv0263c,Rv0263c,314864,0.0112757431,Amino acid transport and metabolism,#ff0000,
Rv0264c,Rv0264c,315783,0.0088259299,Amino acid transport and metabolism,#ff0000,
Rv0265c,Rv0265c,316511,-0.0044127143,Inorganic ion transport and metabolism,#8b4513,
Rv0266c,oplA,317525,0.0111787992,Amino acid transport and metabolism,#ff0000,
Rv0267,narU,321331,0.016229957700000002,Inorganic ion transport and metabolism,#8b4513,
Rv0268c,Rv0268c,322764,-0.0045041678,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0269c,Rv0269c,323338,-0.0034308386,"Replication, recombination and repair",#1e90ff,
Rv0270,fadD2,324567,-0.0051953277,Lipid transport and metabolism,#87cefa,
Rv0271c,fadE6,326266,0.0075088213,Lipid transport and metabolism,#87cefa,
Rv0272c,Rv0272c,328575,-0.0018464587,Function unknown,#0000ff,
Rv0273c,Rv0273c,329705,-0.0024373963,Transcription,#000000,
Rv0274,Rv0274,330422,-0.0075353270000000005,Amino acid transport and metabolism,#ff0000,
Rv0275c,Rv0275c,330933,-0.000649977,Transcription,#000000,
Rv0276,Rv0276,331748,-0.0080743686,Function unknown,#0000ff,
Rv0277c,vapC25,332708,-0.0029226828,Function unknown,#0000ff,
Rv0278c,Rv0278c,333437,0.0204704152,Function unknown,#0000ff,
Rv0279c,PE_PGRS4,336560,0.00041182450000000004,No COG annotation,#00bfbf,
Rv0280,PPE3,339364,-0.0089598353,Cell motility,#da70d6,
Rv0281,Rv0281,340998,0.0073345471,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0282,eccA3,342130,-0.0008881752,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0283,eccB3,344022,-0.0072001606,Function unknown,#0000ff,
Rv0284,eccC3,345635,0.0003646417,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0285,PE5,349624,-0.0194435436,Function unknown,#0000ff,
Rv0286,PPE4,349935,-0.0117194997,Cell motility,#da70d6,
Rv0287,esxG,351525,-0.0059182566,No COG annotation,#00bfbf,
Rv0288,esxH,351848,-0.0008699782,Function unknown,#0000ff,
Rv0289,espG3,352149,0.0162368599,Function unknown,#0000ff,
Rv0290,eccD3,353083,0.0083436708,Function unknown,#0000ff,
Rv0291,mycP3,354498,0.021525573200000002,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0292,eccE3,355880,0.0274999736,Function unknown,#0000ff,
Rv0293c,Rv0293c,356862,0.00021069060000000002,Function unknown,#0000ff,
Rv0294,tam,358171,0.0027715782000000003,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0295c,Rv0295c,358945,0.0014722510000000002,Function unknown,#0000ff,
Rv0296c,Rv0296c,359758,0.013652305100000001,Inorganic ion transport and metabolism,#8b4513,
Rv0297,PE_PGRS5,361334,-0.0234978468,Energy production and conversion,#708090,
Rv0298,Rv0298,363252,-0.0216547801,Function unknown,#0000ff,
Rv0299,Rv0299,363476,-0.013495657900000001,No COG annotation,#00bfbf,
Rv0300,vapB2,363826,-0.0107455443,No COG annotation,#00bfbf,
Rv0301,vapC2,364044,-0.0076058008000000005,Function unknown,#0000ff,
Rv0302,Rv0302,364605,-0.0125252299,Transcription,#000000,
Rv0303,Rv0303,365234,-0.0114444096,Lipid transport and metabolism,#87cefa,
Rv0304c,PPE5,366150,0.01586703,Cell motility,#da70d6,
Rv0305c,PPE6,372820,0.0092667376,Cell motility,#da70d6,
Rv0306,Rv0306,375914,-0.0141759312,Energy production and conversion,#708090,
Rv0307c,Rv0307c,376573,-0.0041000849,No COG annotation,#00bfbf,
Rv0308,Rv0308,377113,0.0048536441,Lipid transport and metabolism,#87cefa,
Rv0309,Rv0309,377931,-0.0023577358,Function unknown,#0000ff,
Rv0310c,Rv0310c,378657,0.0106147826,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0311,Rv0311,379172,-0.0029736495000000003,No COG annotation,#00bfbf,
Rv0312,Rv0312,380556,-0.014604817300000001,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0313,Rv0313,382490,0.0013384724,No COG annotation,#00bfbf,
Rv0314c,Rv0314c,382879,0.0057132935,Function unknown,#0000ff,
Rv0315,Rv0315,383602,0.010357420800000001,Carbohydrate transport and metabolism,#ffc0cb,
Rv0316,Rv0316,384535,0.0031645634,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0317c,glpQ2,385173,0.0043100558,Energy production and conversion,#708090,
Rv0318c,Rv0318c,386305,-0.0052241352000000005,Inorganic ion transport and metabolism,#8b4513,
Rv0319,pcp,387148,0.0010743414,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0320,Rv0320,387888,0.0017045879000000001,Signal transduction mechanisms,#f4a460,
Rv0321,dcd,388582,0.0002491161,Nucleotide transport and metabolism,#87ceeb,
Rv0322,udgA,389260,-0.0077043195,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0323c,Rv0323c,390580,0.0085736635,Function unknown,#0000ff,
Rv0324,Rv0324,391352,0.0035984227000000002,Transcription,#000000,
Rv0325,Rv0325,392039,0.0191537208,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0326,Rv0326,392273,0.0147722695,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0327c,cyp135A1,392696,-0.025459241900000002,Energy production and conversion,#708090,
