,name,x,y,cog,color,link
meta,start,0.05,,,,
Rv0001,dnaA,1,-0.023295149,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.005503197400000001,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.0047353375,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,-0.0188993984,Function unknown,#0000ff,
Rv0005,gyrB,5240,-0.0104314985,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,-0.0054596679,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,0.0047531845,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,-0.0110403037,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,0.0596413832,"Post-translational modification, protein turnover,and chaperones",#add8e6,https://mycobrowser.epfl.ch/genes/Rv0009
Rv0010c,Rv0010c,13133,-0.0019634378,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,0.0024224754,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,0.0117486256,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.0106712387,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,-0.0078274201,Transcription,#000000,
Rv0015c,pknA,17467,-0.0029172432,Transcription,#000000,
Rv0016c,pbpA,18759,-0.0053757574,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,-0.0030263593000000003,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,-0.0102670464,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,-0.0057726483000000006,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.0154059286,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,0.0029574302,Function unknown,#0000ff,
Rv0022c,whiB5,27023,-0.0489378184,Transcription,#000000,
Rv0023,Rv0023,27595,-0.0167014206,Transcription,#000000,
Rv0024,Rv0024,28362,-0.0023421868000000003,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,0.0011391342,Function unknown,#0000ff,
Rv0026,Rv0026,29722,-0.011188647900000001,Function unknown,#0000ff,
Rv0027,Rv0027,31189,-0.018816868100000002,Function unknown,#0000ff,
Rv0028,Rv0028,31514,-0.007842759900000001,Function unknown,#0000ff,
Rv0029,Rv0029,32057,-0.020627731700000002,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,-0.0073167346,Function unknown,#0000ff,
Rv0032,bioF2,34295,-0.01057992,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,-0.0019037643000000002,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,0.0114004624,Function unknown,#0000ff,
Rv0035,fadD34,37259,-0.009990710600000001,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,0.014606368100000001,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,0.0054357872,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,0.0035959658000000003,Transcription,#000000,
Rv0039c,Rv0039c,42004,0.025087174900000002,No COG annotation,#00bfbf,
