k,Name,in_iM,gene_weight,Regulator,Function,Category
33,SG_4,True,0.1004010444,,Single Gene iModulon 4,Single Gene
22,SG_3,True,-0.0965934552,,Single Gene iModulon 3,Single Gene
74,SG_12,False,0.0737489099,,Single Gene iModulon 12,Single Gene
48,Leucine Related,False,-0.060753509500000004,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
44,SG_6,False,0.0586634877,,Single Genes iModulon 6,Single Gene
76,SG_13,False,0.055322095700000004,,Single Gene iModulon 13,Single Gene
75,Unc_9,False,-0.054298283600000004,,Uncharacterized iModulon 9,Uncharacterized
63,SG_9,False,-0.053173839300000005,,Single Gene iModulon 9,Single Gene
29,Blal,False,0.039568390200000005,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
46,Rv2621c,False,0.0379781687,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
7,GroEL-GroES Complex,False,0.034816578800000005,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
69,Rv0135+Rv1019,False,0.0302239704,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
34,MbcA+Rv3249c+Rv3066,False,0.0285571334,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
17,VirS,False,0.0273763078,virS,Transcription factor that is activated and responds to acidic environments,Redox
73,SG_11,False,0.0268002338,,Single Gene iModulon 11,Single Gene
41,Unc_5,False,0.0256708631,,Uncharacterized iModulon 5,Uncharacterized
13,SG_1,False,0.0254621649,,Single Gene iModulon 1,Single Gene
21,MprA,False,-0.0240567291,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
36,Fumarate Reductase,False,0.0232593892,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
18,Unc_1,False,-0.022405599000000002,,Uncharacterized iModulon 1,Uncharacterized
11,EccE1 KO,False,-0.0212267976,,Single Gene iModulon that captures EccE1 knockout,KO
31,ArgR,False,-0.0202557711,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
57,SG_8,False,-0.017425724,,Single Gene iModulon 8,Single Gene
24,Salicylate Induced,False,-0.017017180700000002,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
