k,Name,in_iM,gene_weight,Regulator,Function,Category
74,SG_12,False,0.0436687019,,Single Gene iModulon 12,Single Gene
32,Unc_3,False,0.0371099962,,Uncharacterized iModulon 3,Uncharacterized
38,SG_5,False,-0.035085234300000004,,Single Gene iModulon 5,Single Gene
16,Mce3R,False,0.034133122700000004,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
71,PDIM;PGL Synthesis,False,0.0296737964,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
17,VirS,False,-0.0275476373,virS,Transcription factor that is activated and responds to acidic environments,Redox
41,Unc_5,False,-0.0275140249,,Uncharacterized iModulon 5,Uncharacterized
40,KstR2,False,0.0269328086,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
12,Mycofactocin Synthesis Pathway,False,-0.025195177000000003,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
47,SG_7,False,0.0217767463,,Single Gene iModulon 7,Single Gene
77,Central Carbon Metabolism,False,-0.0208997182,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
31,ArgR,False,-0.0200648664,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
48,Leucine Related,False,-0.0192387584,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
46,Rv2621c,False,-0.0186953401,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
33,SG_4,False,0.0184660513,,Single Gene iModulon 4,Single Gene
2,IniR,False,0.0176017175,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
30,HPT-2b Induced,False,-0.017497647,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
70,Lsr2,False,-0.016677820200000002,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
60,Rv0681,False,-0.016377184,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
15,BkaR,False,-0.0160080875,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
56,Fatty Acid Biosynthesis,False,-0.0155228194,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
18,Unc_1,False,0.0151829606,,Uncharacterized iModulon 1,Uncharacterized
13,SG_1,False,-0.014998471400000001,,Single Gene iModulon 1,Single Gene
27,Unc_2,False,0.0137409809,,Uncharacterized iModulon 2,Uncharacterized
9,SigK,False,-0.0129698168,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
11,EccE1 KO,False,-0.0129318845,,Single Gene iModulon that captures EccE1 knockout,KO
