k,Name,in_iM,gene_weight,Regulator,Function,Category
39,SigC,False,-0.0724604003,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
17,VirS,False,0.0454239553,virS,Transcription factor that is activated and responds to acidic environments,Redox
27,Unc_2,False,0.039235512300000004,,Uncharacterized iModulon 2,Uncharacterized
67,Peptidoglycan Biosynthesis,False,-0.036569968700000004,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
37,Rv3095,False,-0.033111917500000004,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
69,Rv0135+Rv1019,False,-0.0317426076,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
78,Positive Regulation of Growth,False,-0.030504753500000002,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
38,SG_5,False,0.0295250919,,Single Gene iModulon 5,Single Gene
48,Leucine Related,False,0.028304386,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
35,Unc_4,False,-0.0276537136,,Uncharacterized iModulon 4,Uncharacterized
52,DevR-2,False,0.0275669444,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
50,Unc_6,False,0.0262177538,,Uncharacterized iModulon 6,Uncharacterized
12,Mycofactocin Synthesis Pathway,False,-0.025630756,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
15,BkaR,False,-0.025261499000000003,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
18,Unc_1,False,-0.020591265600000002,,Uncharacterized iModulon 1,Uncharacterized
68,Sulfur Metabolism,False,0.0200059036,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
9,SigK,False,0.0194460848,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
58,Zur,False,-0.018913802900000002,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
5,DevR-1,False,-0.017974362600000002,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
66,M-box,False,-0.0174197449,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
45,SigD,False,0.0168733964,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
28,WhiB1,False,0.0156357045,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
20,FasR,False,0.015224413800000001,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
31,ArgR,False,-0.0146280364,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
71,PDIM;PGL Synthesis,False,0.0142949064,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
33,SG_4,False,-0.0142491448,,Single Gene iModulon 4,Single Gene
16,Mce3R,False,0.0137946079,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
11,EccE1 KO,False,-0.0137667582,,Single Gene iModulon that captures EccE1 knockout,KO
56,Fatty Acid Biosynthesis,False,0.0132579266,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
36,Fumarate Reductase,False,-0.013217835800000001,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
65,SG_10,False,-0.0131133888,,Single Gene iModulon 10,Single Gene
77,Central Carbon Metabolism,False,-0.0127020563,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
8,IdeR,False,-0.0120832553,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
19,WhiB6,False,-0.011615019300000001,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
32,Unc_3,False,-0.0112545582,,Uncharacterized iModulon 3,Uncharacterized
