,name,x,y,cog,color,link
meta,start,0.072292132163624,,,,
Rv0001,dnaA,1,-0.006600482600000001,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.0074001692,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,0.0032825391,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,0.0005539715000000001,Function unknown,#0000ff,
Rv0005,gyrB,5240,-0.0036143129,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,-0.0104496584,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.0118566346,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,0.0035673063000000002,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,-0.0015610081,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,0.0014480365000000002,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,-0.0001753524,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,-0.00026189860000000003,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.00048227590000000004,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,-0.0056402987,Transcription,#000000,
Rv0015c,pknA,17467,-0.0044772601,Transcription,#000000,
Rv0016c,pbpA,18759,-0.0081027931,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,-0.0069778454,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,0.002078978,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,-0.0021439335,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,-0.0014124444,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,-0.0109487769,Function unknown,#0000ff,
Rv0022c,whiB5,27023,0.0089405859,Transcription,#000000,
Rv0023,Rv0023,27595,-0.0200568937,Transcription,#000000,
Rv0024,Rv0024,28362,-0.0048509549,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,-0.0100048094,Function unknown,#0000ff,
Rv0026,Rv0026,29722,0.0002922634,Function unknown,#0000ff,
Rv0027,Rv0027,31189,0.0014993927,Function unknown,#0000ff,
Rv0028,Rv0028,31514,-0.0095942046,Function unknown,#0000ff,
Rv0029,Rv0029,32057,0.005006164400000001,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,-0.0178885618,Function unknown,#0000ff,
Rv0032,bioF2,34295,-0.0129747442,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,0.017260213700000002,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,-0.0197578243,Function unknown,#0000ff,
Rv0035,fadD34,37259,-0.0012246368000000001,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,0.0042119759000000005,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,0.0010552814,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,-9.58202e-05,Transcription,#000000,
Rv0039c,Rv0039c,42004,0.009154955900000001,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,0.0110905417,Function unknown,#0000ff,
Rv0041,leuS,43562,0.007145813700000001,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0042c,Rv0042c,46581,0.0016960116,Transcription,#000000,
Rv0043c,Rv0043c,47366,0.0146604179,Transcription,#000000,
Rv0044c,Rv0044c,48233,-0.0167181161,Energy production and conversion,#708090,
Rv0045c,Rv0045c,49043,-0.0067283647,Amino acid transport and metabolism,#ff0000,
Rv0046c,ino1,50021,-0.0034732248000000003,Lipid transport and metabolism,#87cefa,
Rv0047c,Rv0047c,51185,-0.003369444,Transcription,#000000,
Rv0048c,Rv0048c,51828,0.0089322285,Function unknown,#0000ff,
Rv0049,Rv0049,52831,-0.0068223192,Function unknown,#0000ff,
Rv0050,ponA1,53663,0.0102659329,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0051,Rv0051,55696,0.0053248312,Function unknown,#0000ff,
Rv0052,Rv0052,57410,0.0037784061000000002,Function unknown,#0000ff,
Rv0053,rpsF,58192,-0.0010468254,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0054,ssb,58586,-0.0013972182,"Replication, recombination and repair",#1e90ff,
Rv0055,rpsR1,59122,0.0054232738,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0056,rplI,59409,0.002225817,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0057,Rv0057,59896,0.0053629866,No COG annotation,#00bfbf,
Rv0058,dnaB,60396,0.0001872427,"Replication, recombination and repair",#1e90ff,
Rv0059,Rv0059,63200,-0.0046812266,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0060,Rv0060,63909,0.0030388284,Function unknown,#0000ff,
Rv0061c,Rv0061c,65012,-0.0070117242000000005,No COG annotation,#00bfbf,
Rv0062,celA1,65552,0.0056477396,Carbohydrate transport and metabolism,#ffc0cb,
Rv0063,Rv0063,66923,-0.0005166465,Energy production and conversion,#708090,
Rv0063a,Rv0063a,68418,0.044825391900000004,No COG annotation,#00bfbf,
Rv0064,Rv0064,68620,0.0038819591,Function unknown,#0000ff,
Rv0064A,vapB1,71589,0.0013030857,No COG annotation,#00bfbf,
Rv0065,vapC1,71821,0.0225075592,Nucleotide transport and metabolism,#87ceeb,
Rv0066c,icd2,72274,0.0007028419,Energy production and conversion,#708090,
Rv0067c,Rv0067c,74629,0.0164170155,Transcription,#000000,
Rv0068,Rv0068,75301,-0.0075782773,Lipid transport and metabolism,#87cefa,
Rv0069c,sdaA,76237,0.012596740200000001,Amino acid transport and metabolism,#ff0000,
Rv0070c,glyA2,77619,-0.0146535315,Amino acid transport and metabolism,#ff0000,
Rv0071,Rv0071,79486,0.0045313216,"Replication, recombination and repair",#1e90ff,
Rv0072,Rv0072,80624,-0.0025752671,Defense mechanisms,#90ee90,
Rv0073,Rv0073,81676,0.0027608565,Defense mechanisms,#90ee90,
Rv0074,Rv0074,82748,-0.0043349750000000005,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0075,Rv0075,83996,0.0008764910000000001,Amino acid transport and metabolism,#ff0000,
Rv0076c,Rv0076c,85183,-0.0157478232,No COG annotation,#00bfbf,
Rv0077c,Rv0077c,85636,-0.0124227174,Lipid transport and metabolism,#87cefa,
Rv0078,Rv0078,86528,0.025936382900000002,Transcription,#000000,
Rv0078A,Rv0078A,87208,0.0054425578,Function unknown,#0000ff,
Rv0078B,Rv0078B,87798,0.0017482451,No COG annotation,#00bfbf,
Rv0079,Rv0079,88204,-0.0247188645,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0080,Rv0080,89022,-0.0029595697000000002,Transcription,#000000,
Rv0081,Rv0081,89575,0.0040677225,Transcription,#000000,
Rv0082,Rv0082,89924,0.0151724421,Energy production and conversion,#708090,
Rv0083,Rv0083,90400,-0.0087654842,Energy production and conversion,#708090,
Rv0084,hycD,92328,-0.0014844785,Energy production and conversion,#708090,
Rv0085,hycP,93289,0.0156480698,Energy production and conversion,#708090,
Rv0086,hycQ,93951,-0.0114710791,Energy production and conversion,#708090,
Rv0087,hycE,95414,-0.0021729499000000003,Energy production and conversion,#708090,
Rv0088,Rv0088,96927,0.0072162533,Function unknown,#0000ff,
Rv0089,Rv0089,97758,-0.0047816075,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0090,Rv0090,98480,-0.0034642842000000003,Function unknown,#0000ff,
Rv0091,mtn,99684,0.0122438584,Amino acid transport and metabolism,#ff0000,
Rv0092,ctpA,100583,0.0015841711000000001,Inorganic ion transport and metabolism,#8b4513,
Rv0093c,Rv0093c,102815,-0.012788126700000001,Function unknown,#0000ff,
Rv0094c,Rv0094c,103710,-0.0121044979,Defense mechanisms,#90ee90,
Rv0095c,Rv0095c,104805,-0.0220655228,Defense mechanisms,#90ee90,
Rv0096,PPE1,105324,0.007183228000000001,Cell motility,#da70d6,
Rv0097,Rv0097,106734,-0.0027542101,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0098,fcoT,107600,-0.007361658,Function unknown,#0000ff,
Rv0099,fadD10,108156,0.0107681365,Lipid transport and metabolism,#87cefa,
Rv0100,Rv0100,109783,0.005701905100000001,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0101,nrp,110001,-0.0031116244,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0102,Rv0102,117714,0.0007570317,Inorganic ion transport and metabolism,#8b4513,
Rv0103c,ctpB,119915,-0.0028644126,Inorganic ion transport and metabolism,#8b4513,
Rv0104,Rv0104,122317,0.0060316492,Coenzyme transport and metabolism,#d3d3d3,
Rv0105c,rpmB1,123980,-0.0271737983,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0106,Rv0106,124374,0.0036054586,Function unknown,#0000ff,
Rv0107c,ctpI,125643,-0.012151435,Inorganic ion transport and metabolism,#8b4513,
Rv0108c,Rv0108c,130895,-0.0075926145,No COG annotation,#00bfbf,
Rv0109,PE_PGRS1,131382,-0.008051286900000001,Lipid transport and metabolism,#87cefa,
Rv0110,Rv0110,133020,0.0133883201,Cell motility,#da70d6,
Rv0111,Rv0111,133950,0.0102846232,Amino acid transport and metabolism,#ff0000,
Rv0112,gca,136289,-0.0023389515,Carbohydrate transport and metabolism,#ffc0cb,
Rv0113,gmhA,137319,-0.0079011186,Carbohydrate transport and metabolism,#ffc0cb,
Rv0114,gmhB,137941,-0.0053759906,Amino acid transport and metabolism,#ff0000,
Rv0115,hddA,138513,0.0140825453,Function unknown,#0000ff,
Rv0115a,Rv0115a,139956,0.0121249153,No COG annotation,#00bfbf,
Rv0116c,ldtA,140267,0.008633497300000001,Function unknown,#0000ff,
Rv0117,oxyS,141200,0.0064273492,Transcription,#000000,
Rv0118c,oxcA,142128,0.001618274,Amino acid transport and metabolism,#ff0000,
Rv0119,fadD7,144049,-0.0064101197,Lipid transport and metabolism,#87cefa,
Rv0120c,fusA2,145627,-0.0032687192000000003,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0121c,Rv0121c,147908,0.0345640887,Function unknown,#0000ff,
Rv0122,Rv0122,148491,0.0037628857000000003,No COG annotation,#00bfbf,
Rv0123,Rv0123,148856,-0.0045017447,No COG annotation,#00bfbf,
Rv0124,PE_PGRS2,149533,-0.0122251537,Lipid transport and metabolism,#87cefa,
Rv0125,pepA,151148,0.00028342060000000004,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0126,treS,152324,-0.0084678579,Carbohydrate transport and metabolism,#ffc0cb,
Rv0127,mak,154232,0.006847484300000001,Carbohydrate transport and metabolism,#ffc0cb,
Rv0128,Rv0128,155667,0.0003933225,Function unknown,#0000ff,
Rv0129c,fbpC,156578,-0.002344136,Function unknown,#0000ff,
Rv0130,htdZ,157847,0.0093147342,Lipid transport and metabolism,#87cefa,
Rv0131c,fadE1,158315,0.006460369400000001,Lipid transport and metabolism,#87cefa,
Rv0132c,fgd2,159700,-0.0136169154,Energy production and conversion,#708090,
Rv0133,Rv0133,160869,-0.006420363,Transcription,#000000,
Rv0134,ephF,161771,-0.0050844149000000005,Lipid transport and metabolism,#87cefa,
Rv0135c,Rv0135c,162644,-0.0120256662,Transcription,#000000,
Rv0136,cyp138,163366,-0.0087345176,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0137c,msrA,164712,0.0050585515,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0138,Rv0138,165323,-0.0087982431,Function unknown,#0000ff,
Rv0139,Rv0139,165827,-0.0067533345,Carbohydrate transport and metabolism,#ffc0cb,
Rv0140,Rv0140,166910,-0.0122001525,Function unknown,#0000ff,
Rv0141c,Rv0141c,167271,-0.023332422000000002,Function unknown,#0000ff,
Rv0142,Rv0142,167711,-0.0075020354,"Replication, recombination and repair",#1e90ff,
Rv0143c,Rv0143c,168704,-0.0033727836,Inorganic ion transport and metabolism,#8b4513,
Rv0144,Rv0144,170284,-0.0026437587,Transcription,#000000,
Rv0145,Rv0145,171215,-0.0062389475000000005,Coenzyme transport and metabolism,#d3d3d3,
Rv0146,Rv0146,172211,-0.004306738,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0147,Rv0147,173238,-0.0056875581,Energy production and conversion,#708090,
Rv0148,Rv0148,174833,-0.0097260259,Lipid transport and metabolism,#87cefa,
Rv0149,Rv0149,175700,-0.0059444878,Energy production and conversion,#708090,
Rv0150c,Rv0150c,176665,0.0041067708,No COG annotation,#00bfbf,
Rv0151c,PE1,177543,-0.0072533835,Cell motility,#da70d6,
Rv0152c,PE2,179319,-0.0061470011000000005,Cell motility,#da70d6,
Rv0153c,ptbB,181155,-0.0061170365,Signal transduction mechanisms,#f4a460,
Rv0154c,fadE2,181987,0.0040694824,Lipid transport and metabolism,#87cefa,
Rv0155,pntAa,183622,-0.0061127897,Energy production and conversion,#708090,
Rv0156,pntAb,184723,-0.0044105262,Energy production and conversion,#708090,
Rv0157,pntB,185052,-0.0160669314,Energy production and conversion,#708090,
Rv0157A,Rv0157A,186495,0.0067829108,Function unknown,#0000ff,
Rv0158,Rv0158,186785,0.0008899427,Transcription,#000000,
Rv0159c,PE3,187433,-0.00738747,Cell motility,#da70d6,
Rv0160c,PE4,188931,-0.0013328963,Cell motility,#da70d6,
Rv0161,Rv0161,190607,0.0041274878,Energy production and conversion,#708090,
Rv0162c,adhE1,191984,-0.016385247500000002,Energy production and conversion,#708090,
Rv0163,Rv0163,193117,0.0314725379,Function unknown,#0000ff,
Rv0164,TB18.5,193626,0.0118008555,Lipid transport and metabolism,#87cefa,
Rv0165c,mce1R,194144,0.0105334839,Transcription,#000000,
Rv0166,fadD5,194993,0.0062185427,Lipid transport and metabolism,#87cefa,
Rv0167,yrbE1A,196861,0.0050011242,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0168,yrbE1B,197660,0.0215436296,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0169,mce1A,198534,0.0072619678000000005,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0170,mce1B,199895,0.0045115174,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0171,mce1C,200932,-0.0028579132,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0172,mce1D,202476,-0.00017532960000000002,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0173,lprK,204065,0.0063492199000000004,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0174,mce1F,205231,0.0021375444,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0175,Rv0175,206814,-0.0086889494,No COG annotation,#00bfbf,
Rv0176,Rv0176,207452,0.0054501782,Function unknown,#0000ff,
Rv0177,Rv0177,208417,0.0042468829,No COG annotation,#00bfbf,
Rv0178,Rv0178,208938,-0.0014025122000000001,No COG annotation,#00bfbf,
Rv0179c,lprO,209703,0.0013194255000000001,Function unknown,#0000ff,
Rv0180c,Rv0180c,210892,0.0014562625,Function unknown,#0000ff,
Rv0181c,Rv0181c,212277,0.0023991387,Function unknown,#0000ff,
Rv0182c,sigG,213028,0.0045138143,Transcription,#000000,
Rv0183,Rv0183,214088,0.012773315,Lipid transport and metabolism,#87cefa,
Rv0184,Rv0184,214969,-0.0071689249,Function unknown,#0000ff,
Rv0185,Rv0185,215715,0.0069653077,No COG annotation,#00bfbf,
Rv0186,bglS,216269,-0.0078381932,Carbohydrate transport and metabolism,#ffc0cb,
Rv0186A,mymT,218390,0.008981794100000001,No COG annotation,#00bfbf,
Rv0187,Rv0187,218705,-0.024409049000000002,Function unknown,#0000ff,
Rv0188,Rv0188,219486,-0.0051052828,Function unknown,#0000ff,
Rv0189c,ilvD,219996,0.0030270513000000003,Amino acid transport and metabolism,#ff0000,
Rv0190,ricR,221871,-0.0040651988,Function unknown,#0000ff,
Rv0191,Rv0191,222289,-0.0014639616000000002,Amino acid transport and metabolism,#ff0000,
Rv0192,Rv0192,223564,-0.0015920857,Function unknown,#0000ff,
Rv0193c,Rv0193c,224724,0.0043951481,No COG annotation,#00bfbf,
Rv0194,Rv0194,226878,0.0247678807,Defense mechanisms,#90ee90,
Rv0195,Rv0195,230899,-0.0020273424000000003,Transcription,#000000,
Rv0196,Rv0196,231647,-0.0031204085,Transcription,#000000,
Rv0197,Rv0197,232231,-0.0078176644,Energy production and conversion,#708090,
Rv0198c,zmp1,234516,0.0021216062,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0199,Rv0199,236550,0.0117160591,No COG annotation,#00bfbf,
Rv0200,Rv0200,237206,2.2566600000000002e-05,No COG annotation,#00bfbf,
Rv0201c,Rv0201c,237892,-0.0235087367,No COG annotation,#00bfbf,
Rv0202c,mmpL11,238392,-0.0063730717,Function unknown,#0000ff,
Rv0203,Rv0203,241514,-0.0065102537,Function unknown,#0000ff,
Rv0204c,Rv0204c,241976,0.0087052394,Function unknown,#0000ff,
Rv0205,Rv0205,243384,-0.00046334070000000004,Function unknown,#0000ff,
Rv0206c,mmpL3,244484,-0.0014926175,Function unknown,#0000ff,
Rv0207c,Rv0207c,247384,0.006329973,Function unknown,#0000ff,
Rv0208c,Rv0208c,248115,0.0103285133,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0209,Rv0209,249038,-0.0019441044,Function unknown,#0000ff,
Rv0210,Rv0210,250120,-0.007460574100000001,Function unknown,#0000ff,
Rv0211,pckA,251782,-0.0039475977,Energy production and conversion,#708090,
Rv0212c,nadR,253669,-0.0108082248,Coenzyme transport and metabolism,#d3d3d3,
Rv0213c,Rv0213c,254637,0.0056191549,Energy production and conversion,#708090,
Rv0214,fadD4,256064,0.0116674381,Lipid transport and metabolism,#87cefa,
Rv0216,Rv0216,258913,0.0011546328000000001,Lipid transport and metabolism,#87cefa,
Rv0217c,lipW,259923,-0.012990732000000001,Lipid transport and metabolism,#87cefa,
Rv0218,Rv0218,260924,0.0109701025,Function unknown,#0000ff,
Rv0219,Rv0219,262254,-0.0118671791,No COG annotation,#00bfbf,
Rv0220,lipC,262812,0.0002783889,Lipid transport and metabolism,#87cefa,
Rv0221,Rv0221,264067,-0.0031206338,Lipid transport and metabolism,#87cefa,
Rv0222,echA1,265507,0.012457296000000001,Lipid transport and metabolism,#87cefa,
Rv0223c,Rv0223c,266301,-0.0060374438,Energy production and conversion,#708090,
Rv0224c,Rv0224c,267863,-0.0144742497,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0225,Rv0225,268663,-0.0168166451,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0226c,Rv0226c,269834,-0.0011431021,No COG annotation,#00bfbf,
Rv0227c,Rv0227c,271574,-0.0033722108000000003,Function unknown,#0000ff,
Rv0228,Rv0228,273055,-0.0001696822,Lipid transport and metabolism,#87cefa,
Rv0229c,Rv0229c,274306,-0.0122394378,Function unknown,#0000ff,
Rv0230c,php,274983,-0.0108458969,Function unknown,#0000ff,
Rv0231,fadE4,276058,0.0019491447000000001,Lipid transport and metabolism,#87cefa,
Rv0232,Rv0232,277899,-0.0233685289,Transcription,#000000,
Rv0233,nrdB,278585,-0.0122809107,Nucleotide transport and metabolism,#87ceeb,
Rv0234c,gabD1,279605,0.0025318675,Energy production and conversion,#708090,
Rv0235c,Rv0235c,281166,0.0167413619,Function unknown,#0000ff,
Rv0236c,aftD,282649,-0.0069556746000000004,Lipid transport and metabolism,#87cefa,
Rv0236A,Rv0236A,286898,0.0016000868,Function unknown,#0000ff,
Rv0237,lpqI,287186,-0.0013506352,Carbohydrate transport and metabolism,#ffc0cb,
Rv0238,Rv0238,288428,-0.0036061951,Transcription,#000000,
Rv0239,vapB24,289104,0.022162937900000002,No COG annotation,#00bfbf,
Rv0240,vapC24,289345,0.0031622875,Carbohydrate transport and metabolism,#ffc0cb,
Rv0241c,htdX,289812,-0.008120128800000001,Lipid transport and metabolism,#87cefa,
Rv0242c,fabG4,290665,-0.0131978457,Lipid transport and metabolism,#87cefa,
Rv0243,fadA2,292171,-0.0177019957,Lipid transport and metabolism,#87cefa,
Rv0244c,fadE5,293798,-0.0021119933,Lipid transport and metabolism,#87cefa,
Rv0245,Rv0245,296005,-0.0106502969,Function unknown,#0000ff,
Rv0246,Rv0246,296809,-0.0045537244000000004,Amino acid transport and metabolism,#ff0000,
Rv0247c,Rv0247c,298116,0.0031500967,Energy production and conversion,#708090,
Rv0248c,Rv0248c,298863,-0.0002760282,Energy production and conversion,#708090,
Rv0249c,Rv0249c,300834,-0.0037371122,Function unknown,#0000ff,
Rv0250c,Rv0250c,301735,-0.0097404811,No COG annotation,#00bfbf,
Rv0251c,hsp,302173,0.0005221642,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0252,nirB,302866,0.0015475718,Energy production and conversion,#708090,
Rv0253,nirD,305453,0.0247512756,Inorganic ion transport and metabolism,#8b4513,
Rv0254c,cobU,305825,-0.026223878200000002,Coenzyme transport and metabolism,#d3d3d3,
Rv0255c,cobQ1,306374,-0.0081717015,Coenzyme transport and metabolism,#d3d3d3,
Rv0256c,PPE2,307877,-0.0100790676,Cell motility,#da70d6,
Rv0257,Rv0257,309699,0.005786224,No COG annotation,#00bfbf,
Rv0258c,Rv0258c,310294,-0.018935388100000002,Transcription,#000000,
Rv0259c,Rv0259c,310774,-0.0041986296,Function unknown,#0000ff,
Rv0260c,Rv0260c,311514,0.0076226913000000006,Coenzyme transport and metabolism,#d3d3d3,
Rv0261c,narK3,312759,0.00126869,Inorganic ion transport and metabolism,#8b4513,
Rv0262c,aac,314309,0.013831235800000001,Transcription,#000000,
Rv0263c,Rv0263c,314864,0.0218805896,Amino acid transport and metabolism,#ff0000,
Rv0264c,Rv0264c,315783,0.018464526800000002,Amino acid transport and metabolism,#ff0000,
Rv0265c,Rv0265c,316511,-0.0028675908,Inorganic ion transport and metabolism,#8b4513,
Rv0266c,oplA,317525,-0.0065955935,Amino acid transport and metabolism,#ff0000,
Rv0267,narU,321331,-0.00110812,Inorganic ion transport and metabolism,#8b4513,
Rv0268c,Rv0268c,322764,0.0008726659,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0269c,Rv0269c,323338,-0.0135844169,"Replication, recombination and repair",#1e90ff,
Rv0270,fadD2,324567,-0.0066502264000000005,Lipid transport and metabolism,#87cefa,
Rv0271c,fadE6,326266,0.0003547003,Lipid transport and metabolism,#87cefa,
Rv0272c,Rv0272c,328575,-0.0012796313000000001,Function unknown,#0000ff,
Rv0273c,Rv0273c,329705,-0.0084121075,Transcription,#000000,
Rv0274,Rv0274,330422,0.0003591724,Amino acid transport and metabolism,#ff0000,
Rv0275c,Rv0275c,330933,0.0101481585,Transcription,#000000,
Rv0276,Rv0276,331748,-0.0083076415,Function unknown,#0000ff,
Rv0277c,vapC25,332708,-0.0090863994,Function unknown,#0000ff,
Rv0278c,Rv0278c,333437,-0.0005611808,Function unknown,#0000ff,
Rv0279c,PE_PGRS4,336560,-0.0010310334000000001,No COG annotation,#00bfbf,
Rv0280,PPE3,339364,0.0152226805,Cell motility,#da70d6,
Rv0281,Rv0281,340998,0.000814024,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0282,eccA3,342130,-0.0052733786,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0283,eccB3,344022,-0.0062933393,Function unknown,#0000ff,
Rv0284,eccC3,345635,-0.0070887943,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0285,PE5,349624,0.0062538543,Function unknown,#0000ff,
Rv0286,PPE4,349935,0.0026745872,Cell motility,#da70d6,
Rv0287,esxG,351525,0.0039921861000000005,No COG annotation,#00bfbf,
Rv0288,esxH,351848,0.0078812495,Function unknown,#0000ff,
Rv0289,espG3,352149,-0.0010846302000000001,Function unknown,#0000ff,
Rv0290,eccD3,353083,-0.0016713892,Function unknown,#0000ff,
Rv0291,mycP3,354498,-0.0061660178000000005,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0292,eccE3,355880,-0.014801090900000001,Function unknown,#0000ff,
Rv0293c,Rv0293c,356862,-0.0032331521,Function unknown,#0000ff,
Rv0294,tam,358171,0.0070130466,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0295c,Rv0295c,358945,0.0048788149,Function unknown,#0000ff,
Rv0296c,Rv0296c,359758,0.0047412661000000005,Inorganic ion transport and metabolism,#8b4513,
Rv0297,PE_PGRS5,361334,-0.0120730504,Energy production and conversion,#708090,
Rv0298,Rv0298,363252,0.0045343838,Function unknown,#0000ff,
