k,Name,in_iM,gene_weight,Regulator,Function,Category
39,SigC,False,0.0227399749,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
50,Unc_6,False,-0.021523168000000002,,Uncharacterized iModulon 6,Uncharacterized
7,GroEL-GroES Complex,False,-0.0194224273,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
27,Unc_2,False,0.0183729776,,Uncharacterized iModulon 2,Uncharacterized
37,Rv3095,False,-0.015656460100000002,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
15,BkaR,False,0.0152547806,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
14,SG_2,False,0.0131697592,,Single Gene iModulon 2,Single Gene
60,Rv0681,False,-0.012803112600000001,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
71,PDIM;PGL Synthesis,False,0.0111752184,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
16,Mce3R,False,0.010903214100000001,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
1,Polyketide Synthase Complex,False,-0.0107115552,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
53,Rv1776c+WhiB4,False,-0.0102751286,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
30,HPT-2b Induced,False,0.010258072600000001,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
69,Rv0135+Rv1019,False,0.0097598506,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
4,WhiB4,False,-0.0096795705,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
20,FasR,False,-0.009664794400000001,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
48,Leucine Related,False,-0.0096510811,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
66,M-box,False,-0.009328104200000001,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
41,Unc_5,False,0.0093182837,,Uncharacterized iModulon 5,Uncharacterized
24,Salicylate Induced,False,-0.0092945858,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
