,name,x,y,cog,color,link
meta,start,0.0914112851734705,,,,
Rv0001,dnaA,1,-0.0091350297,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.0033923512,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.0136429979,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,0.0058260542,Function unknown,#0000ff,
Rv0005,gyrB,5240,0.0046846905,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,-0.0004235778,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,0.0016188806,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,0.0179364633,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,0.0014273662,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,-0.0057312418,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,-0.0226671272,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,-0.013862397700000001,Function unknown,#0000ff,
Rv0013,trpG,14914,0.0030350197,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,-0.010570988100000001,Transcription,#000000,
Rv0015c,pknA,17467,-0.0033958760000000004,Transcription,#000000,
Rv0016c,pbpA,18759,-0.0060093253,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,0.0049311483,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,0.0012712474,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,-0.0056667369,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,-0.0044135163,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,-0.0010272394,Function unknown,#0000ff,
Rv0022c,whiB5,27023,-0.0065371617,Transcription,#000000,
Rv0023,Rv0023,27595,-0.002367707,Transcription,#000000,
Rv0024,Rv0024,28362,0.004900373600000001,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,-0.0011517264,Function unknown,#0000ff,
Rv0026,Rv0026,29722,-0.0038068422,Function unknown,#0000ff,
Rv0027,Rv0027,31189,0.0044550542,Function unknown,#0000ff,
Rv0028,Rv0028,31514,0.0005453540000000001,Function unknown,#0000ff,
Rv0029,Rv0029,32057,0.0054451536000000005,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,0.0240862183,Function unknown,#0000ff,
Rv0032,bioF2,34295,-0.0062641798,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,0.0238129326,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,0.004470997500000001,Function unknown,#0000ff,
Rv0035,fadD34,37259,0.0109010633,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,-0.008063748400000001,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,-0.0091568558,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,0.007070509000000001,Transcription,#000000,
Rv0039c,Rv0039c,42004,0.0040969771,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,-0.0011238408000000001,Function unknown,#0000ff,
Rv0041,leuS,43562,0.0009493044,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0042c,Rv0042c,46581,-0.0041633452,Transcription,#000000,
Rv0043c,Rv0043c,47366,0.0064671494,Transcription,#000000,
Rv0044c,Rv0044c,48233,0.014767111500000001,Energy production and conversion,#708090,
Rv0045c,Rv0045c,49043,-0.0033738456,Amino acid transport and metabolism,#ff0000,
Rv0046c,ino1,50021,0.0010154362,Lipid transport and metabolism,#87cefa,
Rv0047c,Rv0047c,51185,0.0048370663,Transcription,#000000,
Rv0048c,Rv0048c,51828,-0.014104759000000001,Function unknown,#0000ff,
Rv0049,Rv0049,52831,0.0007770037,Function unknown,#0000ff,
Rv0050,ponA1,53663,0.0024207442,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0051,Rv0051,55696,0.0044265904,Function unknown,#0000ff,
Rv0052,Rv0052,57410,0.0144486614,Function unknown,#0000ff,
Rv0053,rpsF,58192,0.0122344614,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0054,ssb,58586,0.0152495275,"Replication, recombination and repair",#1e90ff,
Rv0055,rpsR1,59122,0.0018183586000000002,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0056,rplI,59409,-0.000315667,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0057,Rv0057,59896,0.0044414774,No COG annotation,#00bfbf,
Rv0058,dnaB,60396,-0.0129761847,"Replication, recombination and repair",#1e90ff,
Rv0059,Rv0059,63200,-0.010893685200000001,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0060,Rv0060,63909,-0.0078721044,Function unknown,#0000ff,
Rv0061c,Rv0061c,65012,-0.0164152838,No COG annotation,#00bfbf,
Rv0062,celA1,65552,0.0081122238,Carbohydrate transport and metabolism,#ffc0cb,
Rv0063,Rv0063,66923,0.000643963,Energy production and conversion,#708090,
Rv0063a,Rv0063a,68418,-0.0038947838,No COG annotation,#00bfbf,
Rv0064,Rv0064,68620,-0.0083423881,Function unknown,#0000ff,
Rv0064A,vapB1,71589,-0.0048663905000000006,No COG annotation,#00bfbf,
Rv0065,vapC1,71821,-0.0084529124,Nucleotide transport and metabolism,#87ceeb,
Rv0066c,icd2,72274,-0.002501489,Energy production and conversion,#708090,
Rv0067c,Rv0067c,74629,-0.007278848500000001,Transcription,#000000,
Rv0068,Rv0068,75301,0.0046164632,Lipid transport and metabolism,#87cefa,
Rv0069c,sdaA,76237,-0.012089562100000001,Amino acid transport and metabolism,#ff0000,
Rv0070c,glyA2,77619,-0.0096834785,Amino acid transport and metabolism,#ff0000,
Rv0071,Rv0071,79486,0.00123514,"Replication, recombination and repair",#1e90ff,
Rv0072,Rv0072,80624,-0.0016651701000000001,Defense mechanisms,#90ee90,
Rv0073,Rv0073,81676,-0.0065664195,Defense mechanisms,#90ee90,
Rv0074,Rv0074,82748,-0.0033949936,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0075,Rv0075,83996,-0.0136617599,Amino acid transport and metabolism,#ff0000,
Rv0076c,Rv0076c,85183,0.0052603536,No COG annotation,#00bfbf,
Rv0077c,Rv0077c,85636,0.0159324372,Lipid transport and metabolism,#87cefa,
Rv0078,Rv0078,86528,-0.022231367300000002,Transcription,#000000,
Rv0078A,Rv0078A,87208,-0.013197769600000001,Function unknown,#0000ff,
Rv0078B,Rv0078B,87798,0.0010657501,No COG annotation,#00bfbf,
Rv0079,Rv0079,88204,-0.0028503103,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0080,Rv0080,89022,0.0082032828,Transcription,#000000,
Rv0081,Rv0081,89575,-0.024628111600000002,Transcription,#000000,
Rv0082,Rv0082,89924,-0.0044112376,Energy production and conversion,#708090,
Rv0083,Rv0083,90400,-0.0033463972,Energy production and conversion,#708090,
Rv0084,hycD,92328,0.0028677469000000003,Energy production and conversion,#708090,
Rv0085,hycP,93289,-0.0034118493000000003,Energy production and conversion,#708090,
Rv0086,hycQ,93951,0.0023099328,Energy production and conversion,#708090,
Rv0087,hycE,95414,-0.0020628458,Energy production and conversion,#708090,
Rv0088,Rv0088,96927,-0.0079440724,Function unknown,#0000ff,
Rv0089,Rv0089,97758,-0.0089468059,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0090,Rv0090,98480,0.0184660513,Function unknown,#0000ff,
Rv0091,mtn,99684,0.0018015856,Amino acid transport and metabolism,#ff0000,
Rv0092,ctpA,100583,0.002677717,Inorganic ion transport and metabolism,#8b4513,
Rv0093c,Rv0093c,102815,-0.019954273800000002,Function unknown,#0000ff,
Rv0094c,Rv0094c,103710,-0.009283921,Defense mechanisms,#90ee90,
Rv0095c,Rv0095c,104805,0.014263616000000002,Defense mechanisms,#90ee90,
Rv0096,PPE1,105324,0.021053793300000002,Cell motility,#da70d6,
Rv0097,Rv0097,106734,4.07584e-05,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0098,fcoT,107600,-0.0262379621,Function unknown,#0000ff,
Rv0099,fadD10,108156,-0.00014863230000000002,Lipid transport and metabolism,#87cefa,
Rv0100,Rv0100,109783,-0.0516806472,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0101,nrp,110001,-0.0015074896,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0102,Rv0102,117714,-0.0006348466,Inorganic ion transport and metabolism,#8b4513,
Rv0103c,ctpB,119915,-0.0018409131,Inorganic ion transport and metabolism,#8b4513,
Rv0104,Rv0104,122317,-0.0023621744,Coenzyme transport and metabolism,#d3d3d3,
Rv0105c,rpmB1,123980,0.0205804422,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0106,Rv0106,124374,0.0052873924,Function unknown,#0000ff,
Rv0107c,ctpI,125643,0.0039632897,Inorganic ion transport and metabolism,#8b4513,
Rv0108c,Rv0108c,130895,0.020118284400000002,No COG annotation,#00bfbf,
Rv0109,PE_PGRS1,131382,0.00048143160000000003,Lipid transport and metabolism,#87cefa,
Rv0110,Rv0110,133020,-0.0081602739,Cell motility,#da70d6,
Rv0111,Rv0111,133950,0.0010342914,Amino acid transport and metabolism,#ff0000,
Rv0112,gca,136289,-0.0003911938,Carbohydrate transport and metabolism,#ffc0cb,
Rv0113,gmhA,137319,-0.0090579856,Carbohydrate transport and metabolism,#ffc0cb,
Rv0114,gmhB,137941,0.012993133,Amino acid transport and metabolism,#ff0000,
Rv0115,hddA,138513,-0.0156253427,Function unknown,#0000ff,
Rv0115a,Rv0115a,139956,0.0170729485,No COG annotation,#00bfbf,
Rv0116c,ldtA,140267,-0.0077721024000000005,Function unknown,#0000ff,
Rv0117,oxyS,141200,0.0029952003,Transcription,#000000,
Rv0118c,oxcA,142128,0.0027977071,Amino acid transport and metabolism,#ff0000,
Rv0119,fadD7,144049,0.0106464843,Lipid transport and metabolism,#87cefa,
Rv0120c,fusA2,145627,0.017654682300000002,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0121c,Rv0121c,147908,0.0230021831,Function unknown,#0000ff,
Rv0122,Rv0122,148491,0.0018776851,No COG annotation,#00bfbf,
Rv0123,Rv0123,148856,-0.0019858973,No COG annotation,#00bfbf,
Rv0124,PE_PGRS2,149533,0.0009780236,Lipid transport and metabolism,#87cefa,
Rv0125,pepA,151148,0.0008981914,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0126,treS,152324,0.0023746287,Carbohydrate transport and metabolism,#ffc0cb,
Rv0127,mak,154232,0.0052960368,Carbohydrate transport and metabolism,#ffc0cb,
Rv0128,Rv0128,155667,0.0091962856,Function unknown,#0000ff,
Rv0129c,fbpC,156578,-0.0033149028,Function unknown,#0000ff,
Rv0130,htdZ,157847,-0.0029118797000000003,Lipid transport and metabolism,#87cefa,
Rv0131c,fadE1,158315,0.0008516231000000001,Lipid transport and metabolism,#87cefa,
Rv0132c,fgd2,159700,-0.0101214748,Energy production and conversion,#708090,
Rv0133,Rv0133,160869,0.0036392487,Transcription,#000000,
Rv0134,ephF,161771,-0.0056701691000000005,Lipid transport and metabolism,#87cefa,
Rv0135c,Rv0135c,162644,-0.0071604689000000004,Transcription,#000000,
Rv0136,cyp138,163366,-0.0386729788,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0137c,msrA,164712,0.0128870778,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0138,Rv0138,165323,0.0089100913,Function unknown,#0000ff,
Rv0139,Rv0139,165827,-0.0028848667,Carbohydrate transport and metabolism,#ffc0cb,
Rv0140,Rv0140,166910,0.0074594671000000005,Function unknown,#0000ff,
Rv0141c,Rv0141c,167271,-0.0182859524,Function unknown,#0000ff,
Rv0142,Rv0142,167711,0.0073383246000000004,"Replication, recombination and repair",#1e90ff,
Rv0143c,Rv0143c,168704,0.00039777540000000003,Inorganic ion transport and metabolism,#8b4513,
Rv0144,Rv0144,170284,0.004684641000000001,Transcription,#000000,
Rv0145,Rv0145,171215,-0.0112327959,Coenzyme transport and metabolism,#d3d3d3,
Rv0146,Rv0146,172211,0.0077674394,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0147,Rv0147,173238,-0.0019433287,Energy production and conversion,#708090,
Rv0148,Rv0148,174833,-0.0058806314,Lipid transport and metabolism,#87cefa,
Rv0149,Rv0149,175700,-0.0117854102,Energy production and conversion,#708090,
Rv0150c,Rv0150c,176665,-0.0190116862,No COG annotation,#00bfbf,
Rv0151c,PE1,177543,-0.0114435591,Cell motility,#da70d6,
Rv0152c,PE2,179319,0.0037855431,Cell motility,#da70d6,
Rv0153c,ptbB,181155,-0.008781064,Signal transduction mechanisms,#f4a460,
Rv0154c,fadE2,181987,0.008392475,Lipid transport and metabolism,#87cefa,
Rv0155,pntAa,183622,-0.020203090700000002,Energy production and conversion,#708090,
Rv0156,pntAb,184723,-0.0010889767,Energy production and conversion,#708090,
Rv0157,pntB,185052,-0.014134638500000001,Energy production and conversion,#708090,
Rv0157A,Rv0157A,186495,0.012954025000000001,Function unknown,#0000ff,
Rv0158,Rv0158,186785,-0.0081205227,Transcription,#000000,
Rv0159c,PE3,187433,0.0071829481,Cell motility,#da70d6,
Rv0160c,PE4,188931,-0.0015012337,Cell motility,#da70d6,
Rv0161,Rv0161,190607,-0.00011934490000000001,Energy production and conversion,#708090,
Rv0162c,adhE1,191984,0.0056951706000000005,Energy production and conversion,#708090,
Rv0163,Rv0163,193117,0.012675616,Function unknown,#0000ff,
Rv0164,TB18.5,193626,0.0064894519,Lipid transport and metabolism,#87cefa,
Rv0165c,mce1R,194144,-0.009627423000000001,Transcription,#000000,
Rv0166,fadD5,194993,-0.002574423,Lipid transport and metabolism,#87cefa,
Rv0167,yrbE1A,196861,-0.011826256200000001,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0168,yrbE1B,197660,-0.0013874812000000002,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0169,mce1A,198534,0.0029380822,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0170,mce1B,199895,-0.0035280607,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0171,mce1C,200932,-0.0021204611,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0172,mce1D,202476,-0.0025363943,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0173,lprK,204065,-0.0011823145,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0174,mce1F,205231,-0.0010480748,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0175,Rv0175,206814,0.0057034444,No COG annotation,#00bfbf,
Rv0176,Rv0176,207452,-0.007610311000000001,Function unknown,#0000ff,
Rv0177,Rv0177,208417,-0.0065529356,No COG annotation,#00bfbf,
Rv0178,Rv0178,208938,-0.0024435621000000003,No COG annotation,#00bfbf,
Rv0179c,lprO,209703,0.0066864502,Function unknown,#0000ff,
Rv0180c,Rv0180c,210892,-0.0034572858000000003,Function unknown,#0000ff,
Rv0181c,Rv0181c,212277,-0.0032724811000000003,Function unknown,#0000ff,
Rv0182c,sigG,213028,-0.008760448,Transcription,#000000,
Rv0183,Rv0183,214088,0.0003880925,Lipid transport and metabolism,#87cefa,
Rv0184,Rv0184,214969,-0.0005096482,Function unknown,#0000ff,
Rv0185,Rv0185,215715,-0.0102396194,No COG annotation,#00bfbf,
Rv0186,bglS,216269,0.008832135100000001,Carbohydrate transport and metabolism,#ffc0cb,
Rv0186A,mymT,218390,-0.001446166,No COG annotation,#00bfbf,
Rv0187,Rv0187,218705,-0.017163566,Function unknown,#0000ff,
Rv0188,Rv0188,219486,-0.0004645586,Function unknown,#0000ff,
Rv0189c,ilvD,219996,0.0014930505,Amino acid transport and metabolism,#ff0000,
Rv0190,ricR,221871,-0.0173837657,Function unknown,#0000ff,
Rv0191,Rv0191,222289,-0.0091950287,Amino acid transport and metabolism,#ff0000,
Rv0192,Rv0192,223564,-0.0060285616,Function unknown,#0000ff,
Rv0193c,Rv0193c,224724,-0.010624212800000001,No COG annotation,#00bfbf,
Rv0194,Rv0194,226878,-0.009824711,Defense mechanisms,#90ee90,
Rv0195,Rv0195,230899,-0.026185919800000002,Transcription,#000000,
Rv0196,Rv0196,231647,0.013083673,Transcription,#000000,
Rv0197,Rv0197,232231,-0.0023213224,Energy production and conversion,#708090,
Rv0198c,zmp1,234516,0.0080768883,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0199,Rv0199,236550,0.0072535185,No COG annotation,#00bfbf,
Rv0200,Rv0200,237206,-0.0019027340000000001,No COG annotation,#00bfbf,
Rv0201c,Rv0201c,237892,-0.003783466,No COG annotation,#00bfbf,
Rv0202c,mmpL11,238392,-0.0027983914,Function unknown,#0000ff,
Rv0203,Rv0203,241514,-0.0056525879000000005,Function unknown,#0000ff,
Rv0204c,Rv0204c,241976,-0.0067717736,Function unknown,#0000ff,
Rv0205,Rv0205,243384,0.012258352,Function unknown,#0000ff,
Rv0206c,mmpL3,244484,0.0057419767,Function unknown,#0000ff,
Rv0207c,Rv0207c,247384,-0.0066468521000000004,Function unknown,#0000ff,
Rv0208c,Rv0208c,248115,-0.0085645038,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0209,Rv0209,249038,0.0153801062,Function unknown,#0000ff,
Rv0210,Rv0210,250120,0.0117082369,Function unknown,#0000ff,
Rv0211,pckA,251782,0.0069574403,Energy production and conversion,#708090,
Rv0212c,nadR,253669,0.0392217668,Coenzyme transport and metabolism,#d3d3d3,
Rv0213c,Rv0213c,254637,-0.0053249872,Energy production and conversion,#708090,
Rv0214,fadD4,256064,0.0067348161,Lipid transport and metabolism,#87cefa,
Rv0216,Rv0216,258913,0.0013023459,Lipid transport and metabolism,#87cefa,
Rv0217c,lipW,259923,-0.0129124489,Lipid transport and metabolism,#87cefa,
