,name,x,y,cog,color,link
meta,start,0.081588666530287,,,,
Rv0001,dnaA,1,-0.012731515300000001,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.0086630506,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.0115674713,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,-0.0052964524,Function unknown,#0000ff,
Rv0005,gyrB,5240,-0.0045129144,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,-0.0097455587,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.009204766000000001,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,-0.013273820200000001,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,-0.0018596371000000002,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,0.014606464100000001,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,-0.0211376581,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,-0.0113989153,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.0014196668,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,-0.0080949609,Transcription,#000000,
Rv0015c,pknA,17467,-0.0110972883,Transcription,#000000,
Rv0016c,pbpA,18759,-0.0005113893,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,0.0022542668000000003,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,0.0029355375,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,6.61205e-05,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,-0.0030105492,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,0.0114153549,Function unknown,#0000ff,
Rv0022c,whiB5,27023,0.0068623024,Transcription,#000000,
Rv0023,Rv0023,27595,0.0037852889000000002,Transcription,#000000,
Rv0024,Rv0024,28362,-0.0036318132000000003,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,0.0020057082,Function unknown,#0000ff,
Rv0026,Rv0026,29722,0.0022757967,Function unknown,#0000ff,
Rv0027,Rv0027,31189,-0.008584412000000001,Function unknown,#0000ff,
Rv0028,Rv0028,31514,-0.0011169315,Function unknown,#0000ff,
Rv0029,Rv0029,32057,0.0144204981,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,-0.0153690169,Function unknown,#0000ff,
Rv0032,bioF2,34295,-0.02738786,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,-0.0085545277,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,-0.0218138665,Function unknown,#0000ff,
Rv0035,fadD34,37259,-0.007893225700000001,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,-0.0050498182,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,-0.0112497181,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,-0.0006241738000000001,Transcription,#000000,
Rv0039c,Rv0039c,42004,0.021617152100000002,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,0.011746798900000001,Function unknown,#0000ff,
Rv0041,leuS,43562,-0.0010779841,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0042c,Rv0042c,46581,0.011892003100000001,Transcription,#000000,
Rv0043c,Rv0043c,47366,-0.0019766343000000002,Transcription,#000000,
Rv0044c,Rv0044c,48233,-0.00442357,Energy production and conversion,#708090,
Rv0045c,Rv0045c,49043,-0.0261299156,Amino acid transport and metabolism,#ff0000,
Rv0046c,ino1,50021,-0.0040779815,Lipid transport and metabolism,#87cefa,
Rv0047c,Rv0047c,51185,-0.015533778500000001,Transcription,#000000,
Rv0048c,Rv0048c,51828,-0.010204139800000001,Function unknown,#0000ff,
Rv0049,Rv0049,52831,0.0038450227000000003,Function unknown,#0000ff,
Rv0050,ponA1,53663,-0.010857466100000001,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0051,Rv0051,55696,-0.0089561488,Function unknown,#0000ff,
Rv0052,Rv0052,57410,-0.0125948141,Function unknown,#0000ff,
Rv0053,rpsF,58192,-0.0147263983,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0054,ssb,58586,-0.010906398000000001,"Replication, recombination and repair",#1e90ff,
Rv0055,rpsR1,59122,-0.012171447,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0056,rplI,59409,-0.006872082000000001,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0057,Rv0057,59896,0.0081534673,No COG annotation,#00bfbf,
Rv0058,dnaB,60396,0.0053775137,"Replication, recombination and repair",#1e90ff,
Rv0059,Rv0059,63200,0.0158148923,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0060,Rv0060,63909,-0.0124270895,Function unknown,#0000ff,
Rv0061c,Rv0061c,65012,-0.0145653159,No COG annotation,#00bfbf,
Rv0062,celA1,65552,-0.006313830800000001,Carbohydrate transport and metabolism,#ffc0cb,
Rv0063,Rv0063,66923,0.0048326189,Energy production and conversion,#708090,
Rv0063a,Rv0063a,68418,0.0026084727,No COG annotation,#00bfbf,
Rv0064,Rv0064,68620,0.0013319918,Function unknown,#0000ff,
Rv0064A,vapB1,71589,0.0048938902,No COG annotation,#00bfbf,
Rv0065,vapC1,71821,-0.012043596,Nucleotide transport and metabolism,#87ceeb,
Rv0066c,icd2,72274,-0.0033828811,Energy production and conversion,#708090,
Rv0067c,Rv0067c,74629,-0.0051917586000000005,Transcription,#000000,
Rv0068,Rv0068,75301,-0.021429062000000002,Lipid transport and metabolism,#87cefa,
Rv0069c,sdaA,76237,0.0019922271,Amino acid transport and metabolism,#ff0000,
Rv0070c,glyA2,77619,0.004152318,Amino acid transport and metabolism,#ff0000,
Rv0071,Rv0071,79486,-0.0307559403,"Replication, recombination and repair",#1e90ff,
Rv0072,Rv0072,80624,-0.0030703833,Defense mechanisms,#90ee90,
Rv0073,Rv0073,81676,-0.0023257048,Defense mechanisms,#90ee90,
Rv0074,Rv0074,82748,0.0108438812,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0075,Rv0075,83996,0.0033637112,Amino acid transport and metabolism,#ff0000,
Rv0076c,Rv0076c,85183,-0.0188035514,No COG annotation,#00bfbf,
Rv0077c,Rv0077c,85636,-0.023787072700000002,Lipid transport and metabolism,#87cefa,
Rv0078,Rv0078,86528,-0.0051683462,Transcription,#000000,
Rv0078A,Rv0078A,87208,-0.0108420137,Function unknown,#0000ff,
Rv0078B,Rv0078B,87798,0.004246239000000001,No COG annotation,#00bfbf,
Rv0079,Rv0079,88204,-0.017628595,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0080,Rv0080,89022,-0.0007324677,Transcription,#000000,
Rv0081,Rv0081,89575,-0.0480966825,Transcription,#000000,
Rv0082,Rv0082,89924,-0.0353264613,Energy production and conversion,#708090,
Rv0083,Rv0083,90400,-0.0023741929,Energy production and conversion,#708090,
Rv0084,hycD,92328,0.0052989184,Energy production and conversion,#708090,
Rv0085,hycP,93289,0.00158649,Energy production and conversion,#708090,
Rv0086,hycQ,93951,-0.0013160048,Energy production and conversion,#708090,
Rv0087,hycE,95414,0.0099566627,Energy production and conversion,#708090,
Rv0088,Rv0088,96927,0.0012811601,Function unknown,#0000ff,
Rv0089,Rv0089,97758,-0.00028699250000000003,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0090,Rv0090,98480,-0.0019366689,Function unknown,#0000ff,
Rv0091,mtn,99684,-0.0104209807,Amino acid transport and metabolism,#ff0000,
Rv0092,ctpA,100583,0.0009539307,Inorganic ion transport and metabolism,#8b4513,
Rv0093c,Rv0093c,102815,-0.013374919,Function unknown,#0000ff,
Rv0094c,Rv0094c,103710,0.011374337200000001,Defense mechanisms,#90ee90,
Rv0095c,Rv0095c,104805,0.0219047797,Defense mechanisms,#90ee90,
Rv0096,PPE1,105324,0.0307432703,Cell motility,#da70d6,
Rv0097,Rv0097,106734,0.0179460102,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0098,fcoT,107600,0.0113852063,Function unknown,#0000ff,
Rv0099,fadD10,108156,0.0305013509,Lipid transport and metabolism,#87cefa,
Rv0100,Rv0100,109783,0.0078274254,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0101,nrp,110001,0.028785679,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0102,Rv0102,117714,-0.0078935463,Inorganic ion transport and metabolism,#8b4513,
Rv0103c,ctpB,119915,0.0008063187,Inorganic ion transport and metabolism,#8b4513,
Rv0104,Rv0104,122317,0.0079229257,Coenzyme transport and metabolism,#d3d3d3,
Rv0105c,rpmB1,123980,-0.0028734124000000002,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0106,Rv0106,124374,0.0065530568,Function unknown,#0000ff,
Rv0107c,ctpI,125643,0.0092354011,Inorganic ion transport and metabolism,#8b4513,
Rv0108c,Rv0108c,130895,-0.004657514000000001,No COG annotation,#00bfbf,
Rv0109,PE_PGRS1,131382,0.0038527653000000003,Lipid transport and metabolism,#87cefa,
Rv0110,Rv0110,133020,-0.010197461500000001,Cell motility,#da70d6,
Rv0111,Rv0111,133950,-0.0092165085,Amino acid transport and metabolism,#ff0000,
Rv0112,gca,136289,-0.0011608842000000001,Carbohydrate transport and metabolism,#ffc0cb,
Rv0113,gmhA,137319,0.0166743378,Carbohydrate transport and metabolism,#ffc0cb,
Rv0114,gmhB,137941,0.0191080514,Amino acid transport and metabolism,#ff0000,
Rv0115,hddA,138513,0.0091325964,Function unknown,#0000ff,
Rv0115a,Rv0115a,139956,-0.0012428197,No COG annotation,#00bfbf,
Rv0116c,ldtA,140267,-0.0008321610000000001,Function unknown,#0000ff,
Rv0117,oxyS,141200,0.0153880179,Transcription,#000000,
Rv0118c,oxcA,142128,-0.015306569400000001,Amino acid transport and metabolism,#ff0000,
Rv0119,fadD7,144049,-0.011706041,Lipid transport and metabolism,#87cefa,
Rv0120c,fusA2,145627,0.007771835600000001,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0121c,Rv0121c,147908,-0.000113926,Function unknown,#0000ff,
Rv0122,Rv0122,148491,0.0016338353,No COG annotation,#00bfbf,
Rv0123,Rv0123,148856,0.0149023455,No COG annotation,#00bfbf,
Rv0124,PE_PGRS2,149533,0.0011582663000000001,Lipid transport and metabolism,#87cefa,
Rv0125,pepA,151148,-0.0019516115,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0126,treS,152324,0.0023932274,Carbohydrate transport and metabolism,#ffc0cb,
Rv0127,mak,154232,-0.009262533600000001,Carbohydrate transport and metabolism,#ffc0cb,
Rv0128,Rv0128,155667,-0.0019563762,Function unknown,#0000ff,
Rv0129c,fbpC,156578,-0.0159934113,Function unknown,#0000ff,
Rv0130,htdZ,157847,-0.0118705632,Lipid transport and metabolism,#87cefa,
Rv0131c,fadE1,158315,0.0046727458,Lipid transport and metabolism,#87cefa,
Rv0132c,fgd2,159700,-0.0164527938,Energy production and conversion,#708090,
Rv0133,Rv0133,160869,0.0003275774,Transcription,#000000,
Rv0134,ephF,161771,0.0041441119000000005,Lipid transport and metabolism,#87cefa,
Rv0135c,Rv0135c,162644,-0.019469202300000002,Transcription,#000000,
Rv0136,cyp138,163366,-0.0510777729,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0137c,msrA,164712,0.0031541579,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0138,Rv0138,165323,0.0068933772,Function unknown,#0000ff,
Rv0139,Rv0139,165827,0.0110910337,Carbohydrate transport and metabolism,#ffc0cb,
Rv0140,Rv0140,166910,-0.012592467100000001,Function unknown,#0000ff,
Rv0141c,Rv0141c,167271,-0.0018511016000000002,Function unknown,#0000ff,
Rv0142,Rv0142,167711,0.0021727905,"Replication, recombination and repair",#1e90ff,
Rv0143c,Rv0143c,168704,0.0051072295,Inorganic ion transport and metabolism,#8b4513,
Rv0144,Rv0144,170284,-0.0081384257,Transcription,#000000,
Rv0145,Rv0145,171215,-0.0122673937,Coenzyme transport and metabolism,#d3d3d3,
Rv0146,Rv0146,172211,0.016546497900000002,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0147,Rv0147,173238,0.0056417441,Energy production and conversion,#708090,
Rv0148,Rv0148,174833,-0.013560189200000001,Lipid transport and metabolism,#87cefa,
Rv0149,Rv0149,175700,-0.0110195013,Energy production and conversion,#708090,
Rv0150c,Rv0150c,176665,-0.0018854458,No COG annotation,#00bfbf,
Rv0151c,PE1,177543,-0.0050887652,Cell motility,#da70d6,
Rv0152c,PE2,179319,-0.0076697192,Cell motility,#da70d6,
Rv0153c,ptbB,181155,0.0018289107,Signal transduction mechanisms,#f4a460,
Rv0154c,fadE2,181987,-0.0026786870000000003,Lipid transport and metabolism,#87cefa,
Rv0155,pntAa,183622,-0.0044276553000000005,Energy production and conversion,#708090,
Rv0156,pntAb,184723,-7.21652e-05,Energy production and conversion,#708090,
Rv0157,pntB,185052,-0.0049249195,Energy production and conversion,#708090,
Rv0157A,Rv0157A,186495,-0.0218892507,Function unknown,#0000ff,
Rv0158,Rv0158,186785,-0.0048770764,Transcription,#000000,
Rv0159c,PE3,187433,-0.0221010154,Cell motility,#da70d6,
Rv0160c,PE4,188931,-0.0019571846,Cell motility,#da70d6,
Rv0161,Rv0161,190607,-0.0050198105,Energy production and conversion,#708090,
Rv0162c,adhE1,191984,-0.0107029862,Energy production and conversion,#708090,
Rv0163,Rv0163,193117,0.0010271898,Function unknown,#0000ff,
Rv0164,TB18.5,193626,-0.0031065379000000002,Lipid transport and metabolism,#87cefa,
Rv0165c,mce1R,194144,-0.033702960000000004,Transcription,#000000,
Rv0166,fadD5,194993,-0.0120017506,Lipid transport and metabolism,#87cefa,
Rv0167,yrbE1A,196861,-0.0041444971,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0168,yrbE1B,197660,0.0028757265,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0169,mce1A,198534,0.0054008892,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0170,mce1B,199895,0.0033897534000000003,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0171,mce1C,200932,-0.0047399682,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0172,mce1D,202476,-0.0016230208,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0173,lprK,204065,-0.0101049244,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0174,mce1F,205231,-0.0077760489000000006,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0175,Rv0175,206814,-0.0060956504,No COG annotation,#00bfbf,
Rv0176,Rv0176,207452,-0.0068837617,Function unknown,#0000ff,
Rv0177,Rv0177,208417,0.0016953786,No COG annotation,#00bfbf,
Rv0178,Rv0178,208938,-0.0056230488000000006,No COG annotation,#00bfbf,
Rv0179c,lprO,209703,0.0043351597000000006,Function unknown,#0000ff,
Rv0180c,Rv0180c,210892,-0.007516652800000001,Function unknown,#0000ff,
Rv0181c,Rv0181c,212277,0.0049792341,Function unknown,#0000ff,
Rv0182c,sigG,213028,-0.0054422996000000005,Transcription,#000000,
Rv0183,Rv0183,214088,-0.0038551003000000003,Lipid transport and metabolism,#87cefa,
Rv0184,Rv0184,214969,0.0064634589,Function unknown,#0000ff,
Rv0185,Rv0185,215715,0.0002546102,No COG annotation,#00bfbf,
Rv0186,bglS,216269,-0.0135199738,Carbohydrate transport and metabolism,#ffc0cb,
Rv0186A,mymT,218390,0.0091920981,No COG annotation,#00bfbf,
Rv0187,Rv0187,218705,-0.0160276835,Function unknown,#0000ff,
Rv0188,Rv0188,219486,0.006765616,Function unknown,#0000ff,
Rv0189c,ilvD,219996,-0.0034354124000000002,Amino acid transport and metabolism,#ff0000,
Rv0190,ricR,221871,0.0060344621000000005,Function unknown,#0000ff,
Rv0191,Rv0191,222289,-0.0008529235000000001,Amino acid transport and metabolism,#ff0000,
Rv0192,Rv0192,223564,-0.011641852900000001,Function unknown,#0000ff,
Rv0193c,Rv0193c,224724,-0.0039624254000000005,No COG annotation,#00bfbf,
Rv0194,Rv0194,226878,0.0072787998,Defense mechanisms,#90ee90,
Rv0195,Rv0195,230899,-0.00031499500000000004,Transcription,#000000,
Rv0196,Rv0196,231647,-0.006813507700000001,Transcription,#000000,
Rv0197,Rv0197,232231,0.0118925488,Energy production and conversion,#708090,
Rv0198c,zmp1,234516,-0.0042938492,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0199,Rv0199,236550,-0.0031198084,No COG annotation,#00bfbf,
Rv0200,Rv0200,237206,-0.0057040078,No COG annotation,#00bfbf,
Rv0201c,Rv0201c,237892,-0.0116465215,No COG annotation,#00bfbf,
Rv0202c,mmpL11,238392,-0.0122630429,Function unknown,#0000ff,
Rv0203,Rv0203,241514,-0.0025190997,Function unknown,#0000ff,
Rv0204c,Rv0204c,241976,-0.0008517222,Function unknown,#0000ff,
Rv0205,Rv0205,243384,-0.00043868840000000004,Function unknown,#0000ff,
Rv0206c,mmpL3,244484,0.0033295071000000002,Function unknown,#0000ff,
