,name,x,y,cog,color,link
meta,start,0.0833655357526165,,,,
Rv0001,dnaA,1,-0.015058673000000002,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.0044703836,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,0.0050360056,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,0.0016974567,Function unknown,#0000ff,
Rv0005,gyrB,5240,-0.0079110359,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,-0.0068952016,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.0069618832,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,-0.0112683935,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,-0.0101285987,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,0.005239962700000001,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,0.0008666076,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,0.0053874315,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.009913178,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,0.0034947621000000002,Transcription,#000000,
Rv0015c,pknA,17467,0.006347898,Transcription,#000000,
Rv0016c,pbpA,18759,0.0023259399000000003,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,0.0030940191,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,-0.0003631927,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,-0.0009831272,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,-0.0008147561000000001,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,-0.0020961993,Function unknown,#0000ff,
Rv0022c,whiB5,27023,-0.0030609491,Transcription,#000000,
Rv0023,Rv0023,27595,-0.0029214479,Transcription,#000000,
Rv0024,Rv0024,28362,-0.0074786029,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,-0.010516279,Function unknown,#0000ff,
Rv0026,Rv0026,29722,-0.0078534089,Function unknown,#0000ff,
Rv0027,Rv0027,31189,0.0036906748,Function unknown,#0000ff,
Rv0028,Rv0028,31514,0.0050663449,Function unknown,#0000ff,
Rv0029,Rv0029,32057,-0.0155881812,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,-0.0043986267,Function unknown,#0000ff,
Rv0032,bioF2,34295,-0.0098966907,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,0.0174970583,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,0.0115565987,Function unknown,#0000ff,
Rv0035,fadD34,37259,0.0040995825,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,-0.0045886737,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,-0.0019938605000000002,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,-0.0037567098000000003,Transcription,#000000,
Rv0039c,Rv0039c,42004,-0.012585170500000001,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,-0.0084919045,Function unknown,#0000ff,
Rv0041,leuS,43562,-0.0025894048000000003,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0042c,Rv0042c,46581,-0.0099695509,Transcription,#000000,
Rv0043c,Rv0043c,47366,0.0095226272,Transcription,#000000,
Rv0044c,Rv0044c,48233,-0.0023713901,Energy production and conversion,#708090,
Rv0045c,Rv0045c,49043,0.004220469,Amino acid transport and metabolism,#ff0000,
Rv0046c,ino1,50021,0.0036382571000000002,Lipid transport and metabolism,#87cefa,
Rv0047c,Rv0047c,51185,0.0041790935,Transcription,#000000,
Rv0048c,Rv0048c,51828,-0.0005654786,Function unknown,#0000ff,
Rv0049,Rv0049,52831,-0.0010728842000000001,Function unknown,#0000ff,
Rv0050,ponA1,53663,0.003945746,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0051,Rv0051,55696,0.0003988396,Function unknown,#0000ff,
Rv0052,Rv0052,57410,-0.0025480554,Function unknown,#0000ff,
Rv0053,rpsF,58192,0.010684719700000001,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0054,ssb,58586,-0.0003768992,"Replication, recombination and repair",#1e90ff,
Rv0055,rpsR1,59122,0.0097999344,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0056,rplI,59409,0.0122000184,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0057,Rv0057,59896,-0.0122077469,No COG annotation,#00bfbf,
Rv0058,dnaB,60396,-0.0097876487,"Replication, recombination and repair",#1e90ff,
Rv0059,Rv0059,63200,-0.0078379056,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0060,Rv0060,63909,-0.0002755435,Function unknown,#0000ff,
Rv0061c,Rv0061c,65012,-0.0019220017,No COG annotation,#00bfbf,
Rv0062,celA1,65552,-0.00093726,Carbohydrate transport and metabolism,#ffc0cb,
Rv0063,Rv0063,66923,0.005138653,Energy production and conversion,#708090,
Rv0063a,Rv0063a,68418,-0.0059744889,No COG annotation,#00bfbf,
Rv0064,Rv0064,68620,-0.0091156116,Function unknown,#0000ff,
Rv0064A,vapB1,71589,0.0088747319,No COG annotation,#00bfbf,
Rv0065,vapC1,71821,-0.0050792362,Nucleotide transport and metabolism,#87ceeb,
Rv0066c,icd2,72274,-5.653e-07,Energy production and conversion,#708090,
Rv0067c,Rv0067c,74629,-0.0120616889,Transcription,#000000,
Rv0068,Rv0068,75301,0.00736235,Lipid transport and metabolism,#87cefa,
Rv0069c,sdaA,76237,0.0025917018,Amino acid transport and metabolism,#ff0000,
Rv0070c,glyA2,77619,-0.0053777254,Amino acid transport and metabolism,#ff0000,
Rv0071,Rv0071,79486,0.0182532525,"Replication, recombination and repair",#1e90ff,
Rv0072,Rv0072,80624,0.0018940805,Defense mechanisms,#90ee90,
Rv0073,Rv0073,81676,0.0013718452,Defense mechanisms,#90ee90,
Rv0074,Rv0074,82748,-0.0087403692,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0075,Rv0075,83996,-0.0050025203,Amino acid transport and metabolism,#ff0000,
Rv0076c,Rv0076c,85183,-0.0052470082,No COG annotation,#00bfbf,
Rv0077c,Rv0077c,85636,0.0024909229,Lipid transport and metabolism,#87cefa,
Rv0078,Rv0078,86528,-0.0024840237,Transcription,#000000,
Rv0078A,Rv0078A,87208,0.0074064961,Function unknown,#0000ff,
Rv0078B,Rv0078B,87798,0.0047772246,No COG annotation,#00bfbf,
Rv0079,Rv0079,88204,0.013827869900000001,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0080,Rv0080,89022,0.0027982241000000002,Transcription,#000000,
Rv0081,Rv0081,89575,0.0002370661,Transcription,#000000,
Rv0082,Rv0082,89924,0.0023064778,Energy production and conversion,#708090,
Rv0083,Rv0083,90400,-0.0034164955,Energy production and conversion,#708090,
Rv0084,hycD,92328,0.0025512910000000002,Energy production and conversion,#708090,
Rv0085,hycP,93289,-0.0002525372,Energy production and conversion,#708090,
Rv0086,hycQ,93951,0.0043083007,Energy production and conversion,#708090,
Rv0087,hycE,95414,0.0038780258,Energy production and conversion,#708090,
Rv0088,Rv0088,96927,-0.0005057123000000001,Function unknown,#0000ff,
Rv0089,Rv0089,97758,0.0016293444000000002,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0090,Rv0090,98480,-0.0037172114000000003,Function unknown,#0000ff,
Rv0091,mtn,99684,0.0018475292000000002,Amino acid transport and metabolism,#ff0000,
Rv0092,ctpA,100583,-3.29415e-05,Inorganic ion transport and metabolism,#8b4513,
Rv0093c,Rv0093c,102815,-0.0039442262,Function unknown,#0000ff,
Rv0094c,Rv0094c,103710,0.0150978194,Defense mechanisms,#90ee90,
Rv0095c,Rv0095c,104805,-0.0296805456,Defense mechanisms,#90ee90,
Rv0096,PPE1,105324,-0.0024001868,Cell motility,#da70d6,
Rv0097,Rv0097,106734,0.0071873559,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0098,fcoT,107600,0.008189069,Function unknown,#0000ff,
Rv0099,fadD10,108156,0.0021566502,Lipid transport and metabolism,#87cefa,
Rv0100,Rv0100,109783,-3.78052e-05,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0101,nrp,110001,0.0076550229,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0102,Rv0102,117714,-0.0016489669,Inorganic ion transport and metabolism,#8b4513,
Rv0103c,ctpB,119915,-0.0030471654000000003,Inorganic ion transport and metabolism,#8b4513,
Rv0104,Rv0104,122317,-0.0215034674,Coenzyme transport and metabolism,#d3d3d3,
Rv0105c,rpmB1,123980,-0.005301723,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0106,Rv0106,124374,-0.0065381503,Function unknown,#0000ff,
Rv0107c,ctpI,125643,-0.0025288768,Inorganic ion transport and metabolism,#8b4513,
Rv0108c,Rv0108c,130895,0.0074239694,No COG annotation,#00bfbf,
Rv0109,PE_PGRS1,131382,-0.0064451791,Lipid transport and metabolism,#87cefa,
Rv0110,Rv0110,133020,-0.0078949638,Cell motility,#da70d6,
Rv0111,Rv0111,133950,-0.0031671863000000003,Amino acid transport and metabolism,#ff0000,
Rv0112,gca,136289,-0.0013958756,Carbohydrate transport and metabolism,#ffc0cb,
Rv0113,gmhA,137319,-0.0022124237,Carbohydrate transport and metabolism,#ffc0cb,
Rv0114,gmhB,137941,0.0018556169000000001,Amino acid transport and metabolism,#ff0000,
Rv0115,hddA,138513,0.0045368934,Function unknown,#0000ff,
Rv0115a,Rv0115a,139956,0.0053278546,No COG annotation,#00bfbf,
Rv0116c,ldtA,140267,-0.0052019868,Function unknown,#0000ff,
Rv0117,oxyS,141200,-0.0132535805,Transcription,#000000,
Rv0118c,oxcA,142128,-0.0208605911,Amino acid transport and metabolism,#ff0000,
Rv0119,fadD7,144049,-0.008773705,Lipid transport and metabolism,#87cefa,
Rv0120c,fusA2,145627,-0.0058497056,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0121c,Rv0121c,147908,0.0036351540000000002,Function unknown,#0000ff,
Rv0122,Rv0122,148491,0.0170251804,No COG annotation,#00bfbf,
Rv0123,Rv0123,148856,0.0151778958,No COG annotation,#00bfbf,
Rv0124,PE_PGRS2,149533,-0.009861604000000001,Lipid transport and metabolism,#87cefa,
Rv0125,pepA,151148,0.0044319182,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0126,treS,152324,0.0086775984,Carbohydrate transport and metabolism,#ffc0cb,
Rv0127,mak,154232,0.0089132009,Carbohydrate transport and metabolism,#ffc0cb,
Rv0128,Rv0128,155667,0.0007870458,Function unknown,#0000ff,
Rv0129c,fbpC,156578,0.0091064531,Function unknown,#0000ff,
Rv0130,htdZ,157847,0.0084281901,Lipid transport and metabolism,#87cefa,
Rv0131c,fadE1,158315,-0.0018020145000000002,Lipid transport and metabolism,#87cefa,
Rv0132c,fgd2,159700,0.0022017731000000002,Energy production and conversion,#708090,
Rv0133,Rv0133,160869,0.0034097871,Transcription,#000000,
Rv0134,ephF,161771,0.0041826994,Lipid transport and metabolism,#87cefa,
Rv0135c,Rv0135c,162644,0.0010957202,Transcription,#000000,
Rv0136,cyp138,163366,-0.0043611309,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0137c,msrA,164712,0.0100297181,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0138,Rv0138,165323,-0.005625871,Function unknown,#0000ff,
Rv0139,Rv0139,165827,-0.0064140114,Carbohydrate transport and metabolism,#ffc0cb,
Rv0140,Rv0140,166910,-0.0081022816,Function unknown,#0000ff,
Rv0141c,Rv0141c,167271,0.0026660924000000003,Function unknown,#0000ff,
Rv0142,Rv0142,167711,0.0148383517,"Replication, recombination and repair",#1e90ff,
Rv0143c,Rv0143c,168704,-0.0012995165,Inorganic ion transport and metabolism,#8b4513,
Rv0144,Rv0144,170284,-0.015852329000000002,Transcription,#000000,
Rv0145,Rv0145,171215,-0.0092731392,Coenzyme transport and metabolism,#d3d3d3,
Rv0146,Rv0146,172211,-0.0044957083,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0147,Rv0147,173238,-0.0112685282,Energy production and conversion,#708090,
Rv0148,Rv0148,174833,-0.017305542900000002,Lipid transport and metabolism,#87cefa,
Rv0149,Rv0149,175700,-0.00761222,Energy production and conversion,#708090,
Rv0150c,Rv0150c,176665,0.0039899138,No COG annotation,#00bfbf,
Rv0151c,PE1,177543,0.0036698480000000003,Cell motility,#da70d6,
Rv0152c,PE2,179319,0.012908579100000001,Cell motility,#da70d6,
Rv0153c,ptbB,181155,0.0026473546,Signal transduction mechanisms,#f4a460,
Rv0154c,fadE2,181987,0.0043321272,Lipid transport and metabolism,#87cefa,
Rv0155,pntAa,183622,-0.0003808184,Energy production and conversion,#708090,
Rv0156,pntAb,184723,-0.0107707309,Energy production and conversion,#708090,
Rv0157,pntB,185052,-0.0048415602,Energy production and conversion,#708090,
Rv0157A,Rv0157A,186495,0.0186670632,Function unknown,#0000ff,
Rv0158,Rv0158,186785,0.0113746694,Transcription,#000000,
Rv0159c,PE3,187433,-0.0010691411,Cell motility,#da70d6,
Rv0160c,PE4,188931,0.0147095556,Cell motility,#da70d6,
Rv0161,Rv0161,190607,0.0018680622,Energy production and conversion,#708090,
Rv0162c,adhE1,191984,0.0015637167,Energy production and conversion,#708090,
Rv0163,Rv0163,193117,0.0013926338,Function unknown,#0000ff,
Rv0164,TB18.5,193626,-0.0062600305,Lipid transport and metabolism,#87cefa,
Rv0165c,mce1R,194144,-0.010382574,Transcription,#000000,
Rv0166,fadD5,194993,0.008099081900000001,Lipid transport and metabolism,#87cefa,
Rv0167,yrbE1A,196861,0.0035332080000000004,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0168,yrbE1B,197660,0.0088806262,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0169,mce1A,198534,0.0134587414,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0170,mce1B,199895,0.0142526934,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0171,mce1C,200932,0.0060921441,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0172,mce1D,202476,0.0137067586,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0173,lprK,204065,0.0116758064,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0174,mce1F,205231,0.0072622602000000005,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0175,Rv0175,206814,0.0021097424,No COG annotation,#00bfbf,
Rv0176,Rv0176,207452,-0.0005382714,Function unknown,#0000ff,
Rv0177,Rv0177,208417,-0.0096458775,No COG annotation,#00bfbf,
Rv0178,Rv0178,208938,-0.0007877913,No COG annotation,#00bfbf,
Rv0179c,lprO,209703,0.0021264518,Function unknown,#0000ff,
Rv0180c,Rv0180c,210892,0.0020504665,Function unknown,#0000ff,
Rv0181c,Rv0181c,212277,0.0007527381,Function unknown,#0000ff,
Rv0182c,sigG,213028,-0.0003065106,Transcription,#000000,
Rv0183,Rv0183,214088,0.0034734445,Lipid transport and metabolism,#87cefa,
Rv0184,Rv0184,214969,0.0006228478,Function unknown,#0000ff,
Rv0185,Rv0185,215715,0.0101823577,No COG annotation,#00bfbf,
Rv0186,bglS,216269,0.0045186933,Carbohydrate transport and metabolism,#ffc0cb,
Rv0186A,mymT,218390,0.0106952009,No COG annotation,#00bfbf,
Rv0187,Rv0187,218705,-0.0049147065,Function unknown,#0000ff,
Rv0188,Rv0188,219486,-0.0092064964,Function unknown,#0000ff,
Rv0189c,ilvD,219996,-0.007008884700000001,Amino acid transport and metabolism,#ff0000,
Rv0190,ricR,221871,0.006937635,Function unknown,#0000ff,
Rv0191,Rv0191,222289,-0.0064671636,Amino acid transport and metabolism,#ff0000,
Rv0192,Rv0192,223564,0.0143888641,Function unknown,#0000ff,
Rv0193c,Rv0193c,224724,0.0019904855,No COG annotation,#00bfbf,
Rv0194,Rv0194,226878,-0.0055220208,Defense mechanisms,#90ee90,
Rv0195,Rv0195,230899,-0.0050821874,Transcription,#000000,
Rv0196,Rv0196,231647,-0.0010142329,Transcription,#000000,
Rv0197,Rv0197,232231,-0.0019681254,Energy production and conversion,#708090,
Rv0198c,zmp1,234516,-0.0012222958,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0199,Rv0199,236550,-0.0029388969,No COG annotation,#00bfbf,
Rv0200,Rv0200,237206,0.0033914962,No COG annotation,#00bfbf,
Rv0201c,Rv0201c,237892,-0.0053564176,No COG annotation,#00bfbf,
Rv0202c,mmpL11,238392,-0.0005342958,Function unknown,#0000ff,
Rv0203,Rv0203,241514,-0.0036749062,Function unknown,#0000ff,
Rv0204c,Rv0204c,241976,-0.0100515763,Function unknown,#0000ff,
Rv0205,Rv0205,243384,0.0006249502,Function unknown,#0000ff,
Rv0206c,mmpL3,244484,-0.0031631694,Function unknown,#0000ff,
Rv0207c,Rv0207c,247384,-0.0015364432,Function unknown,#0000ff,
Rv0208c,Rv0208c,248115,-0.0072375812,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0209,Rv0209,249038,-0.0005467482000000001,Function unknown,#0000ff,
Rv0210,Rv0210,250120,-0.002232594,Function unknown,#0000ff,
Rv0211,pckA,251782,0.0014174016,Energy production and conversion,#708090,
Rv0212c,nadR,253669,-0.016666617,Coenzyme transport and metabolism,#d3d3d3,
Rv0213c,Rv0213c,254637,-0.0121801251,Energy production and conversion,#708090,
Rv0214,fadD4,256064,0.0050575148,Lipid transport and metabolism,#87cefa,
Rv0216,Rv0216,258913,-0.007788271,Lipid transport and metabolism,#87cefa,
Rv0217c,lipW,259923,0.0007504973,Lipid transport and metabolism,#87cefa,
Rv0218,Rv0218,260924,0.00044334210000000003,Function unknown,#0000ff,
Rv0219,Rv0219,262254,-0.0027257381,No COG annotation,#00bfbf,
Rv0220,lipC,262812,-0.014258782400000001,Lipid transport and metabolism,#87cefa,
Rv0221,Rv0221,264067,-0.0119925562,Lipid transport and metabolism,#87cefa,
Rv0222,echA1,265507,-0.0101275285,Lipid transport and metabolism,#87cefa,
Rv0223c,Rv0223c,266301,0.0057419856,Energy production and conversion,#708090,
Rv0224c,Rv0224c,267863,-0.0136599055,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0225,Rv0225,268663,-0.0084770156,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0226c,Rv0226c,269834,0.0012846826,No COG annotation,#00bfbf,
Rv0227c,Rv0227c,271574,-0.0086526673,Function unknown,#0000ff,
Rv0228,Rv0228,273055,-0.005939559400000001,Lipid transport and metabolism,#87cefa,
Rv0229c,Rv0229c,274306,-0.0042527072,Function unknown,#0000ff,
Rv0230c,php,274983,0.0035781504,Function unknown,#0000ff,
Rv0231,fadE4,276058,0.0056423719,Lipid transport and metabolism,#87cefa,
Rv0232,Rv0232,277899,-0.0034887560000000004,Transcription,#000000,
Rv0233,nrdB,278585,0.0121823441,Nucleotide transport and metabolism,#87ceeb,
Rv0234c,gabD1,279605,0.0042864156,Energy production and conversion,#708090,
Rv0235c,Rv0235c,281166,0.011092638,Function unknown,#0000ff,
Rv0236c,aftD,282649,-0.004414314,Lipid transport and metabolism,#87cefa,
Rv0236A,Rv0236A,286898,-0.00495782,Function unknown,#0000ff,
Rv0237,lpqI,287186,-0.0094340524,Carbohydrate transport and metabolism,#ffc0cb,
Rv0238,Rv0238,288428,-0.0025967435,Transcription,#000000,
Rv0239,vapB24,289104,0.0022457195,No COG annotation,#00bfbf,
Rv0240,vapC24,289345,-0.0028228638,Carbohydrate transport and metabolism,#ffc0cb,
Rv0241c,htdX,289812,0.0117359032,Lipid transport and metabolism,#87cefa,
Rv0242c,fabG4,290665,0.009094433,Lipid transport and metabolism,#87cefa,
Rv0243,fadA2,292171,-0.0008549168,Lipid transport and metabolism,#87cefa,
Rv0244c,fadE5,293798,0.0163539216,Lipid transport and metabolism,#87cefa,
Rv0245,Rv0245,296005,-0.0023530960000000003,Function unknown,#0000ff,
Rv0246,Rv0246,296809,-0.015395347600000001,Amino acid transport and metabolism,#ff0000,
Rv0247c,Rv0247c,298116,-0.0003704199,Energy production and conversion,#708090,
Rv0248c,Rv0248c,298863,-0.0063818684,Energy production and conversion,#708090,
Rv0249c,Rv0249c,300834,-0.0043473329000000005,Function unknown,#0000ff,
Rv0250c,Rv0250c,301735,-0.0048520678,No COG annotation,#00bfbf,
Rv0251c,hsp,302173,-0.048784553200000004,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0252,nirB,302866,-0.0240622186,Energy production and conversion,#708090,
Rv0253,nirD,305453,-0.0160833043,Inorganic ion transport and metabolism,#8b4513,
Rv0254c,cobU,305825,-0.0035936348000000003,Coenzyme transport and metabolism,#d3d3d3,
Rv0255c,cobQ1,306374,-0.0134470219,Coenzyme transport and metabolism,#d3d3d3,
Rv0256c,PPE2,307877,-0.0032265180000000003,Cell motility,#da70d6,
Rv0257,Rv0257,309699,0.0183003719,No COG annotation,#00bfbf,
Rv0258c,Rv0258c,310294,-0.0026527670000000003,Transcription,#000000,
Rv0259c,Rv0259c,310774,-0.0220342458,Function unknown,#0000ff,
Rv0260c,Rv0260c,311514,-0.0276662178,Coenzyme transport and metabolism,#d3d3d3,
Rv0261c,narK3,312759,-0.0178737089,Inorganic ion transport and metabolism,#8b4513,
Rv0262c,aac,314309,0.0027572319,Transcription,#000000,
Rv0263c,Rv0263c,314864,-0.0029453020000000003,Amino acid transport and metabolism,#ff0000,
Rv0264c,Rv0264c,315783,-0.0088090679,Amino acid transport and metabolism,#ff0000,
