,name,x,y,cog,color,link
meta,start,0.050027247391418,,,,
Rv0001,dnaA,1,-0.0079614339,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.0019515779,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.0043419571,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,-0.005999101000000001,Function unknown,#0000ff,
Rv0005,gyrB,5240,-0.000414794,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,-0.0035588288000000003,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.0041774976,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,0.0098635727,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,0.0008807005000000001,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,0.0047902282,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,-0.0001430378,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,0.0046186116,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.00012828860000000002,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,-0.0012864578,Transcription,#000000,
Rv0015c,pknA,17467,-0.0015714205,Transcription,#000000,
Rv0016c,pbpA,18759,0.0023246868,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,0.0046784441,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,-0.0016211615,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,-0.006628833000000001,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,-0.0019033627,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,0.002673716,Function unknown,#0000ff,
Rv0022c,whiB5,27023,0.0105616288,Transcription,#000000,
Rv0023,Rv0023,27595,-0.0009731938000000001,Transcription,#000000,
Rv0024,Rv0024,28362,0.0003057967,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,-0.0082993187,Function unknown,#0000ff,
