k,Name,in_iM,gene_weight,Regulator,Function,Category
28,WhiB1,True,0.0810803454,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
70,Lsr2,False,-0.0240460379,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
16,Mce3R,False,-0.0207495036,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
71,PDIM;PGL Synthesis,False,0.0203974973,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
77,Central Carbon Metabolism,False,0.0193829945,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
79,WhiB4/IdeR,False,0.0183351213,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
43,LysG,False,0.018153517600000002,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
15,BkaR,False,0.0176242497,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
51,PhoP,False,0.0171508463,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
21,MprA,False,-0.0143768446,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
18,Unc_1,False,-0.014190404700000001,,Uncharacterized iModulon 1,Uncharacterized
66,M-box,False,-0.0140407269,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
47,SG_7,False,0.0138240988,,Single Gene iModulon 7,Single Gene
69,Rv0135+Rv1019,False,-0.0131806946,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
35,Unc_4,False,-0.0131201102,,Uncharacterized iModulon 4,Uncharacterized
73,SG_11,False,-0.011996145100000001,,Single Gene iModulon 11,Single Gene
72,Unc_8,False,0.011116956800000001,,Uncharacterized iModulon 8,Uncharacterized
75,Unc_9,False,0.011019699800000001,,Uncharacterized iModulon 9,Uncharacterized
22,SG_3,False,0.0107908048,,Single Gene iModulon 3,Single Gene
31,ArgR,False,0.0107395887,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
8,IdeR,False,0.0107254151,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
76,SG_13,False,-0.0106425652,,Single Gene iModulon 13,Single Gene
1,Polyketide Synthase Complex,False,0.010507507000000001,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
9,SigK,False,-0.0100454945,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
14,SG_2,False,-0.0099838416,,Single Gene iModulon 2,Single Gene
48,Leucine Related,False,-0.008792808800000001,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
41,Unc_5,False,-0.0086178525,,Uncharacterized iModulon 5,Uncharacterized
39,SigC,False,0.0085122275,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
13,SG_1,False,-0.008298872,,Single Gene iModulon 1,Single Gene
61,Nucleic Acid Hydrolysis ,False,0.008269350600000001,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
50,Unc_6,False,-0.0081141126,,Uncharacterized iModulon 6,Uncharacterized
64,Mce1R,False,0.0079221677,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
24,Salicylate Induced,False,-0.007908082700000001,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
25,Rv0078+Rv2034,False,-0.0078643428,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
0,SigH,False,0.0077105676,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
3,PyrR,False,-0.007692167200000001,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
60,Rv0681,False,0.007403084900000001,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
33,SG_4,False,-0.007229898,,Single Gene iModulon 4,Single Gene
54,Unc_7,False,-0.0071985059,,Uncharacterized iModulon 7,Uncharacterized
29,Blal,False,-0.006724525,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
6,MarR,False,0.0067173398,marR,Transcription factor that regulates the response to acid stress,Acid Stress
56,Fatty Acid Biosynthesis,False,0.0066903171,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
78,Positive Regulation of Growth,False,0.0064282396,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
7,GroEL-GroES Complex,False,0.0063451683000000005,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
