k,Name,in_iM,gene_weight,Regulator,Function,Category
49,Rv1828/SigH,True,0.0619329473,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
73,SG_11,False,0.059712016400000005,,Single Gene iModulon 11,Single Gene
65,SG_10,False,0.0468491832,,Single Gene iModulon 10,Single Gene
72,Unc_8,False,0.0436506308,,Uncharacterized iModulon 8,Uncharacterized
78,Positive Regulation of Growth,False,0.043111422600000004,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
66,M-box,False,0.039255399100000005,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
51,PhoP,False,0.0380605659,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
64,Mce1R,False,0.0351805673,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
16,Mce3R,False,0.0345952255,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
21,MprA,False,0.0338034027,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
79,WhiB4/IdeR,False,-0.0327122456,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
59,Rv0576,False,-0.0318507181,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
53,Rv1776c+WhiB4,False,0.031072069,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
74,SG_12,False,0.029932448900000002,,Single Gene iModulon 12,Single Gene
43,LysG,False,-0.0284810653,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
24,Salicylate Induced,False,0.0267550993,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
9,SigK,False,-0.0252488334,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
22,SG_3,False,0.0250523809,,Single Gene iModulon 3,Single Gene
55,WhiB7,False,-0.022872065400000002,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
46,Rv2621c,False,-0.020627951500000002,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
34,MbcA+Rv3249c+Rv3066,False,0.020614399999999998,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
36,Fumarate Reductase,False,0.0186772439,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
32,Unc_3,False,0.017890174800000002,,Uncharacterized iModulon 3,Uncharacterized
1,Polyketide Synthase Complex,False,0.0166306909,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
50,Unc_6,False,-0.016568588000000002,,Uncharacterized iModulon 6,Uncharacterized
71,PDIM;PGL Synthesis,False,-0.0163649059,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
17,VirS,False,-0.015190764700000001,virS,Transcription factor that is activated and responds to acidic environments,Redox
75,Unc_9,False,0.014809223000000002,,Uncharacterized iModulon 9,Uncharacterized
56,Fatty Acid Biosynthesis,False,0.0147616668,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
63,SG_9,False,0.0143536414,,Single Gene iModulon 9,Single Gene
47,SG_7,False,0.013859798500000001,,Single Gene iModulon 7,Single Gene
70,Lsr2,False,-0.0131792045,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
58,Zur,False,-0.0131164808,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
69,Rv0135+Rv1019,False,0.0127732205,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
42,Nicotinate Metabolism,False,-0.0122017154,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
10,RicR,False,0.011844356200000001,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
7,GroEL-GroES Complex,False,-0.0118297711,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
0,SigH,False,0.011680687300000001,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
44,SG_6,False,0.0110337614,,Single Genes iModulon 6,Single Gene
