k,Name,in_iM,gene_weight,Regulator,Function,Category
36,Fumarate Reductase,True,-0.0949691483,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
22,SG_3,False,0.0585350826,,Single Gene iModulon 3,Single Gene
38,SG_5,False,-0.0395532928,,Single Gene iModulon 5,Single Gene
14,SG_2,False,-0.0336543245,,Single Gene iModulon 2,Single Gene
33,SG_4,False,0.032426699100000005,,Single Gene iModulon 4,Single Gene
69,Rv0135+Rv1019,False,-0.0312850225,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
13,SG_1,False,0.0285430067,,Single Gene iModulon 1,Single Gene
26,EspL KO,False,0.025283308900000002,,Single Gene iModulon that captures EspL knockout,KO
55,WhiB7,False,0.0238737122,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
25,Rv0078+Rv2034,False,0.0236033239,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
12,Mycofactocin Synthesis Pathway,False,0.0231322713,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
37,Rv3095,False,0.0229812029,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
21,MprA,False,-0.0228863134,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
66,M-box,False,0.0208573461,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
28,WhiB1,False,-0.019935762000000003,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
78,Positive Regulation of Growth,False,0.0199177726,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
44,SG_6,False,-0.019140649500000002,,Single Genes iModulon 6,Single Gene
77,Central Carbon Metabolism,False,-0.0181233579,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
57,SG_8,False,-0.017778820600000002,,Single Gene iModulon 8,Single Gene
50,Unc_6,False,0.0176678187,,Uncharacterized iModulon 6,Uncharacterized
49,Rv1828/SigH,False,-0.0176610963,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
73,SG_11,False,-0.0167947225,,Single Gene iModulon 11,Single Gene
70,Lsr2,False,-0.0167022156,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
62,Rv2488c,False,0.0165708635,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
51,PhoP,False,0.016375388600000002,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
43,LysG,False,0.015758487300000002,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
75,Unc_9,False,-0.0140923131,,Uncharacterized iModulon 9,Uncharacterized
8,IdeR,False,-0.013822365000000001,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
46,Rv2621c,False,0.0135513369,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
27,Unc_2,False,-0.0135426993,,Uncharacterized iModulon 2,Uncharacterized
32,Unc_3,False,-0.0133309343,,Uncharacterized iModulon 3,Uncharacterized
0,SigH,False,0.0131316156,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
31,ArgR,False,-0.012315399000000001,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
5,DevR-1,False,0.012013976400000001,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
17,VirS,False,0.0119370063,virS,Transcription factor that is activated and responds to acidic environments,Redox
7,GroEL-GroES Complex,False,-0.011824787500000001,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
67,Peptidoglycan Biosynthesis,False,0.0115441077,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
29,Blal,False,-0.011055784400000001,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
41,Unc_5,False,0.010710695000000001,,Uncharacterized iModulon 5,Uncharacterized
63,SG_9,False,0.010437348400000001,,Single Gene iModulon 9,Single Gene
34,MbcA+Rv3249c+Rv3066,False,0.0101805181,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
61,Nucleic Acid Hydrolysis ,False,-0.0099035309,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
3,PyrR,False,-0.009280558000000001,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
40,KstR2,False,0.0084262008,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
45,SigD,False,-0.008378727800000001,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
59,Rv0576,False,0.0077809064,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
64,Mce1R,False,0.0077679434,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
19,WhiB6,False,-0.0077501937000000005,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
15,BkaR,False,-0.007248351100000001,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
52,DevR-2,False,-0.0071676645,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
74,SG_12,False,-0.007029716300000001,,Single Gene iModulon 12,Single Gene
42,Nicotinate Metabolism,False,-0.0070108925,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
68,Sulfur Metabolism,False,0.006817751800000001,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
47,SG_7,False,0.0067060519,,Single Gene iModulon 7,Single Gene
56,Fatty Acid Biosynthesis,False,0.0064752725,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
4,WhiB4,False,-0.006393717100000001,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
23,PrpR,False,-0.0061872152,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
20,FasR,False,-0.0060079422000000006,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
10,RicR,False,-0.0054480144,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
35,Unc_4,False,-0.0051381544,,Uncharacterized iModulon 4,Uncharacterized
6,MarR,False,0.0045914445,marR,Transcription factor that regulates the response to acid stress,Acid Stress
11,EccE1 KO,False,0.0042279399,,Single Gene iModulon that captures EccE1 knockout,KO
71,PDIM;PGL Synthesis,False,0.0042177293000000005,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
76,SG_13,False,0.0040449802,,Single Gene iModulon 13,Single Gene
79,WhiB4/IdeR,False,0.0037507856,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
39,SigC,False,-0.0037143483000000002,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
18,Unc_1,False,0.0036854281,,Uncharacterized iModulon 1,Uncharacterized
53,Rv1776c+WhiB4,False,0.0035983062,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
60,Rv0681,False,0.0032794458,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
65,SG_10,False,0.0019093033,,Single Gene iModulon 10,Single Gene
48,Leucine Related,False,-0.0015003276,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
72,Unc_8,False,0.0014886005,,Uncharacterized iModulon 8,Uncharacterized
2,IniR,False,-0.00123046,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
30,HPT-2b Induced,False,0.0011320308,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
1,Polyketide Synthase Complex,False,-0.0011150679,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
9,SigK,False,-0.0009197681,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
16,Mce3R,False,0.00041077940000000003,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
58,Zur,False,9.36113e-05,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
24,Salicylate Induced,False,-8.787230000000001e-05,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
54,Unc_7,False,8.02853e-05,,Uncharacterized iModulon 7,Uncharacterized
