,name,x,y,cog,color,link
meta,start,0.05,,,,
Rv0001,dnaA,1,0.043022937000000004,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,0.0203075715,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,0.026045968000000003,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,0.0023914432,Function unknown,#0000ff,
Rv0005,gyrB,5240,-0.0002658198,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,9.44337e-05,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.0067946536000000005,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,-0.004907684900000001,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,0.0094828744,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,0.0263564518,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,0.018150178,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,-0.0133965564,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.0171289854,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,0.0138059549,Transcription,#000000,
Rv0015c,pknA,17467,-0.0101776906,Transcription,#000000,
Rv0016c,pbpA,18759,-0.0084089056,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,0.0054756776,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,-0.0006037157,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,0.0075493166000000006,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.01329921,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,0.0095503917,Function unknown,#0000ff,
Rv0022c,whiB5,27023,-0.026109446,Transcription,#000000,
Rv0023,Rv0023,27595,0.010876581500000001,Transcription,#000000,
Rv0024,Rv0024,28362,0.0071583621,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,0.0151017331,Function unknown,#0000ff,
Rv0026,Rv0026,29722,-0.00048024030000000004,Function unknown,#0000ff,
Rv0027,Rv0027,31189,0.0140509152,Function unknown,#0000ff,
Rv0028,Rv0028,31514,-0.0192783137,Function unknown,#0000ff,
Rv0029,Rv0029,32057,-0.001297813,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,-0.0013866029,Function unknown,#0000ff,
Rv0032,bioF2,34295,0.050059468700000005,Coenzyme transport and metabolism,#d3d3d3,https://mycobrowser.epfl.ch/genes/Rv0032
Rv0033,acpA,36607,0.021284266,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,0.0223393045,Function unknown,#0000ff,
Rv0035,fadD34,37259,0.0331979707,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,-0.0029769784,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,-0.009185670600000001,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,-0.0121394124,Transcription,#000000,
Rv0039c,Rv0039c,42004,-0.017771925,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,-0.0072111098000000005,Function unknown,#0000ff,
