k,Name,in_iM,gene_weight,Regulator,Function,Category
73,SG_11,False,0.044825391900000004,,Single Gene iModulon 11,Single Gene
39,SigC,False,-0.0359508262,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
1,Polyketide Synthase Complex,False,-0.0313335797,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
12,Mycofactocin Synthesis Pathway,False,0.0297229343,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
69,Rv0135+Rv1019,False,0.029243008,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
59,Rv0576,False,-0.0286290322,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
10,RicR,False,0.0280633895,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
44,SG_6,False,0.0279390155,,Single Genes iModulon 6,Single Gene
65,SG_10,False,0.0272474602,,Single Gene iModulon 10,Single Gene
72,Unc_8,False,-0.026860518200000003,,Uncharacterized iModulon 8,Uncharacterized
15,BkaR,False,0.025009435400000002,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
38,SG_5,False,0.0233981856,,Single Gene iModulon 5,Single Gene
28,WhiB1,False,-0.0217455251,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
27,Unc_2,False,0.0214264283,,Uncharacterized iModulon 2,Uncharacterized
55,WhiB7,False,-0.0212293379,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
79,WhiB4/IdeR,False,0.0209062864,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
6,MarR,False,0.0206112326,marR,Transcription factor that regulates the response to acid stress,Acid Stress
54,Unc_7,False,-0.0205765715,,Uncharacterized iModulon 7,Uncharacterized
25,Rv0078+Rv2034,False,0.020219231,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
42,Nicotinate Metabolism,False,0.0195568871,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
71,PDIM;PGL Synthesis,False,0.0189680164,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
78,Positive Regulation of Growth,False,0.0172387116,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
77,Central Carbon Metabolism,False,-0.0163886818,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
8,IdeR,False,-0.016190767300000002,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
52,DevR-2,False,0.0159426015,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
56,Fatty Acid Biosynthesis,False,-0.015527676300000001,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
74,SG_12,False,-0.0148876062,,Single Gene iModulon 12,Single Gene
46,Rv2621c,False,-0.0147262474,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
11,EccE1 KO,False,-0.014424796600000001,,Single Gene iModulon that captures EccE1 knockout,KO
35,Unc_4,False,-0.0137007588,,Uncharacterized iModulon 4,Uncharacterized
58,Zur,False,-0.013529845200000001,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
2,IniR,False,0.0122775347,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
0,SigH,False,-0.0113687444,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
17,VirS,False,-0.0113213016,virS,Transcription factor that is activated and responds to acidic environments,Redox
5,DevR-1,False,-0.0110347367,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
32,Unc_3,False,-0.0109118331,,Uncharacterized iModulon 3,Uncharacterized
76,SG_13,False,-0.0107609578,,Single Gene iModulon 13,Single Gene
4,WhiB4,False,-0.0104936639,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
36,Fumarate Reductase,False,-0.0099797372,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
41,Unc_5,False,-0.0092277263,,Uncharacterized iModulon 5,Uncharacterized
45,SigD,False,0.0092196339,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
47,SG_7,False,0.0090510295,,Single Gene iModulon 7,Single Gene
51,PhoP,False,-0.0083833862,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
67,Peptidoglycan Biosynthesis,False,0.0078854101,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
53,Rv1776c+WhiB4,False,0.0078475134,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
66,M-box,False,-0.006304272400000001,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
21,MprA,False,-0.0061461073,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
61,Nucleic Acid Hydrolysis ,False,-0.0059744889,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
70,Lsr2,False,-0.0057961313,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
37,Rv3095,False,-0.0052066521000000004,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
64,Mce1R,False,0.0050036852,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
19,WhiB6,False,-0.0049092163,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
49,Rv1828/SigH,False,-0.0047399492,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
57,SG_8,False,0.0046754118,,Single Gene iModulon 8,Single Gene
14,SG_2,False,-0.0039092250000000005,,Single Gene iModulon 2,Single Gene
63,SG_9,False,-0.003906451,,Single Gene iModulon 9,Single Gene
33,SG_4,False,-0.0038947838,,Single Gene iModulon 4,Single Gene
60,Rv0681,False,-0.0038868027,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
7,GroEL-GroES Complex,False,-0.0036425693,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
31,ArgR,False,-0.0036275289,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
43,LysG,False,-0.0035811539,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
30,HPT-2b Induced,False,0.0034906206,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
23,PrpR,False,-0.0032383842,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
68,Sulfur Metabolism,False,0.0027813964,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
18,Unc_1,False,0.0027435463,,Uncharacterized iModulon 1,Uncharacterized
29,Blal,False,0.0026084727,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
16,Mce3R,False,0.0025014021000000003,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
48,Leucine Related,False,-0.0024601396000000003,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
20,FasR,False,0.0021695602,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
3,PyrR,False,-0.0020746397,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
50,Unc_6,False,-0.0019901435,,Uncharacterized iModulon 6,Uncharacterized
22,SG_3,False,-0.0019547963,,Single Gene iModulon 3,Single Gene
24,Salicylate Induced,False,-0.0018291901,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
40,KstR2,False,0.0016301433,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
9,SigK,False,-0.0016211124,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
13,SG_1,False,-0.0007779341,,Single Gene iModulon 1,Single Gene
34,MbcA+Rv3249c+Rv3066,False,-0.0006426590000000001,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
75,Unc_9,False,0.000430259,,Uncharacterized iModulon 9,Uncharacterized
26,EspL KO,False,-0.0003942325,,Single Gene iModulon that captures EspL knockout,KO
62,Rv2488c,False,-4.00152e-05,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
