k,Name,in_iM,gene_weight,Regulator,Function,Category
60,Rv0681,True,0.0989023764,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
75,Unc_9,True,0.0930611139,,Uncharacterized iModulon 9,Uncharacterized
44,SG_6,False,0.0350836242,,Single Genes iModulon 6,Single Gene
25,Rv0078+Rv2034,False,-0.0347761794,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
47,SG_7,False,-0.0338031683,,Single Gene iModulon 7,Single Gene
74,SG_12,False,-0.0334611432,,Single Gene iModulon 12,Single Gene
42,Nicotinate Metabolism,False,-0.033458007000000005,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
72,Unc_8,False,-0.027614462200000002,,Uncharacterized iModulon 8,Uncharacterized
37,Rv3095,False,0.0275714505,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
12,Mycofactocin Synthesis Pathway,False,0.026936528600000002,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
53,Rv1776c+WhiB4,False,0.023290781400000002,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
59,Rv0576,False,-0.0232340254,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
65,SG_10,False,-0.0231938036,,Single Gene iModulon 10,Single Gene
6,MarR,False,-0.0230814023,marR,Transcription factor that regulates the response to acid stress,Acid Stress
29,Blal,False,0.022885325800000002,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
77,Central Carbon Metabolism,False,-0.022357055400000003,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
45,SigD,False,-0.020543719000000002,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
39,SigC,False,-0.0204495177,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
16,Mce3R,False,0.0193348211,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
55,WhiB7,False,0.0184971364,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
32,Unc_3,False,0.0176307094,,Uncharacterized iModulon 3,Uncharacterized
15,BkaR,False,-0.0174922889,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
48,Leucine Related,False,-0.0166739789,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
58,Zur,False,0.0158016238,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
13,SG_1,False,0.0154783594,,Single Gene iModulon 1,Single Gene
56,Fatty Acid Biosynthesis,False,0.0150174997,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
1,Polyketide Synthase Complex,False,0.014291794600000001,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
46,Rv2621c,False,0.014037127200000001,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
54,Unc_7,False,-0.0134463776,,Uncharacterized iModulon 7,Uncharacterized
26,EspL KO,False,-0.0131992996,,Single Gene iModulon that captures EspL knockout,KO
2,IniR,False,-0.013189803600000001,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
35,Unc_4,False,-0.0131515487,,Uncharacterized iModulon 4,Uncharacterized
11,EccE1 KO,False,0.0125395755,,Single Gene iModulon that captures EccE1 knockout,KO
