,name,x,y,cog,color,link
meta,start,0.06,,,,
Rv0001,dnaA,1,-0.0312744625,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.012879504200000001,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.0094118264,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,0.0020441306,Function unknown,#0000ff,
Rv0005,gyrB,5240,0.0108428488,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,0.0255529466,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,0.0174088576,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,0.0023163576,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,0.0014279103,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,0.0148658113,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,-0.008806091,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,-0.020274386800000002,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.0225405717,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,0.0046488932,Transcription,#000000,
Rv0015c,pknA,17467,0.029876586700000003,Transcription,#000000,
Rv0016c,pbpA,18759,0.0100312882,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,0.020638694500000002,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,0.0167755416,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,0.0055575132,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.0002906686,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,-0.021318160500000002,Function unknown,#0000ff,
Rv0022c,whiB5,27023,-0.006986133,Transcription,#000000,
Rv0023,Rv0023,27595,0.0114614281,Transcription,#000000,
Rv0024,Rv0024,28362,0.0197714745,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,0.0089140276,Function unknown,#0000ff,
Rv0026,Rv0026,29722,-0.0039225552,Function unknown,#0000ff,
Rv0027,Rv0027,31189,-0.0085062531,Function unknown,#0000ff,
Rv0028,Rv0028,31514,-0.002070532,Function unknown,#0000ff,
Rv0029,Rv0029,32057,0.0015455468000000001,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,-0.0033862115000000003,Function unknown,#0000ff,
Rv0032,bioF2,34295,-0.008618575600000001,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,-0.0112399644,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,-0.0073935994,Function unknown,#0000ff,
Rv0035,fadD34,37259,-0.021315295800000002,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,-0.0059018957000000006,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,0.0155807831,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,0.0031828034000000002,Transcription,#000000,
Rv0039c,Rv0039c,42004,-0.005035087000000001,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,-0.002203867,Function unknown,#0000ff,
Rv0041,leuS,43562,-0.009318272,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0042c,Rv0042c,46581,-0.0070458629,Transcription,#000000,
Rv0043c,Rv0043c,47366,-0.007128377500000001,Transcription,#000000,
Rv0044c,Rv0044c,48233,-0.0099208018,Energy production and conversion,#708090,
Rv0045c,Rv0045c,49043,0.0015119351,Amino acid transport and metabolism,#ff0000,
Rv0046c,ino1,50021,0.000632064,Lipid transport and metabolism,#87cefa,
Rv0047c,Rv0047c,51185,-0.007611952000000001,Transcription,#000000,
Rv0048c,Rv0048c,51828,-0.0030823242,Function unknown,#0000ff,
Rv0049,Rv0049,52831,0.013492088900000001,Function unknown,#0000ff,
Rv0050,ponA1,53663,0.0356378219,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0051,Rv0051,55696,0.0484889258,Function unknown,#0000ff,
Rv0052,Rv0052,57410,0.0416280795,Function unknown,#0000ff,
Rv0053,rpsF,58192,-0.0017714898,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0054,ssb,58586,-0.0028282484,"Replication, recombination and repair",#1e90ff,
Rv0055,rpsR1,59122,-0.0011713049,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0056,rplI,59409,0.0045649954,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0057,Rv0057,59896,-0.0038547451,No COG annotation,#00bfbf,
Rv0058,dnaB,60396,0.0019841713,"Replication, recombination and repair",#1e90ff,
Rv0059,Rv0059,63200,0.0014388067,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0060,Rv0060,63909,-0.0097491964,Function unknown,#0000ff,
Rv0061c,Rv0061c,65012,-0.0243192602,No COG annotation,#00bfbf,
Rv0062,celA1,65552,-0.0020444308,Carbohydrate transport and metabolism,#ffc0cb,
Rv0063,Rv0063,66923,0.0145675171,Energy production and conversion,#708090,
Rv0063a,Rv0063a,68418,0.0078854101,No COG annotation,#00bfbf,
Rv0064,Rv0064,68620,0.0067340865,Function unknown,#0000ff,
Rv0064A,vapB1,71589,0.015141107300000001,No COG annotation,#00bfbf,
Rv0065,vapC1,71821,0.0040305683000000005,Nucleotide transport and metabolism,#87ceeb,
Rv0066c,icd2,72274,-0.0024484888000000002,Energy production and conversion,#708090,
Rv0067c,Rv0067c,74629,0.0033895878,Transcription,#000000,
Rv0068,Rv0068,75301,0.0043605144,Lipid transport and metabolism,#87cefa,
Rv0069c,sdaA,76237,-0.0121100971,Amino acid transport and metabolism,#ff0000,
Rv0070c,glyA2,77619,-0.0178312766,Amino acid transport and metabolism,#ff0000,
Rv0071,Rv0071,79486,0.0220325649,"Replication, recombination and repair",#1e90ff,
Rv0072,Rv0072,80624,-0.0033052711000000003,Defense mechanisms,#90ee90,
Rv0073,Rv0073,81676,-0.0022716024,Defense mechanisms,#90ee90,
Rv0074,Rv0074,82748,0.0043895962,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0075,Rv0075,83996,0.0006034691000000001,Amino acid transport and metabolism,#ff0000,
Rv0076c,Rv0076c,85183,-0.0064151104,No COG annotation,#00bfbf,
Rv0077c,Rv0077c,85636,0.011779040000000001,Lipid transport and metabolism,#87cefa,
Rv0078,Rv0078,86528,0.0008875984,Transcription,#000000,
Rv0078A,Rv0078A,87208,-0.006699495000000001,Function unknown,#0000ff,
Rv0078B,Rv0078B,87798,-0.0054571797,No COG annotation,#00bfbf,
Rv0079,Rv0079,88204,0.012863540100000001,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0080,Rv0080,89022,-0.0044793286000000005,Transcription,#000000,
Rv0081,Rv0081,89575,0.0338909248,Transcription,#000000,
Rv0082,Rv0082,89924,0.020845519700000002,Energy production and conversion,#708090,
Rv0083,Rv0083,90400,0.016827821,Energy production and conversion,#708090,
Rv0084,hycD,92328,-0.0106508313,Energy production and conversion,#708090,
Rv0085,hycP,93289,0.0017202576,Energy production and conversion,#708090,
Rv0086,hycQ,93951,-0.0023030891,Energy production and conversion,#708090,
Rv0087,hycE,95414,-0.0059400682,Energy production and conversion,#708090,
Rv0088,Rv0088,96927,-0.0121528013,Function unknown,#0000ff,
