k,Name,in_iM,gene_weight,Regulator,Function,Category
3,PyrR,True,-0.12296237060000001,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
70,Lsr2,True,0.0662140007,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
64,Mce1R,False,-0.0796015878,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
68,Sulfur Metabolism,False,-0.0371947498,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
58,Zur,False,-0.0364603759,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
53,Rv1776c+WhiB4,False,-0.035663670200000004,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
57,SG_8,False,-0.0355658499,,Single Gene iModulon 8,Single Gene
17,VirS,False,0.0338825859,virS,Transcription factor that is activated and responds to acidic environments,Redox
27,Unc_2,False,0.028994407200000002,,Uncharacterized iModulon 2,Uncharacterized
67,Peptidoglycan Biosynthesis,False,0.0245489956,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
2,IniR,False,-0.024324396,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
34,MbcA+Rv3249c+Rv3066,False,0.0243028872,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
62,Rv2488c,False,-0.0230803482,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
60,Rv0681,False,-0.0230750149,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
12,Mycofactocin Synthesis Pathway,False,-0.022918276300000002,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
20,FasR,False,-0.022319083,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
38,SG_5,False,0.0213067673,,Single Gene iModulon 5,Single Gene
79,WhiB4/IdeR,False,-0.0211459955,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
40,KstR2,False,-0.0199997523,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
77,Central Carbon Metabolism,False,0.019925937300000002,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
69,Rv0135+Rv1019,False,0.019840917,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
45,SigD,False,0.017690600900000002,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
35,Unc_4,False,0.0176798607,,Uncharacterized iModulon 4,Uncharacterized
29,Blal,False,0.0174249007,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
51,PhoP,False,-0.0173035273,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
22,SG_3,False,0.0171100252,,Single Gene iModulon 3,Single Gene
55,WhiB7,False,0.0169520578,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
1,Polyketide Synthase Complex,False,-0.0157930647,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
66,M-box,False,0.015396508500000001,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
23,PrpR,False,0.0142674353,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
41,Unc_5,False,-0.014132586800000001,,Uncharacterized iModulon 5,Uncharacterized
14,SG_2,False,0.013584692,,Single Gene iModulon 2,Single Gene
36,Fumarate Reductase,False,0.0132751477,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
56,Fatty Acid Biosynthesis,False,-0.0129635319,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
65,SG_10,False,0.0120859459,,Single Gene iModulon 10,Single Gene
4,WhiB4,False,-0.0120788835,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
54,Unc_7,False,-0.0115317405,,Uncharacterized iModulon 7,Uncharacterized
15,BkaR,False,-0.0112346324,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
13,SG_1,False,-0.0111819741,,Single Gene iModulon 1,Single Gene
16,Mce3R,False,-0.0109818586,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
42,Nicotinate Metabolism,False,0.010824901000000001,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
71,PDIM;PGL Synthesis,False,0.0106403887,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
18,Unc_1,False,0.0099973586,,Uncharacterized iModulon 1,Uncharacterized
37,Rv3095,False,-0.0096052955,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
59,Rv0576,False,0.009377327000000001,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
73,SG_11,False,-0.0089080296,,Single Gene iModulon 11,Single Gene
9,SigK,False,-0.0085004962,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
44,SG_6,False,-0.0082821497,,Single Genes iModulon 6,Single Gene
63,SG_9,False,-0.0073330661000000005,,Single Gene iModulon 9,Single Gene
19,WhiB6,False,-0.0073293187,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
78,Positive Regulation of Growth,False,0.007065998600000001,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
48,Leucine Related,False,-0.0070251143,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
33,SG_4,False,-0.0067893479,,Single Gene iModulon 4,Single Gene
7,GroEL-GroES Complex,False,-0.006705851200000001,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
24,Salicylate Induced,False,0.0065190566,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
21,MprA,False,0.0064895891,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
74,SG_12,False,-0.0061575028,,Single Gene iModulon 12,Single Gene
31,ArgR,False,-0.0060384717,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
61,Nucleic Acid Hydrolysis ,False,-0.0054158421,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
26,EspL KO,False,0.005022985000000001,,Single Gene iModulon that captures EspL knockout,KO
5,DevR-1,False,-0.0046341234000000005,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
25,Rv0078+Rv2034,False,0.0040907031,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
10,RicR,False,0.0039575519,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
49,Rv1828/SigH,False,-0.0035328441000000003,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
76,SG_13,False,0.0030463083000000003,,Single Gene iModulon 13,Single Gene
30,HPT-2b Induced,False,0.0026064875,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
0,SigH,False,0.0022501196000000003,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
50,Unc_6,False,-0.0019480838,,Uncharacterized iModulon 6,Uncharacterized
32,Unc_3,False,-0.0017748524,,Uncharacterized iModulon 3,Uncharacterized
47,SG_7,False,-0.0017472747,,Single Gene iModulon 7,Single Gene
43,LysG,False,0.0016976706,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
52,DevR-2,False,-0.0014760789000000001,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
39,SigC,False,0.0014295035,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
28,WhiB1,False,0.0012636301,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
11,EccE1 KO,False,0.0011801766,,Single Gene iModulon that captures EccE1 knockout,KO
46,Rv2621c,False,0.0010931008000000001,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
72,Unc_8,False,0.0009607108,,Uncharacterized iModulon 8,Uncharacterized
75,Unc_9,False,0.0006695592,,Uncharacterized iModulon 9,Uncharacterized
6,MarR,False,-4.50618e-05,marR,Transcription factor that regulates the response to acid stress,Acid Stress
8,IdeR,False,-2.7121e-05,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
