k,Name,in_iM,gene_weight,Regulator,Function,Category
78,Positive Regulation of Growth,True,0.1082530842,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
32,Unc_3,False,-0.0359168068,,Uncharacterized iModulon 3,Uncharacterized
29,Blal,False,-0.034453175600000004,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
40,KstR2,False,0.032006193,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
12,Mycofactocin Synthesis Pathway,False,-0.030784279900000003,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
13,SG_1,False,0.026938697900000003,,Single Gene iModulon 1,Single Gene
66,M-box,False,-0.0265242078,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
46,Rv2621c,False,0.0245508977,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
34,MbcA+Rv3249c+Rv3066,False,-0.0238882144,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
22,SG_3,False,-0.023496956000000003,,Single Gene iModulon 3,Single Gene
35,Unc_4,False,0.0215355767,,Uncharacterized iModulon 4,Uncharacterized
4,WhiB4,False,-0.0209547548,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
27,Unc_2,False,0.0202537144,,Uncharacterized iModulon 2,Uncharacterized
64,Mce1R,False,0.0180851276,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
33,SG_4,False,0.017686565,,Single Gene iModulon 4,Single Gene
76,SG_13,False,0.0172738842,,Single Gene iModulon 13,Single Gene
15,BkaR,False,-0.0170231299,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
24,Salicylate Induced,False,-0.017016242100000002,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
70,Lsr2,False,-0.01698834,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
68,Sulfur Metabolism,False,0.0168224021,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
53,Rv1776c+WhiB4,False,-0.0165766518,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
38,SG_5,False,0.015580234100000001,,Single Gene iModulon 5,Single Gene
75,Unc_9,False,-0.0155529615,,Uncharacterized iModulon 9,Uncharacterized
23,PrpR,False,-0.014892780900000001,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
50,Unc_6,False,-0.014856562600000001,,Uncharacterized iModulon 6,Uncharacterized
48,Leucine Related,False,0.0146281924,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
39,SigC,False,-0.013976648400000001,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
42,Nicotinate Metabolism,False,-0.013765016900000001,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
60,Rv0681,False,-0.0137104323,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
18,Unc_1,False,0.0136967971,,Uncharacterized iModulon 1,Uncharacterized
9,SigK,False,-0.0121350745,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
0,SigH,False,0.011616140300000001,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
69,Rv0135+Rv1019,False,-0.011180437500000001,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
54,Unc_7,False,-0.0108220348,,Uncharacterized iModulon 7,Uncharacterized
72,Unc_8,False,-0.0104033193,,Uncharacterized iModulon 8,Uncharacterized
17,VirS,False,-0.0099005202,virS,Transcription factor that is activated and responds to acidic environments,Redox
63,SG_9,False,-0.0098367266,,Single Gene iModulon 9,Single Gene
20,FasR,False,-0.0097648357,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
44,SG_6,False,0.009745360100000001,,Single Genes iModulon 6,Single Gene
59,Rv0576,False,0.0093599216,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
31,ArgR,False,-0.009215855700000001,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
36,Fumarate Reductase,False,0.0089107422,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
11,EccE1 KO,False,-0.0084602461,,Single Gene iModulon that captures EccE1 knockout,KO
73,SG_11,False,-0.008310758100000001,,Single Gene iModulon 11,Single Gene
65,SG_10,False,0.0080175953,,Single Gene iModulon 10,Single Gene
43,LysG,False,0.0072812399,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
74,SG_12,False,-0.007271513,,Single Gene iModulon 12,Single Gene
37,Rv3095,False,-0.0068937735,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
71,PDIM;PGL Synthesis,False,0.0067723060000000005,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
56,Fatty Acid Biosynthesis,False,0.0062565489000000005,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
16,Mce3R,False,0.005929912000000001,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
49,Rv1828/SigH,False,0.0055755721000000005,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
21,MprA,False,-0.0055296124,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
19,WhiB6,False,0.0052300685,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
55,WhiB7,False,-0.005100038800000001,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
10,RicR,False,-0.0050831588,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
1,Polyketide Synthase Complex,False,0.0049274555000000005,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
8,IdeR,False,-0.0048605919,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
41,Unc_5,False,-0.004356853,,Uncharacterized iModulon 5,Uncharacterized
61,Nucleic Acid Hydrolysis ,False,0.0040668077,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
