k,Name,in_iM,gene_weight,Regulator,Function,Category
77,Central Carbon Metabolism,True,0.0652737882,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
78,Positive Regulation of Growth,False,0.0538697449,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
72,Unc_8,False,0.036938408400000004,,Uncharacterized iModulon 8,Uncharacterized
34,MbcA+Rv3249c+Rv3066,False,0.0242593755,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
71,PDIM;PGL Synthesis,False,-0.0221953132,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
75,Unc_9,False,0.0214543273,,Uncharacterized iModulon 9,Uncharacterized
60,Rv0681,False,0.0210323891,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
14,SG_2,False,-0.0206407846,,Single Gene iModulon 2,Single Gene
39,SigC,False,-0.0175145957,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
74,SG_12,False,0.0171871171,,Single Gene iModulon 12,Single Gene
0,SigH,False,-0.0164312461,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
9,SigK,False,-0.0152580988,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
54,Unc_7,False,-0.015074942400000001,,Uncharacterized iModulon 7,Uncharacterized
56,Fatty Acid Biosynthesis,False,-0.01438176,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
2,IniR,False,0.0143571199,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
63,SG_9,False,0.0140131451,,Single Gene iModulon 9,Single Gene
26,EspL KO,False,0.0139563117,,Single Gene iModulon that captures EspL knockout,KO
46,Rv2621c,False,-0.0135861472,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
68,Sulfur Metabolism,False,-0.0134842103,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
1,Polyketide Synthase Complex,False,0.0131713178,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
62,Rv2488c,False,-0.012345958700000001,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
52,DevR-2,False,-0.0121357132,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
57,SG_8,False,-0.011954984,,Single Gene iModulon 8,Single Gene
59,Rv0576,False,-0.0115541713,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
76,SG_13,False,-0.0112719802,,Single Gene iModulon 13,Single Gene
69,Rv0135+Rv1019,False,0.0108386318,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
53,Rv1776c+WhiB4,False,-0.0106067416,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
35,Unc_4,False,0.0103923751,,Uncharacterized iModulon 4,Uncharacterized
18,Unc_1,False,0.0103875448,,Uncharacterized iModulon 1,Uncharacterized
41,Unc_5,False,0.009541562,,Uncharacterized iModulon 5,Uncharacterized
4,WhiB4,False,-0.0094150195,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
30,HPT-2b Induced,False,0.0092581742,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
51,PhoP,False,0.0091005574,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
36,Fumarate Reductase,False,0.0089129841,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
37,Rv3095,False,-0.008842687,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
10,RicR,False,-0.008631028,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
47,SG_7,False,-0.008465643200000001,,Single Gene iModulon 7,Single Gene
