,name,x,y,cog,color,link
meta,start,0.1634462776023785,,,,
Rv0001,dnaA,1,-0.0015518688000000001,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,0.0053563557,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,0.0050266856000000006,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,-0.011855458400000001,Function unknown,#0000ff,
Rv0005,gyrB,5240,-0.0006694813,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,-0.0011510761,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.0048902414,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,-0.0004987946,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,-0.0143251964,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,0.0035034011,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,0.0130914277,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,0.0029660750000000003,Function unknown,#0000ff,
Rv0013,trpG,14914,0.0106379449,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,0.0042114386,Transcription,#000000,
Rv0015c,pknA,17467,-0.0023474765,Transcription,#000000,
Rv0016c,pbpA,18759,0.0128148655,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,0.0062234633,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,0.0052641999000000005,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,0.0010279917,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,-0.0012498007000000002,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,0.0126201604,Function unknown,#0000ff,
Rv0022c,whiB5,27023,-0.0456343623,Transcription,#000000,
Rv0023,Rv0023,27595,0.0110159368,Transcription,#000000,
Rv0024,Rv0024,28362,-0.0140151304,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,-0.0161440757,Function unknown,#0000ff,
Rv0026,Rv0026,29722,0.0104638755,Function unknown,#0000ff,
Rv0027,Rv0027,31189,-0.0134440088,Function unknown,#0000ff,
Rv0028,Rv0028,31514,-0.0061871127000000005,Function unknown,#0000ff,
Rv0029,Rv0029,32057,0.0089342477,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,-0.0047258993,Function unknown,#0000ff,
Rv0032,bioF2,34295,0.029932500100000002,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,0.0398183667,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,0.050098289500000004,Function unknown,#0000ff,
Rv0035,fadD34,37259,0.0417169182,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,-0.0155654903,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,0.0074610272,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,-0.0082899206,Transcription,#000000,
Rv0039c,Rv0039c,42004,0.0057824336,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,-0.0060557012,Function unknown,#0000ff,
Rv0041,leuS,43562,0.006016126100000001,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0042c,Rv0042c,46581,0.0216740637,Transcription,#000000,
Rv0043c,Rv0043c,47366,-0.0078478081,Transcription,#000000,
Rv0044c,Rv0044c,48233,0.006261839000000001,Energy production and conversion,#708090,
Rv0045c,Rv0045c,49043,-0.0131295782,Amino acid transport and metabolism,#ff0000,
Rv0046c,ino1,50021,-0.037521124,Lipid transport and metabolism,#87cefa,
Rv0047c,Rv0047c,51185,-0.0240895268,Transcription,#000000,
Rv0048c,Rv0048c,51828,0.0058757304,Function unknown,#0000ff,
Rv0049,Rv0049,52831,0.0021782955,Function unknown,#0000ff,
Rv0050,ponA1,53663,0.0070708632,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0051,Rv0051,55696,0.011507335700000001,Function unknown,#0000ff,
Rv0052,Rv0052,57410,-0.0012387251,Function unknown,#0000ff,
Rv0053,rpsF,58192,0.0044846445,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0054,ssb,58586,-0.0001004766,"Replication, recombination and repair",#1e90ff,
Rv0055,rpsR1,59122,0.006957086,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0056,rplI,59409,-0.0046523217,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0057,Rv0057,59896,0.0030456563,No COG annotation,#00bfbf,
Rv0058,dnaB,60396,-0.0077814981,"Replication, recombination and repair",#1e90ff,
Rv0059,Rv0059,63200,0.0119134765,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0060,Rv0060,63909,0.00755527,Function unknown,#0000ff,
Rv0061c,Rv0061c,65012,-0.0016289516,No COG annotation,#00bfbf,
Rv0062,celA1,65552,0.004501664900000001,Carbohydrate transport and metabolism,#ffc0cb,
Rv0063,Rv0063,66923,-0.0109900601,Energy production and conversion,#708090,
Rv0063a,Rv0063a,68418,-0.0359508262,No COG annotation,#00bfbf,
Rv0064,Rv0064,68620,-0.0204783947,Function unknown,#0000ff,
Rv0064A,vapB1,71589,-0.029878274700000002,No COG annotation,#00bfbf,
Rv0065,vapC1,71821,-0.0280472028,Nucleotide transport and metabolism,#87ceeb,
Rv0066c,icd2,72274,0.0037773644,Energy production and conversion,#708090,
Rv0067c,Rv0067c,74629,-0.0216937591,Transcription,#000000,
Rv0068,Rv0068,75301,0.0052512181,Lipid transport and metabolism,#87cefa,
Rv0069c,sdaA,76237,-0.0001893417,Amino acid transport and metabolism,#ff0000,
Rv0070c,glyA2,77619,0.0026992954,Amino acid transport and metabolism,#ff0000,
Rv0071,Rv0071,79486,0.0109878441,"Replication, recombination and repair",#1e90ff,
