,name,x,y,cog,color,link
meta,start,0.1031851607502655,,,,
Rv0001,dnaA,1,-0.0154911397,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.0076240294,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,0.0065686179,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,0.008598865800000001,Function unknown,#0000ff,
Rv0005,gyrB,5240,0.0078220001,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,5.66939e-05,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.0082215055,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,-0.0213394124,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,-0.034791725100000004,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,-7.59159e-05,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,0.0065434222,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,0.0077278579,Function unknown,#0000ff,
Rv0013,trpG,14914,0.0132641861,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,0.0083397694,Transcription,#000000,
Rv0015c,pknA,17467,0.0061296758000000005,Transcription,#000000,
Rv0016c,pbpA,18759,0.0062034494,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,-0.0044883106,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,0.013749736700000001,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,0.013858451,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.0013806051,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,0.0025148006,Function unknown,#0000ff,
Rv0022c,whiB5,27023,0.0077858473,Transcription,#000000,
Rv0023,Rv0023,27595,0.020412689600000002,Transcription,#000000,
Rv0024,Rv0024,28362,0.011082134,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,-0.0006143787,Function unknown,#0000ff,
Rv0026,Rv0026,29722,-0.0058964673,Function unknown,#0000ff,
Rv0027,Rv0027,31189,-0.0011350675,Function unknown,#0000ff,
Rv0028,Rv0028,31514,0.0075352537,Function unknown,#0000ff,
Rv0029,Rv0029,32057,-0.0060862429,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,0.0084429712,Function unknown,#0000ff,
Rv0032,bioF2,34295,-0.020997546500000002,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,-0.05820731,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,-0.0178381855,Function unknown,#0000ff,
Rv0035,fadD34,37259,-0.0306870638,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,-0.0106651036,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,0.0041841098,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,0.0073235643,Transcription,#000000,
Rv0039c,Rv0039c,42004,-0.0205465875,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,0.0041873972,Function unknown,#0000ff,
Rv0041,leuS,43562,0.006759907900000001,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0042c,Rv0042c,46581,-0.0098786516,Transcription,#000000,
Rv0043c,Rv0043c,47366,0.002381979,Transcription,#000000,
Rv0044c,Rv0044c,48233,0.0016892306,Energy production and conversion,#708090,
Rv0045c,Rv0045c,49043,0.013455100900000001,Amino acid transport and metabolism,#ff0000,
Rv0046c,ino1,50021,-0.0088287491,Lipid transport and metabolism,#87cefa,
Rv0047c,Rv0047c,51185,-0.0179273294,Transcription,#000000,
Rv0048c,Rv0048c,51828,0.0057552683000000006,Function unknown,#0000ff,
Rv0049,Rv0049,52831,-0.007020131000000001,Function unknown,#0000ff,
Rv0050,ponA1,53663,-0.0064243192000000005,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0051,Rv0051,55696,-0.0147912804,Function unknown,#0000ff,
Rv0052,Rv0052,57410,-0.010445675500000001,Function unknown,#0000ff,
Rv0053,rpsF,58192,0.007997303400000001,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0054,ssb,58586,-0.0073610632,"Replication, recombination and repair",#1e90ff,
Rv0055,rpsR1,59122,0.0019156912,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0056,rplI,59409,0.0055644481,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0057,Rv0057,59896,0.0114280964,No COG annotation,#00bfbf,
Rv0058,dnaB,60396,-0.0064440308,"Replication, recombination and repair",#1e90ff,
Rv0059,Rv0059,63200,-0.0046788519,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0060,Rv0060,63909,0.0008759490000000001,Function unknown,#0000ff,
Rv0061c,Rv0061c,65012,0.009131959,No COG annotation,#00bfbf,
Rv0062,celA1,65552,0.0210115586,Carbohydrate transport and metabolism,#ffc0cb,
Rv0063,Rv0063,66923,0.0036292739,Energy production and conversion,#708090,
Rv0063a,Rv0063a,68418,0.025009435400000002,No COG annotation,#00bfbf,
Rv0064,Rv0064,68620,0.0184614348,Function unknown,#0000ff,
Rv0064A,vapB1,71589,0.0146968524,No COG annotation,#00bfbf,
Rv0065,vapC1,71821,-0.0054841216,Nucleotide transport and metabolism,#87ceeb,
Rv0066c,icd2,72274,0.0067428228,Energy production and conversion,#708090,
Rv0067c,Rv0067c,74629,-0.0074611648000000004,Transcription,#000000,
Rv0068,Rv0068,75301,-0.0028651018,Lipid transport and metabolism,#87cefa,
Rv0069c,sdaA,76237,0.010223346900000001,Amino acid transport and metabolism,#ff0000,
Rv0070c,glyA2,77619,0.0119094843,Amino acid transport and metabolism,#ff0000,
Rv0071,Rv0071,79486,-0.0060758406,"Replication, recombination and repair",#1e90ff,
Rv0072,Rv0072,80624,-0.014875226100000001,Defense mechanisms,#90ee90,
Rv0073,Rv0073,81676,-0.015402811700000001,Defense mechanisms,#90ee90,
Rv0074,Rv0074,82748,-0.0158674434,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0075,Rv0075,83996,-2.70645e-05,Amino acid transport and metabolism,#ff0000,
Rv0076c,Rv0076c,85183,0.012740741600000001,No COG annotation,#00bfbf,
Rv0077c,Rv0077c,85636,-0.0135097752,Lipid transport and metabolism,#87cefa,
Rv0078,Rv0078,86528,0.0051520892,Transcription,#000000,
Rv0078A,Rv0078A,87208,0.0039784782,Function unknown,#0000ff,
Rv0078B,Rv0078B,87798,0.0054252788,No COG annotation,#00bfbf,
Rv0079,Rv0079,88204,0.027984917600000003,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0080,Rv0080,89022,0.0675825818,Transcription,#000000,
Rv0081,Rv0081,89575,-0.0063422879,Transcription,#000000,
Rv0082,Rv0082,89924,-0.0265874341,Energy production and conversion,#708090,
Rv0083,Rv0083,90400,-0.023302709,Energy production and conversion,#708090,
Rv0084,hycD,92328,-0.0058737091,Energy production and conversion,#708090,
Rv0085,hycP,93289,-0.0396965951,Energy production and conversion,#708090,
Rv0086,hycQ,93951,-0.004798412,Energy production and conversion,#708090,
Rv0087,hycE,95414,-0.0197068843,Energy production and conversion,#708090,
Rv0088,Rv0088,96927,-0.0007940742,Function unknown,#0000ff,
Rv0089,Rv0089,97758,-0.0092441765,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0090,Rv0090,98480,-0.0160080875,Function unknown,#0000ff,
Rv0091,mtn,99684,-0.0043304953,Amino acid transport and metabolism,#ff0000,
Rv0092,ctpA,100583,0.0099014485,Inorganic ion transport and metabolism,#8b4513,
Rv0093c,Rv0093c,102815,-0.0022963169,Function unknown,#0000ff,
Rv0094c,Rv0094c,103710,0.023142012,Defense mechanisms,#90ee90,
Rv0095c,Rv0095c,104805,-0.0003606894,Defense mechanisms,#90ee90,
Rv0096,PPE1,105324,-0.013351544000000002,Cell motility,#da70d6,
Rv0097,Rv0097,106734,-0.0033366107,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0098,fcoT,107600,0.005268531700000001,Function unknown,#0000ff,
Rv0099,fadD10,108156,-0.0025680437,Lipid transport and metabolism,#87cefa,
Rv0100,Rv0100,109783,0.0056101495,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0101,nrp,110001,-0.000792203,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
