,name,x,y,cog,color,link
meta,start,0.132025410700676,,,,
Rv0001,dnaA,1,-0.0096779246,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,0.009029361500000001,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,0.0172703963,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,-0.0009233348,Function unknown,#0000ff,
Rv0005,gyrB,5240,-0.0024031804,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,0.0031194667000000002,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.0076028728,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,-0.011670127300000001,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,0.015054184600000001,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,-9.952270000000001e-05,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,-0.0173082497,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,0.001656691,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.0007670348,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,-0.0021028109,Transcription,#000000,
Rv0015c,pknA,17467,0.0013789838000000001,Transcription,#000000,
Rv0016c,pbpA,18759,0.0054324618,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,7.49487e-05,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,-0.0029442170000000003,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,-0.0021912893,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.0039770576,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,0.0173410559,Function unknown,#0000ff,
Rv0022c,whiB5,27023,0.0058977293000000005,Transcription,#000000,
Rv0023,Rv0023,27595,-0.0040295445,Transcription,#000000,
Rv0024,Rv0024,28362,0.00023508990000000002,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,0.0023708523000000002,Function unknown,#0000ff,
Rv0026,Rv0026,29722,-0.0020051231,Function unknown,#0000ff,
Rv0027,Rv0027,31189,0.0105396397,Function unknown,#0000ff,
Rv0028,Rv0028,31514,0.0054254690000000005,Function unknown,#0000ff,
Rv0029,Rv0029,32057,0.0035925892000000003,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,0.013943661100000001,Function unknown,#0000ff,
Rv0032,bioF2,34295,0.0087449011,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,0.0093385546,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,0.0051276185,Function unknown,#0000ff,
Rv0035,fadD34,37259,0.0123039112,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,0.0031333109,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,-0.0007845817,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,-0.0027003963,Transcription,#000000,
Rv0039c,Rv0039c,42004,0.012065522,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,-0.0076838361,Function unknown,#0000ff,
Rv0041,leuS,43562,0.0030776344000000002,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0042c,Rv0042c,46581,0.0073634878,Transcription,#000000,
Rv0043c,Rv0043c,47366,0.0068329229,Transcription,#000000,
Rv0044c,Rv0044c,48233,-0.0009877089,Energy production and conversion,#708090,
Rv0045c,Rv0045c,49043,0.013896627200000001,Amino acid transport and metabolism,#ff0000,
Rv0046c,ino1,50021,0.030266799900000002,Lipid transport and metabolism,#87cefa,
Rv0047c,Rv0047c,51185,0.0236632196,Transcription,#000000,
Rv0048c,Rv0048c,51828,0.0206882893,Function unknown,#0000ff,
Rv0049,Rv0049,52831,0.0024735094,Function unknown,#0000ff,
Rv0050,ponA1,53663,0.00045072920000000004,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0051,Rv0051,55696,-0.0028801275000000003,Function unknown,#0000ff,
Rv0052,Rv0052,57410,0.0013696272,Function unknown,#0000ff,
Rv0053,rpsF,58192,0.0008017101,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0054,ssb,58586,-0.0015132352,"Replication, recombination and repair",#1e90ff,
Rv0055,rpsR1,59122,0.0031502082000000003,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0056,rplI,59409,-0.0023088189,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0057,Rv0057,59896,-0.0080348107,No COG annotation,#00bfbf,
Rv0058,dnaB,60396,-0.013596951000000001,"Replication, recombination and repair",#1e90ff,
Rv0059,Rv0059,63200,0.0021631469,Cell wall/membrane/envelope biogenesis,#c71585,
