,name,x,y,cog,color,link
meta,start,0.078135427373466,,,,
Rv0001,dnaA,1,0.009294390900000001,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,0.0049443364,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,0.0163390576,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,0.00038082080000000003,Function unknown,#0000ff,
Rv0005,gyrB,5240,-0.0162664486,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,-0.020831623100000002,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.014243284200000001,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,0.009048272100000001,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,-0.0153669478,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,-0.0133153249,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,0.0015970616,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,-0.014878957000000002,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.0138596108,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,-0.0064892998,Transcription,#000000,
Rv0015c,pknA,17467,0.0038790589,Transcription,#000000,
Rv0016c,pbpA,18759,-0.0010399629,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,-0.005619174,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,0.0006880289,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,0.0043840744,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.000701329,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,0.0036504315,Function unknown,#0000ff,
Rv0022c,whiB5,27023,6.7494e-06,Transcription,#000000,
Rv0023,Rv0023,27595,-0.0066460359000000005,Transcription,#000000,
Rv0024,Rv0024,28362,-0.0074804397,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,0.0092701273,Function unknown,#0000ff,
Rv0026,Rv0026,29722,0.0100485702,Function unknown,#0000ff,
Rv0027,Rv0027,31189,-0.0104724041,Function unknown,#0000ff,
Rv0028,Rv0028,31514,0.0103216412,Function unknown,#0000ff,
Rv0029,Rv0029,32057,-0.013253233500000001,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,0.0007524615,Function unknown,#0000ff,
Rv0032,bioF2,34295,0.022173320200000003,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,-0.0107939092,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,0.026638932900000002,Function unknown,#0000ff,
Rv0035,fadD34,37259,0.0146036801,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,-0.005105928,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,-0.0044712982,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,-0.0057857169000000005,Transcription,#000000,
Rv0039c,Rv0039c,42004,-0.0101229805,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,-0.0076709522,Function unknown,#0000ff,
Rv0041,leuS,43562,0.0021089374,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0042c,Rv0042c,46581,-0.009668067800000001,Transcription,#000000,
Rv0043c,Rv0043c,47366,-0.013700798200000001,Transcription,#000000,
Rv0044c,Rv0044c,48233,-0.00029711340000000003,Energy production and conversion,#708090,
Rv0045c,Rv0045c,49043,0.0140892707,Amino acid transport and metabolism,#ff0000,
Rv0046c,ino1,50021,-0.0009224939,Lipid transport and metabolism,#87cefa,
Rv0047c,Rv0047c,51185,0.0017177389,Transcription,#000000,
Rv0048c,Rv0048c,51828,-0.0009804574,Function unknown,#0000ff,
Rv0049,Rv0049,52831,-0.0097284552,Function unknown,#0000ff,
Rv0050,ponA1,53663,-0.006258638,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0051,Rv0051,55696,-0.0055487744,Function unknown,#0000ff,
Rv0052,Rv0052,57410,0.0044037511000000005,Function unknown,#0000ff,
Rv0053,rpsF,58192,-0.0228493782,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0054,ssb,58586,-0.010922564400000001,"Replication, recombination and repair",#1e90ff,
Rv0055,rpsR1,59122,-0.0258506225,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0056,rplI,59409,-0.0027804649,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0057,Rv0057,59896,-0.011032744700000001,No COG annotation,#00bfbf,
Rv0058,dnaB,60396,0.00042007240000000004,"Replication, recombination and repair",#1e90ff,
Rv0059,Rv0059,63200,0.002480183,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0060,Rv0060,63909,-0.006552671,Function unknown,#0000ff,
Rv0061c,Rv0061c,65012,-0.004450365,No COG annotation,#00bfbf,
Rv0062,celA1,65552,0.007732623,Carbohydrate transport and metabolism,#ffc0cb,
Rv0063,Rv0063,66923,-0.013398434300000001,Energy production and conversion,#708090,
Rv0063a,Rv0063a,68418,0.0034906206,No COG annotation,#00bfbf,
Rv0064,Rv0064,68620,-0.0145566601,Function unknown,#0000ff,
Rv0064A,vapB1,71589,-0.0240469933,No COG annotation,#00bfbf,
Rv0065,vapC1,71821,-0.014865812800000001,Nucleotide transport and metabolism,#87ceeb,
