k,Name,in_iM,gene_weight,Regulator,Function,Category
79,WhiB4/IdeR,False,0.0570757397,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
35,Unc_4,False,0.026574156600000003,,Uncharacterized iModulon 4,Uncharacterized
77,Central Carbon Metabolism,False,0.026154518800000002,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
66,M-box,False,-0.023674883600000002,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
6,MarR,False,-0.0209872584,marR,Transcription factor that regulates the response to acid stress,Acid Stress
2,IniR,False,-0.0203605601,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
68,Sulfur Metabolism,False,-0.020091887000000003,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
33,SG_4,False,-0.0189824583,,Single Gene iModulon 4,Single Gene
40,KstR2,False,-0.0187020756,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
60,Rv0681,False,0.0177509608,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
53,Rv1776c+WhiB4,False,0.017111350600000002,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
4,WhiB4,False,0.0157614553,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
47,SG_7,False,0.0132687894,,Single Gene iModulon 7,Single Gene
21,MprA,False,-0.012403150600000001,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
24,Salicylate Induced,False,-0.0118636482,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
59,Rv0576,False,0.0116469821,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
10,RicR,False,-0.0110090246,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
46,Rv2621c,False,-0.0108635611,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
28,WhiB1,False,0.010741985400000001,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
43,LysG,False,0.0105187257,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
65,SG_10,False,0.010419160700000001,,Single Gene iModulon 10,Single Gene
61,Nucleic Acid Hydrolysis ,False,0.0102124437,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
25,Rv0078+Rv2034,False,0.0100927059,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
56,Fatty Acid Biosynthesis,False,-0.009300385100000001,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
39,SigC,False,-0.0092921769,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
3,PyrR,False,-0.0091551043,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
8,IdeR,False,-0.0090949902,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
50,Unc_6,False,0.0087820047,,Uncharacterized iModulon 6,Uncharacterized
1,Polyketide Synthase Complex,False,0.0085494848,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
49,Rv1828/SigH,False,-0.008376693000000001,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
54,Unc_7,False,0.007874889500000001,,Uncharacterized iModulon 7,Uncharacterized
44,SG_6,False,0.0078249276,,Single Genes iModulon 6,Single Gene
48,Leucine Related,False,0.0074048594,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
58,Zur,False,-0.0071829309000000004,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
76,SG_13,False,0.0071373311,,Single Gene iModulon 13,Single Gene
30,HPT-2b Induced,False,0.0071282232000000004,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
23,PrpR,False,-0.0070238512,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
37,Rv3095,False,0.0067122626,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
74,SG_12,False,-0.0066260548,,Single Gene iModulon 12,Single Gene
36,Fumarate Reductase,False,0.0064502163000000005,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
67,Peptidoglycan Biosynthesis,False,-0.0056517796,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
63,SG_9,False,0.0055497516000000005,,Single Gene iModulon 9,Single Gene
52,DevR-2,False,-0.0053638971,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
64,Mce1R,False,-0.0052443901,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
45,SigD,False,0.005083618000000001,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
31,ArgR,False,-0.0050770793000000005,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
29,Blal,False,0.0047950435,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
18,Unc_1,False,0.0047145135,,Uncharacterized iModulon 1,Uncharacterized
38,SG_5,False,0.0045894623,,Single Gene iModulon 5,Single Gene
55,WhiB7,False,-0.0044214421,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
41,Unc_5,False,0.0042394234,,Uncharacterized iModulon 5,Uncharacterized
7,GroEL-GroES Complex,False,-0.0040621614,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
32,Unc_3,False,0.0039568594,,Uncharacterized iModulon 3,Uncharacterized
27,Unc_2,False,0.0038396616,,Uncharacterized iModulon 2,Uncharacterized
69,Rv0135+Rv1019,False,-0.0037878253,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
17,VirS,False,0.0037185117,virS,Transcription factor that is activated and responds to acidic environments,Redox
42,Nicotinate Metabolism,False,0.0033999051,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
70,Lsr2,False,-0.0033305086,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
14,SG_2,False,0.0031456846,,Single Gene iModulon 2,Single Gene
34,MbcA+Rv3249c+Rv3066,False,-0.0031443527000000002,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
78,Positive Regulation of Growth,False,-0.0031364343,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
75,Unc_9,False,0.0027403431,,Uncharacterized iModulon 9,Uncharacterized
13,SG_1,False,0.0025362421000000002,,Single Gene iModulon 1,Single Gene
16,Mce3R,False,0.0025006392,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
19,WhiB6,False,0.0023739545,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
71,PDIM;PGL Synthesis,False,-0.0023720481,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
20,FasR,False,-0.0019519817,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
12,Mycofactocin Synthesis Pathway,False,-0.0019061789,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
15,BkaR,False,-0.0019052072,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
9,SigK,False,0.0017935527000000001,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
11,EccE1 KO,False,-0.0016285043000000001,,Single Gene iModulon that captures EccE1 knockout,KO
73,SG_11,False,-0.0014751336,,Single Gene iModulon 11,Single Gene
22,SG_3,False,-0.0012339912,,Single Gene iModulon 3,Single Gene
0,SigH,False,0.001203754,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
57,SG_8,False,0.0006644233,,Single Gene iModulon 8,Single Gene
62,Rv2488c,False,0.0005662311,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
5,DevR-1,False,-0.00047297420000000004,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
72,Unc_8,False,0.0004499033,,Uncharacterized iModulon 8,Uncharacterized
51,PhoP,False,-0.0004363288,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
26,EspL KO,False,0.0003462884,,Single Gene iModulon that captures EspL knockout,KO
