k,Name,in_iM,gene_weight,Regulator,Function,Category
76,SG_13,False,0.0335301532,,Single Gene iModulon 13,Single Gene
72,Unc_8,False,0.022765129500000002,,Uncharacterized iModulon 8,Uncharacterized
14,SG_2,False,-0.022251593,,Single Gene iModulon 2,Single Gene
70,Lsr2,False,0.0211981265,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
60,Rv0681,False,-0.0211187303,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
65,SG_10,False,0.020975161000000003,,Single Gene iModulon 10,Single Gene
10,RicR,False,-0.0201955052,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
48,Leucine Related,False,0.0200754132,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
44,SG_6,False,0.0199858998,,Single Genes iModulon 6,Single Gene
18,Unc_1,False,0.019381576,,Uncharacterized iModulon 1,Uncharacterized
77,Central Carbon Metabolism,False,-0.0180343091,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
7,GroEL-GroES Complex,False,0.0175645472,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
13,SG_1,False,-0.015592543300000001,,Single Gene iModulon 1,Single Gene
73,SG_11,False,0.0147903591,,Single Gene iModulon 11,Single Gene
50,Unc_6,False,-0.014419606500000001,,Uncharacterized iModulon 6,Uncharacterized
78,Positive Regulation of Growth,False,0.014324422000000002,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
9,SigK,False,-0.013769681,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
23,PrpR,False,-0.0137305288,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
66,M-box,False,-0.0136897058,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
79,WhiB4/IdeR,False,-0.013272088500000001,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
29,Blal,False,-0.0131489085,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
31,ArgR,False,0.013115894400000001,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
35,Unc_4,False,0.012957404300000001,,Uncharacterized iModulon 4,Uncharacterized
67,Peptidoglycan Biosynthesis,False,-0.012771021300000001,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
2,IniR,False,-0.0125883182,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
17,VirS,False,0.0120911225,virS,Transcription factor that is activated and responds to acidic environments,Redox
62,Rv2488c,False,-0.0116591993,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
27,Unc_2,False,0.010256423,,Uncharacterized iModulon 2,Uncharacterized
38,SG_5,False,0.0094036684,,Single Gene iModulon 5,Single Gene
33,SG_4,False,-0.0093480154,,Single Gene iModulon 4,Single Gene
53,Rv1776c+WhiB4,False,0.0092096008,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
21,MprA,False,-0.0088251328,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
64,Mce1R,False,0.0088132248,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
22,SG_3,False,-0.0085314797,,Single Gene iModulon 3,Single Gene
52,DevR-2,False,-0.0085046605,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
19,WhiB6,False,0.0084315196,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
39,SigC,False,-0.0081046505,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
59,Rv0576,False,-0.0080753132,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
11,EccE1 KO,False,0.007418867000000001,,Single Gene iModulon that captures EccE1 knockout,KO
61,Nucleic Acid Hydrolysis ,False,-0.0071889021,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
54,Unc_7,False,-0.007093987800000001,,Uncharacterized iModulon 7,Uncharacterized
63,SG_9,False,-0.0070218883,,Single Gene iModulon 9,Single Gene
75,Unc_9,False,0.006914310700000001,,Uncharacterized iModulon 9,Uncharacterized
68,Sulfur Metabolism,False,-0.0067630051,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
36,Fumarate Reductase,False,-0.0067348378,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
43,LysG,False,0.00639625,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
25,Rv0078+Rv2034,False,0.0059157512,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
55,WhiB7,False,-0.0057867769,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
