,name,x,y,cog,color,link
meta,start,0.2041091889518755,,,,
Rv0001,dnaA,1,-0.0019485836,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,0.0015340013,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,0.0063284675000000006,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,-0.0033775332000000003,Function unknown,#0000ff,
Rv0005,gyrB,5240,0.00014050760000000002,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,-0.0011073228,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.0010815498,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,-0.0074455271,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,0.0058557147,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,0.0024425598000000002,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,0.0010070183,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,-0.0044470425,Function unknown,#0000ff,
Rv0013,trpG,14914,0.0075004357,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,-0.0028015234,Transcription,#000000,
Rv0015c,pknA,17467,-0.0023089313000000003,Transcription,#000000,
Rv0016c,pbpA,18759,-0.0010759025,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,0.0002289537,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,-0.0018947133,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,0.0049030522,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.0042585624,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,-0.0048207412,Function unknown,#0000ff,
Rv0022c,whiB5,27023,-0.0291363636,Transcription,#000000,
Rv0023,Rv0023,27595,0.012839878,Transcription,#000000,
Rv0024,Rv0024,28362,-0.0049432952,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,-0.0107451974,Function unknown,#0000ff,
Rv0026,Rv0026,29722,0.0032906195,Function unknown,#0000ff,
Rv0027,Rv0027,31189,0.0054857691,Function unknown,#0000ff,
Rv0028,Rv0028,31514,-0.013690346300000001,Function unknown,#0000ff,
Rv0029,Rv0029,32057,-0.0087857101,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,0.0188526855,Function unknown,#0000ff,
Rv0032,bioF2,34295,-0.0119901526,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,0.0052715781,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,0.0062221036,Function unknown,#0000ff,
