,name,x,y,cog,color,link
meta,start,0.07722239450732851,,,,
Rv0001,dnaA,1,-0.0074505751000000005,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,0.0006427455000000001,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.0009667427000000001,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,-0.008959416100000001,Function unknown,#0000ff,
Rv0005,gyrB,5240,0.0139491573,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,0.0106234888,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,0.015966241200000002,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,-0.0047934598,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,0.0046188411,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,0.0041861038,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,0.018384313200000002,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,-0.0035570560000000003,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.0032471026,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,0.010669017900000001,Transcription,#000000,
Rv0015c,pknA,17467,-0.0104383549,Transcription,#000000,
Rv0016c,pbpA,18759,-0.010243710500000001,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,-0.0035916261,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,-0.0101133879,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,-0.000612377,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.0022503196,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,0.0001093729,Function unknown,#0000ff,
Rv0022c,whiB5,27023,-0.0160791997,Transcription,#000000,
Rv0023,Rv0023,27595,-0.0087437987,Transcription,#000000,
Rv0024,Rv0024,28362,6.844000000000001e-07,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,-0.0081889309,Function unknown,#0000ff,
