k,Name,in_iM,gene_weight,Regulator,Function,Category
66,M-box,False,0.0349865996,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
28,WhiB1,False,0.031574549800000004,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
30,HPT-2b Induced,False,0.0263961684,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
68,Sulfur Metabolism,False,0.024291024300000002,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
12,Mycofactocin Synthesis Pathway,False,0.0216955069,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
79,WhiB4/IdeR,False,-0.02079564,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
4,WhiB4,False,0.019762068,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
76,SG_13,False,-0.0186243527,,Single Gene iModulon 13,Single Gene
16,Mce3R,False,-0.0172453916,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
34,MbcA+Rv3249c+Rv3066,False,-0.0169288569,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
59,Rv0576,False,-0.0166472873,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
50,Unc_6,False,0.016510310400000002,,Uncharacterized iModulon 6,Uncharacterized
64,Mce1R,False,0.0163972976,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
1,Polyketide Synthase Complex,False,0.0163554641,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
15,BkaR,False,-0.015331411500000001,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
40,KstR2,False,0.014429101900000001,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
70,Lsr2,False,0.0143534908,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
21,MprA,False,-0.014337150600000001,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
53,Rv1776c+WhiB4,False,0.0130508289,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
75,Unc_9,False,0.012521947200000001,,Uncharacterized iModulon 9,Uncharacterized
41,Unc_5,False,-0.0121320904,,Uncharacterized iModulon 5,Uncharacterized
60,Rv0681,False,-0.0120383383,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
7,GroEL-GroES Complex,False,0.011667221,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
27,Unc_2,False,-0.0116529113,,Uncharacterized iModulon 2,Uncharacterized
14,SG_2,False,-0.0115240598,,Single Gene iModulon 2,Single Gene
24,Salicylate Induced,False,-0.011461196100000001,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
48,Leucine Related,False,-0.011328793600000001,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
71,PDIM;PGL Synthesis,False,-0.0111444538,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
22,SG_3,False,-0.010733000500000001,,Single Gene iModulon 3,Single Gene
62,Rv2488c,False,-0.0105957524,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
73,SG_11,False,-0.0102483273,,Single Gene iModulon 11,Single Gene
42,Nicotinate Metabolism,False,0.0094791899,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
55,WhiB7,False,0.0093681313,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
67,Peptidoglycan Biosynthesis,False,-0.009336199600000001,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
2,IniR,False,0.0092942413,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
49,Rv1828/SigH,False,-0.008999733900000001,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
3,PyrR,False,0.0088264655,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
31,ArgR,False,0.0080570383,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
63,SG_9,False,-0.007726905500000001,,Single Gene iModulon 9,Single Gene
61,Nucleic Acid Hydrolysis ,False,-0.0069073371,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
20,FasR,False,0.0068329053,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
43,LysG,False,-0.0068291415,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
8,IdeR,False,-0.0066360924,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
78,Positive Regulation of Growth,False,-0.006554943000000001,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
