,name,x,y,cog,color,link
meta,start,0.09973559274631749,,,,
Rv0001,dnaA,1,-0.0101806171,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.0040458002000000005,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.012529834,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,-0.0031275222000000003,Function unknown,#0000ff,
Rv0005,gyrB,5240,-0.0003093141,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,0.0023199728000000003,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,0.0012287833,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,-0.006744959500000001,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,-0.0188367821,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,-0.0176872208,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,0.0031497171000000003,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,0.0026555848,Function unknown,#0000ff,
Rv0013,trpG,14914,0.0023901181,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,-0.0053843199,Transcription,#000000,
Rv0015c,pknA,17467,-0.007168317400000001,Transcription,#000000,
Rv0016c,pbpA,18759,-0.0028060512,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,0.0029716986000000003,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,0.0025216938,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,-0.0005574364,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,-0.005357603000000001,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,-0.0071617371,Function unknown,#0000ff,
Rv0022c,whiB5,27023,-5.11869e-05,Transcription,#000000,
Rv0023,Rv0023,27595,-0.0098485653,Transcription,#000000,
Rv0024,Rv0024,28362,-0.0102964845,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,-0.0014333016,Function unknown,#0000ff,
Rv0026,Rv0026,29722,-0.014973015400000001,Function unknown,#0000ff,
Rv0027,Rv0027,31189,-0.0203658432,Function unknown,#0000ff,
Rv0028,Rv0028,31514,0.0062397285000000005,Function unknown,#0000ff,
Rv0029,Rv0029,32057,0.0020029447000000002,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,-0.0201008006,Function unknown,#0000ff,
Rv0032,bioF2,34295,-0.035448046000000004,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,-0.0604341065,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,-0.0206748632,Function unknown,#0000ff,
Rv0035,fadD34,37259,-0.0273895853,Lipid transport and metabolism,#87cefa,
