k,Name,in_iM,gene_weight,Regulator,Function,Category
55,WhiB7,False,0.0867501983,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
47,SG_7,False,-0.0430640648,,Single Gene iModulon 7,Single Gene
39,SigC,False,-0.0377988774,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
66,M-box,False,0.035869514000000005,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
50,Unc_6,False,0.033700069900000004,,Uncharacterized iModulon 6,Uncharacterized
46,Rv2621c,False,-0.0335006522,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
6,MarR,False,-0.0314627056,marR,Transcription factor that regulates the response to acid stress,Acid Stress
29,Blal,False,0.0299639087,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
54,Unc_7,False,0.0284865851,,Uncharacterized iModulon 7,Uncharacterized
79,WhiB4/IdeR,False,0.0275162122,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
77,Central Carbon Metabolism,False,-0.026455485600000002,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
63,SG_9,False,0.0248396411,,Single Gene iModulon 9,Single Gene
21,MprA,False,-0.0241476813,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
56,Fatty Acid Biosynthesis,False,0.0238102915,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
75,Unc_9,False,-0.023136615500000002,,Uncharacterized iModulon 9,Uncharacterized
17,VirS,False,0.0226786756,virS,Transcription factor that is activated and responds to acidic environments,Redox
36,Fumarate Reductase,False,0.0224710657,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
31,ArgR,False,-0.022420094300000002,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
32,Unc_3,False,0.0177329854,,Uncharacterized iModulon 3,Uncharacterized
49,Rv1828/SigH,False,-0.016832066700000002,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
38,SG_5,False,-0.0160357216,,Single Gene iModulon 5,Single Gene
0,SigH,False,0.016009964,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
28,WhiB1,False,0.0158160252,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
18,Unc_1,False,-0.015530336200000001,,Uncharacterized iModulon 1,Uncharacterized
37,Rv3095,False,0.015221015000000001,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
58,Zur,False,-0.0149740171,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
65,SG_10,False,0.014742099600000001,,Single Gene iModulon 10,Single Gene
73,SG_11,False,0.0146017186,,Single Gene iModulon 11,Single Gene
10,RicR,False,-0.014113020700000001,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
7,GroEL-GroES Complex,False,-0.013749086700000001,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
74,SG_12,False,0.01358703,,Single Gene iModulon 12,Single Gene
13,SG_1,False,0.013037726900000001,,Single Gene iModulon 1,Single Gene
41,Unc_5,False,-0.0123073242,,Uncharacterized iModulon 5,Uncharacterized
25,Rv0078+Rv2034,False,-0.0121992322,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
62,Rv2488c,False,-0.0114680495,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
40,KstR2,False,-0.0114449973,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
2,IniR,False,0.011345947700000001,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
61,Nucleic Acid Hydrolysis ,False,-0.010652491600000001,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
22,SG_3,False,-0.0100965145,,Single Gene iModulon 3,Single Gene
30,HPT-2b Induced,False,0.0098238132,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
76,SG_13,False,0.0098043583,,Single Gene iModulon 13,Single Gene
51,PhoP,False,-0.009751764900000001,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
43,LysG,False,0.0096292568,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
42,Nicotinate Metabolism,False,-0.009128054600000001,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
19,WhiB6,False,-0.008327694,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
20,FasR,False,0.0079709983,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
