k,Name,in_iM,gene_weight,Regulator,Function,Category
49,Rv1828/SigH,True,0.0595486057,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
51,PhoP,False,0.0438463983,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
68,Sulfur Metabolism,False,0.0402535497,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
17,VirS,False,-0.021221812,virS,Transcription factor that is activated and responds to acidic environments,Redox
53,Rv1776c+WhiB4,False,-0.0182289994,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
72,Unc_8,False,0.0170277158,,Uncharacterized iModulon 8,Uncharacterized
15,BkaR,False,0.0147489006,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
3,PyrR,False,0.013777694200000001,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
12,Mycofactocin Synthesis Pathway,False,-0.0109860261,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
18,Unc_1,False,-0.0106390797,,Uncharacterized iModulon 1,Uncharacterized
63,SG_9,False,-0.0091270541,,Single Gene iModulon 9,Single Gene
65,SG_10,False,-0.0090552913,,Single Gene iModulon 10,Single Gene
16,Mce3R,False,0.0090285904,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
40,KstR2,False,-0.008867510700000001,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
46,Rv2621c,False,0.0082110114,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
61,Nucleic Acid Hydrolysis ,False,0.0080260187,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
38,SG_5,False,-0.007960207300000001,,Single Gene iModulon 5,Single Gene
6,MarR,False,0.0079103343,marR,Transcription factor that regulates the response to acid stress,Acid Stress
57,SG_8,False,0.007906504,,Single Gene iModulon 8,Single Gene
35,Unc_4,False,-0.0076953460000000005,,Uncharacterized iModulon 4,Uncharacterized
74,SG_12,False,-0.0075480048,,Single Gene iModulon 12,Single Gene
