,name,x,y,cog,color,link
meta,start,0.042090806736566996,,,,
Rv0001,dnaA,1,-0.0045131925,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,0.0042094234000000005,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,0.0058923916000000005,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,0.0023546567,Function unknown,#0000ff,
Rv0005,gyrB,5240,-0.0055472410000000005,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,-0.0019305446000000002,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,0.0041263574,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,0.0017190432,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,0.0020956984,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,0.0043043546,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,0.0008095615,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,0.0007335523,Function unknown,#0000ff,
Rv0013,trpG,14914,0.00044584430000000003,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,0.007648617900000001,Transcription,#000000,
Rv0015c,pknA,17467,0.0003287882,Transcription,#000000,
Rv0016c,pbpA,18759,-0.0044892678,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,-0.0024595945,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,-0.0052840122,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,0.000536329,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,-0.0035387961000000003,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,-0.006839874,Function unknown,#0000ff,
Rv0022c,whiB5,27023,0.0042998713,Transcription,#000000,
Rv0023,Rv0023,27595,0.0034975413,Transcription,#000000,
Rv0024,Rv0024,28362,-0.0084509094,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,-0.0054081556,Function unknown,#0000ff,
Rv0026,Rv0026,29722,0.0010376027000000001,Function unknown,#0000ff,
Rv0027,Rv0027,31189,0.0075060819,Function unknown,#0000ff,
Rv0028,Rv0028,31514,-0.0025879926,Function unknown,#0000ff,
Rv0029,Rv0029,32057,-0.0086290528,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,-0.0064085136000000004,Function unknown,#0000ff,
Rv0032,bioF2,34295,-0.0215588412,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,-0.0063976279,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,-0.0224612011,Function unknown,#0000ff,
Rv0035,fadD34,37259,-0.0151779279,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,-0.0011980393,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,-0.0035623409,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,-0.0026826628,Transcription,#000000,
Rv0039c,Rv0039c,42004,-0.0005269485,No COG annotation,#00bfbf,
