,name,x,y,cog,color,link
meta,start,0.0812433803772625,,,,
Rv0001,dnaA,1,0.0032088879,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.0013879769,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.0039878116,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,-0.0110564393,Function unknown,#0000ff,
Rv0005,gyrB,5240,0.0110541716,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,0.0122562251,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,0.0144129436,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,0.0087935476,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,-0.0059044250000000005,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,0.0054542103,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,-0.0141276475,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,-0.002753515,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.0053191757000000004,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,0.0051494832,Transcription,#000000,
Rv0015c,pknA,17467,-0.0022966976,Transcription,#000000,
Rv0016c,pbpA,18759,-0.0071070096,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,0.0004703358,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,0.0073245490000000005,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,0.013361092000000001,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.0044484598,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,-0.012347893,Function unknown,#0000ff,
Rv0022c,whiB5,27023,-0.0381641895,Transcription,#000000,
Rv0023,Rv0023,27595,0.0115608961,Transcription,#000000,
Rv0024,Rv0024,28362,-0.001653457,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,-0.0083419251,Function unknown,#0000ff,
Rv0026,Rv0026,29722,0.004416028000000001,Function unknown,#0000ff,
Rv0027,Rv0027,31189,0.0185248593,Function unknown,#0000ff,
Rv0028,Rv0028,31514,-0.0007762717000000001,Function unknown,#0000ff,
Rv0029,Rv0029,32057,-0.000839966,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,-0.0007015302,Function unknown,#0000ff,
Rv0032,bioF2,34295,0.0018547867,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,0.0272514456,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,0.0130514754,Function unknown,#0000ff,
Rv0035,fadD34,37259,0.0032443084,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,0.000710144,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,-4.37141e-05,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,0.0002003689,Transcription,#000000,
Rv0039c,Rv0039c,42004,-0.0110795395,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,0.0018967983,Function unknown,#0000ff,
