k,Name,in_iM,gene_weight,Regulator,Function,Category
50,Unc_6,False,-0.0224970876,,Uncharacterized iModulon 6,Uncharacterized
32,Unc_3,False,0.0221247354,,Uncharacterized iModulon 3,Uncharacterized
44,SG_6,False,-0.0182145639,,Single Genes iModulon 6,Single Gene
15,BkaR,False,0.0167900911,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
54,Unc_7,False,0.0151257756,,Uncharacterized iModulon 7,Uncharacterized
33,SG_4,False,0.015058550200000001,,Single Gene iModulon 4,Single Gene
77,Central Carbon Metabolism,False,0.0145726753,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
56,Fatty Acid Biosynthesis,False,0.0140348723,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
25,Rv0078+Rv2034,False,-0.012987528100000001,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
6,MarR,False,0.0127847476,marR,Transcription factor that regulates the response to acid stress,Acid Stress
21,MprA,False,0.0121849196,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
37,Rv3095,False,0.012073382,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
41,Unc_5,False,-0.011875171300000001,,Uncharacterized iModulon 5,Uncharacterized
18,Unc_1,False,-0.0118140577,,Uncharacterized iModulon 1,Uncharacterized
60,Rv0681,False,-0.011706458500000001,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
13,SG_1,False,0.011672760800000001,,Single Gene iModulon 1,Single Gene
2,IniR,False,-0.0114530762,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
67,Peptidoglycan Biosynthesis,False,-0.0113382686,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
79,WhiB4/IdeR,False,0.0111738885,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
62,Rv2488c,False,0.0110059327,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
20,FasR,False,-0.0109351942,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
72,Unc_8,False,-0.010600930100000001,,Uncharacterized iModulon 8,Uncharacterized
7,GroEL-GroES Complex,False,-0.009436342300000001,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
28,WhiB1,False,-0.008240199,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
49,Rv1828/SigH,False,-0.0075439695,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
59,Rv0576,False,-0.0074222245000000004,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
16,Mce3R,False,0.0074177964,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
17,VirS,False,0.0069975466000000005,virS,Transcription factor that is activated and responds to acidic environments,Redox
8,IdeR,False,-0.0065719877,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
53,Rv1776c+WhiB4,False,-0.0064243526000000006,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
78,Positive Regulation of Growth,False,-0.0063022754000000005,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
55,WhiB7,False,-0.0061434738,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
35,Unc_4,False,-0.0061277462,,Uncharacterized iModulon 4,Uncharacterized
9,SigK,False,0.0060457446,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
70,Lsr2,False,0.005992501900000001,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
40,KstR2,False,0.0059235785,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
26,EspL KO,False,-0.0056100301,,Single Gene iModulon that captures EspL knockout,KO
65,SG_10,False,-0.0056000166,,Single Gene iModulon 10,Single Gene
43,LysG,False,0.005580318000000001,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
1,Polyketide Synthase Complex,False,-0.0055124446,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
12,Mycofactocin Synthesis Pathway,False,-0.0054474365000000005,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
22,SG_3,False,-0.0052796653,,Single Gene iModulon 3,Single Gene
45,SigD,False,-0.0051659921,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
24,Salicylate Induced,False,-0.0048383404,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
69,Rv0135+Rv1019,False,-0.0047923206,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
46,Rv2621c,False,-0.0046722791,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
23,PrpR,False,-0.0045278865,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
4,WhiB4,False,-0.0044084161000000005,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
76,SG_13,False,-0.004401953,,Single Gene iModulon 13,Single Gene
57,SG_8,False,0.0041412692000000004,,Single Gene iModulon 8,Single Gene
5,DevR-1,False,-0.0040196915,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
51,PhoP,False,-0.0038963635,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
52,DevR-2,False,0.0038265421,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
68,Sulfur Metabolism,False,0.0034979527,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
42,Nicotinate Metabolism,False,-0.0033986653,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
27,Unc_2,False,-0.0033599764000000003,,Uncharacterized iModulon 2,Uncharacterized
19,WhiB6,False,-0.0032702427000000003,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
48,Leucine Related,False,0.0031177354,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
39,SigC,False,0.0027805694000000002,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
36,Fumarate Reductase,False,-0.0027382775,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
58,Zur,False,0.0026839632,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
73,SG_11,False,-0.0026587214000000003,,Single Gene iModulon 11,Single Gene
66,M-box,False,-0.0026337496,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
61,Nucleic Acid Hydrolysis ,False,-0.0024328755,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
71,PDIM;PGL Synthesis,False,0.0023961453000000002,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
11,EccE1 KO,False,0.0023057494,,Single Gene iModulon that captures EccE1 knockout,KO
29,Blal,False,0.0022745585,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
75,Unc_9,False,0.0022554088000000003,,Uncharacterized iModulon 9,Uncharacterized
63,SG_9,False,-0.0021892239,,Single Gene iModulon 9,Single Gene
64,Mce1R,False,-0.0021566040000000003,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
34,MbcA+Rv3249c+Rv3066,False,-0.002049506,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
3,PyrR,False,0.0018343166,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
30,HPT-2b Induced,False,0.0018185895,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
10,RicR,False,-0.0015387851,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
74,SG_12,False,0.0014078098000000002,,Single Gene iModulon 12,Single Gene
47,SG_7,False,0.0007798193000000001,,Single Gene iModulon 7,Single Gene
14,SG_2,False,0.0006356416,,Single Gene iModulon 2,Single Gene
0,SigH,False,0.0005849882,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
38,SG_5,False,0.0004993716000000001,,Single Gene iModulon 5,Single Gene
31,ArgR,False,-0.00044722880000000004,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
