k,Name,in_iM,gene_weight,Regulator,Function,Category
67,Peptidoglycan Biosynthesis,False,0.0532288998,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
16,Mce3R,False,0.0404127201,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
3,PyrR,False,0.0396716245,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
45,SigD,False,0.026342594100000002,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
50,Unc_6,False,-0.025734031100000002,,Uncharacterized iModulon 6,Uncharacterized
27,Unc_2,False,-0.0247225286,,Uncharacterized iModulon 2,Uncharacterized
31,ArgR,False,0.0224903125,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
75,Unc_9,False,0.0209934768,,Uncharacterized iModulon 9,Uncharacterized
77,Central Carbon Metabolism,False,-0.0204839555,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
34,MbcA+Rv3249c+Rv3066,False,-0.019801678700000002,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
41,Unc_5,False,-0.0194712643,,Uncharacterized iModulon 5,Uncharacterized
24,Salicylate Induced,False,0.0159082561,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
2,IniR,False,0.0147098205,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
63,SG_9,False,-0.0142940315,,Single Gene iModulon 9,Single Gene
64,Mce1R,False,0.0136866017,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
15,BkaR,False,0.0136309432,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
21,MprA,False,-0.0133830918,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
29,Blal,False,-0.0132998869,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
61,Nucleic Acid Hydrolysis ,False,-0.012931860100000001,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
1,Polyketide Synthase Complex,False,-0.012087764400000001,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
53,Rv1776c+WhiB4,False,-0.0116905741,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
