,name,x,y,cog,color,link
meta,start,0.354835048343465,,,,
Rv0001,dnaA,1,-0.0017460013000000002,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,0.000234359,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.0194061563,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,0.012745795300000001,Function unknown,#0000ff,
Rv0005,gyrB,5240,0.0001780113,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,-0.0022566056000000003,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.004399667,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,0.0013744597,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,-0.002411601,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,0.012071975300000001,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,-0.010554426700000001,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,-0.0038809811,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.0054794289000000005,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,-0.0006342102,Transcription,#000000,
Rv0015c,pknA,17467,0.0004823555,Transcription,#000000,
Rv0016c,pbpA,18759,-0.0063368489,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,0.010439436,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,-0.0009090923,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,0.008305368700000001,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.0030549871,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,0.0034564013,Function unknown,#0000ff,
Rv0022c,whiB5,27023,0.0143978309,Transcription,#000000,
Rv0023,Rv0023,27595,0.0100719734,Transcription,#000000,
Rv0024,Rv0024,28362,0.0141903236,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,0.0152175413,Function unknown,#0000ff,
Rv0026,Rv0026,29722,-0.0143518928,Function unknown,#0000ff,
Rv0027,Rv0027,31189,-0.0056252891,Function unknown,#0000ff,
Rv0028,Rv0028,31514,0.0013110327,Function unknown,#0000ff,
Rv0029,Rv0029,32057,-0.004891839,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,-0.0009180409,Function unknown,#0000ff,
Rv0032,bioF2,34295,-0.0035194591,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,0.0173833841,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,-0.0219185403,Function unknown,#0000ff,
Rv0035,fadD34,37259,0.00536676,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,-0.0084086513,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,0.0025286824,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,-0.0007539232,Transcription,#000000,
Rv0039c,Rv0039c,42004,0.0110397664,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,0.0054976473,Function unknown,#0000ff,
Rv0041,leuS,43562,-0.0010242163,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0042c,Rv0042c,46581,-0.006272410500000001,Transcription,#000000,
Rv0043c,Rv0043c,47366,0.0153377676,Transcription,#000000,
Rv0044c,Rv0044c,48233,-0.0004329528,Energy production and conversion,#708090,
Rv0045c,Rv0045c,49043,0.0097961044,Amino acid transport and metabolism,#ff0000,
Rv0046c,ino1,50021,-0.008500027,Lipid transport and metabolism,#87cefa,
Rv0047c,Rv0047c,51185,0.0045337223,Transcription,#000000,
Rv0048c,Rv0048c,51828,-0.0004983209,Function unknown,#0000ff,
Rv0049,Rv0049,52831,-0.0013042619,Function unknown,#0000ff,
Rv0050,ponA1,53663,0.0013879267,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0051,Rv0051,55696,0.0027263669,Function unknown,#0000ff,
Rv0052,Rv0052,57410,-0.0010549554000000001,Function unknown,#0000ff,
Rv0053,rpsF,58192,-0.0138833846,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0054,ssb,58586,-0.013047010900000001,"Replication, recombination and repair",#1e90ff,
Rv0055,rpsR1,59122,0.0087492472,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0056,rplI,59409,-0.011224977,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0057,Rv0057,59896,0.0019860895,No COG annotation,#00bfbf,
Rv0058,dnaB,60396,0.008381395,"Replication, recombination and repair",#1e90ff,
Rv0059,Rv0059,63200,0.0031572775,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0060,Rv0060,63909,0.0062309639,Function unknown,#0000ff,
Rv0061c,Rv0061c,65012,-0.0052192922000000004,No COG annotation,#00bfbf,
Rv0062,celA1,65552,0.0188445983,Carbohydrate transport and metabolism,#ffc0cb,
Rv0063,Rv0063,66923,0.009230279000000001,Energy production and conversion,#708090,
