k,Name,in_iM,gene_weight,Regulator,Function,Category
60,Rv0681,False,0.0150860902,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
39,SigC,False,0.0137725359,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
64,Mce1R,False,0.011288989400000001,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
37,Rv3095,False,-0.010940154300000001,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
21,MprA,False,0.0105308085,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
38,SG_5,False,-0.010487590500000001,,Single Gene iModulon 5,Single Gene
53,Rv1776c+WhiB4,False,0.0104194252,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
1,Polyketide Synthase Complex,False,0.0100775443,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
32,Unc_3,False,0.0091670217,,Uncharacterized iModulon 3,Uncharacterized
41,Unc_5,False,-0.008996884200000001,,Uncharacterized iModulon 5,Uncharacterized
42,Nicotinate Metabolism,False,-0.0087325437,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
68,Sulfur Metabolism,False,-0.0082100929,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
3,PyrR,False,-0.007967424800000001,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
24,Salicylate Induced,False,0.0078781747,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
78,Positive Regulation of Growth,False,-0.0077135272000000005,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
12,Mycofactocin Synthesis Pathway,False,-0.0071218818,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
34,MbcA+Rv3249c+Rv3066,False,-0.006965763000000001,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
59,Rv0576,False,-0.0068685563,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
17,VirS,False,-0.006851748800000001,virS,Transcription factor that is activated and responds to acidic environments,Redox
13,SG_1,False,0.006808211000000001,,Single Gene iModulon 1,Single Gene
47,SG_7,False,-0.0068051247,,Single Gene iModulon 7,Single Gene
75,Unc_9,False,-0.006746035500000001,,Uncharacterized iModulon 9,Uncharacterized
16,Mce3R,False,-0.0066775197000000005,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
66,M-box,False,-0.006131083000000001,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
2,IniR,False,-0.0059823894,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
19,WhiB6,False,0.0059129345000000005,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
0,SigH,False,-0.0057734403,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
10,RicR,False,0.0055104966,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
76,SG_13,False,0.0051937956,,Single Gene iModulon 13,Single Gene
25,Rv0078+Rv2034,False,-0.0050490529,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
14,SG_2,False,0.0049832493,,Single Gene iModulon 2,Single Gene
9,SigK,False,0.004873953800000001,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
77,Central Carbon Metabolism,False,0.0048008537000000006,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
31,ArgR,False,0.0045831999,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
33,SG_4,False,0.0045177403,,Single Gene iModulon 4,Single Gene
73,SG_11,False,0.0045150006,,Single Gene iModulon 11,Single Gene
6,MarR,False,-0.0041330821,marR,Transcription factor that regulates the response to acid stress,Acid Stress
35,Unc_4,False,-0.0040448992,,Uncharacterized iModulon 4,Uncharacterized
45,SigD,False,-0.0039873778000000006,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
15,BkaR,False,-0.0038462365,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
57,SG_8,False,-0.0038290278000000003,,Single Gene iModulon 8,Single Gene
11,EccE1 KO,False,-0.0037574602000000003,,Single Gene iModulon that captures EccE1 knockout,KO
