k,Name,in_iM,gene_weight,Regulator,Function,Category
71,PDIM;PGL Synthesis,False,0.052616186200000005,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
1,Polyketide Synthase Complex,False,0.0444891072,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
75,Unc_9,False,0.0408446198,,Uncharacterized iModulon 9,Uncharacterized
53,Rv1776c+WhiB4,False,0.0348369324,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
16,Mce3R,False,-0.031300792,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
70,Lsr2,False,0.0249606624,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
46,Rv2621c,False,0.024094712,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
79,WhiB4/IdeR,False,0.022381025500000002,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
64,Mce1R,False,0.0202843571,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
28,WhiB1,False,0.0199869412,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
30,HPT-2b Induced,False,-0.0197033574,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
67,Peptidoglycan Biosynthesis,False,0.018606054,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
73,SG_11,False,0.0182073211,,Single Gene iModulon 11,Single Gene
55,WhiB7,False,-0.0177096359,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
21,MprA,False,-0.0168259407,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
17,VirS,False,-0.0167184248,virS,Transcription factor that is activated and responds to acidic environments,Redox
35,Unc_4,False,-0.0163998016,,Uncharacterized iModulon 4,Uncharacterized
25,Rv0078+Rv2034,False,0.0150690158,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
62,Rv2488c,False,-0.014775121700000001,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
7,GroEL-GroES Complex,False,-0.0147647392,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
39,SigC,False,-0.013370383500000001,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
18,Unc_1,False,0.0133687096,,Uncharacterized iModulon 1,Uncharacterized
6,MarR,False,0.013309050900000001,marR,Transcription factor that regulates the response to acid stress,Acid Stress
59,Rv0576,False,-0.0129210928,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
44,SG_6,False,0.0127527178,,Single Genes iModulon 6,Single Gene
61,Nucleic Acid Hydrolysis ,False,-0.011946348300000001,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
27,Unc_2,False,0.0110961941,,Uncharacterized iModulon 2,Uncharacterized
74,SG_12,False,-0.0103865958,,Single Gene iModulon 12,Single Gene
54,Unc_7,False,-0.010018875600000001,,Uncharacterized iModulon 7,Uncharacterized
36,Fumarate Reductase,False,0.0099940854,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
12,Mycofactocin Synthesis Pathway,False,-0.009947776200000001,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
22,SG_3,False,-0.0098404179,,Single Gene iModulon 3,Single Gene
23,PrpR,False,-0.0094388471,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
9,SigK,False,0.009387769300000001,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
76,SG_13,False,-0.008852769,,Single Gene iModulon 13,Single Gene
65,SG_10,False,0.0088461996,,Single Gene iModulon 10,Single Gene
24,Salicylate Induced,False,0.0086788994,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
47,SG_7,False,0.0086265636,,Single Gene iModulon 7,Single Gene
45,SigD,False,-0.008625932900000001,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
