k,Name,in_iM,gene_weight,Regulator,Function,Category
15,BkaR,False,0.0492043147,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
26,EspL KO,False,-0.0464296481,,Single Gene iModulon that captures EspL knockout,KO
73,SG_11,False,0.0454325853,,Single Gene iModulon 11,Single Gene
72,Unc_8,False,-0.043444040600000004,,Uncharacterized iModulon 8,Uncharacterized
45,SigD,False,0.043406859000000006,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
48,Leucine Related,False,0.04222608,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
75,Unc_9,False,-0.0343187503,,Uncharacterized iModulon 9,Uncharacterized
16,Mce3R,False,-0.0332842614,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
34,MbcA+Rv3249c+Rv3066,False,-0.032878613200000004,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
28,WhiB1,False,-0.032526964400000004,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
14,SG_2,False,-0.0230792107,,Single Gene iModulon 2,Single Gene
32,Unc_3,False,0.0226248831,,Uncharacterized iModulon 3,Uncharacterized
12,Mycofactocin Synthesis Pathway,False,-0.022412642700000002,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
22,SG_3,False,-0.0214950131,,Single Gene iModulon 3,Single Gene
18,Unc_1,False,0.021052281000000003,,Uncharacterized iModulon 1,Uncharacterized
33,SG_4,False,0.020618046600000002,,Single Gene iModulon 4,Single Gene
9,SigK,False,-0.0199907686,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
53,Rv1776c+WhiB4,False,-0.0194987152,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
47,SG_7,False,-0.0192585717,,Single Gene iModulon 7,Single Gene
20,FasR,False,-0.0190896196,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
17,VirS,False,-0.0183752622,virS,Transcription factor that is activated and responds to acidic environments,Redox
39,SigC,False,-0.0177135683,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
2,IniR,False,-0.0172143677,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
51,PhoP,False,-0.0166427192,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
61,Nucleic Acid Hydrolysis ,False,0.0164059268,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
11,EccE1 KO,False,-0.0155305315,,Single Gene iModulon that captures EccE1 knockout,KO
43,LysG,False,0.015167481200000001,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
40,KstR2,False,-0.0147131082,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
78,Positive Regulation of Growth,False,-0.014205413600000001,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
19,WhiB6,False,0.0141492378,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
68,Sulfur Metabolism,False,-0.013853018100000001,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
30,HPT-2b Induced,False,-0.0129165323,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
