k,Name,in_iM,gene_weight,Regulator,Function,Category
35,Unc_4,False,0.0259558051,,Uncharacterized iModulon 4,Uncharacterized
40,KstR2,False,-0.0193055408,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
72,Unc_8,False,-0.019177991000000002,,Uncharacterized iModulon 8,Uncharacterized
44,SG_6,False,-0.0184956582,,Single Genes iModulon 6,Single Gene
3,PyrR,False,-0.0178468238,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
38,SG_5,False,0.0165302718,,Single Gene iModulon 5,Single Gene
65,SG_10,False,-0.0160365628,,Single Gene iModulon 10,Single Gene
36,Fumarate Reductase,False,-0.0137604083,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
55,WhiB7,False,0.0133901023,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
79,WhiB4/IdeR,False,-0.012921651400000001,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
58,Zur,False,-0.0116741208,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
21,MprA,False,0.0103173507,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
26,EspL KO,False,-0.0101763161,,Single Gene iModulon that captures EspL knockout,KO
32,Unc_3,False,-0.009895951,,Uncharacterized iModulon 3,Uncharacterized
75,Unc_9,False,0.0097899386,,Uncharacterized iModulon 9,Uncharacterized
31,ArgR,False,-0.0097837611,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
34,MbcA+Rv3249c+Rv3066,False,-0.0097725751,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
43,LysG,False,0.009757814600000001,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
62,Rv2488c,False,-0.009423896400000001,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
63,SG_9,False,-0.0092281993,,Single Gene iModulon 9,Single Gene
