k,Name,in_iM,gene_weight,Regulator,Function,Category
18,Unc_1,False,-0.0577381035,,Uncharacterized iModulon 1,Uncharacterized
78,Positive Regulation of Growth,False,0.045056637100000005,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
56,Fatty Acid Biosynthesis,False,0.042068990800000004,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
24,Salicylate Induced,False,-0.040575105300000004,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
29,Blal,False,0.0370920896,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
0,SigH,False,-0.0339293524,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
63,SG_9,False,0.0326259761,,Single Gene iModulon 9,Single Gene
76,SG_13,False,-0.0269970561,,Single Gene iModulon 13,Single Gene
53,Rv1776c+WhiB4,False,0.0244795405,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
50,Unc_6,False,0.022601073000000003,,Uncharacterized iModulon 6,Uncharacterized
15,BkaR,False,-0.0217831783,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
7,GroEL-GroES Complex,False,-0.021699190400000002,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
77,Central Carbon Metabolism,False,0.021368316300000002,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
61,Nucleic Acid Hydrolysis ,False,-0.0208230893,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
17,VirS,False,0.0207304887,virS,Transcription factor that is activated and responds to acidic environments,Redox
10,RicR,False,-0.0206857652,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
67,Peptidoglycan Biosynthesis,False,0.0206272386,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
55,WhiB7,False,0.0202457617,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
40,KstR2,False,0.01960677,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
31,ArgR,False,0.0193563201,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
52,DevR-2,False,0.0184823512,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
1,Polyketide Synthase Complex,False,0.0184519706,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
70,Lsr2,False,-0.0182617016,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
73,SG_11,False,0.017740874,,Single Gene iModulon 11,Single Gene
25,Rv0078+Rv2034,False,0.0175856881,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
6,MarR,False,0.017485149800000002,marR,Transcription factor that regulates the response to acid stress,Acid Stress
48,Leucine Related,False,0.0172581606,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
71,PDIM;PGL Synthesis,False,0.0163266123,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
