k,Name,in_iM,gene_weight,Regulator,Function,Category
41,Unc_5,False,0.06284406170000001,,Uncharacterized iModulon 5,Uncharacterized
29,Blal,False,0.0233656357,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
28,WhiB1,False,-0.0216862343,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
60,Rv0681,False,-0.0214996008,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
15,BkaR,False,0.019991609100000002,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
22,SG_3,False,-0.0192318066,,Single Gene iModulon 3,Single Gene
46,Rv2621c,False,0.018787850800000002,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
25,Rv0078+Rv2034,False,0.0166368086,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
4,WhiB4,False,-0.0159257285,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
67,Peptidoglycan Biosynthesis,False,-0.0152081097,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
30,HPT-2b Induced,False,0.0150473815,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
13,SG_1,False,0.013840092200000001,,Single Gene iModulon 1,Single Gene
0,SigH,False,-0.013727261800000001,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
65,SG_10,False,-0.01356997,,Single Gene iModulon 10,Single Gene
31,ArgR,False,0.0130428239,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
20,FasR,False,-0.012289260500000001,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
39,SigC,False,0.011920701300000001,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
37,Rv3095,False,-0.0115784563,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
10,RicR,False,-0.0112457757,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
51,PhoP,False,0.0112427369,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
26,EspL KO,False,-0.011041473900000001,,Single Gene iModulon that captures EspL knockout,KO
75,Unc_9,False,-0.010711876300000001,,Uncharacterized iModulon 9,Uncharacterized
64,Mce1R,False,0.010635930200000001,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
17,VirS,False,0.010087629,virS,Transcription factor that is activated and responds to acidic environments,Redox
56,Fatty Acid Biosynthesis,False,-0.009730211,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
55,WhiB7,False,-0.0094327882,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
53,Rv1776c+WhiB4,False,-0.0090274395,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
68,Sulfur Metabolism,False,-0.009015876400000001,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
66,M-box,False,-0.008750589000000001,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
74,SG_12,False,0.0082957913,,Single Gene iModulon 12,Single Gene
54,Unc_7,False,-0.0082830963,,Uncharacterized iModulon 7,Uncharacterized
71,PDIM;PGL Synthesis,False,0.0080432455,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
36,Fumarate Reductase,False,-0.0079739649,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
49,Rv1828/SigH,False,0.0077683285,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
44,SG_6,False,0.0073334651,,Single Genes iModulon 6,Single Gene
42,Nicotinate Metabolism,False,0.0068618481,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
35,Unc_4,False,0.006689792700000001,,Uncharacterized iModulon 4,Uncharacterized
62,Rv2488c,False,-0.0066021661,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
79,WhiB4/IdeR,False,0.0065434309,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
