,name,x,y,cog,color,link
meta,start,0.1065727838663255,,,,
Rv0001,dnaA,1,0.0145613882,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,0.0030257084,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,0.0022689931,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,-0.0101710646,Function unknown,#0000ff,
Rv0005,gyrB,5240,0.0017418383,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,-0.0053443476,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,-0.0072668172,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,-0.0158567158,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,0.007379170500000001,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,-0.007109905200000001,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,-0.0266415497,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,0.0020654938,Function unknown,#0000ff,
Rv0013,trpG,14914,-0.0042315714,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,-0.0064312041,Transcription,#000000,
Rv0015c,pknA,17467,0.0092816029,Transcription,#000000,
Rv0016c,pbpA,18759,-0.0010583505,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,-0.0024553885,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,0.0050484733,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,0.010097048,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,-0.0046565993000000005,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,-0.0003824922,Function unknown,#0000ff,
Rv0022c,whiB5,27023,-0.058395574000000006,Transcription,#000000,
Rv0023,Rv0023,27595,-0.0093521596,Transcription,#000000,
Rv0024,Rv0024,28362,0.0004376296,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,0.0181564916,Function unknown,#0000ff,
Rv0026,Rv0026,29722,0.012335693600000001,Function unknown,#0000ff,
Rv0027,Rv0027,31189,0.0171147553,Function unknown,#0000ff,
Rv0028,Rv0028,31514,-0.0167129006,Function unknown,#0000ff,
Rv0029,Rv0029,32057,0.0057472473,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,0.0156171599,Function unknown,#0000ff,
Rv0032,bioF2,34295,0.0050635383,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,0.0029742328,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,0.0110527562,Function unknown,#0000ff,
Rv0035,fadD34,37259,-0.013872456,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,-0.0047042469,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,0.0014802301,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,-0.0134166756,Transcription,#000000,
Rv0039c,Rv0039c,42004,0.0118051183,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,0.013664066400000001,Function unknown,#0000ff,
Rv0041,leuS,43562,0.0035208376,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0042c,Rv0042c,46581,-0.0190387798,Transcription,#000000,
Rv0043c,Rv0043c,47366,0.0025220643,Transcription,#000000,
Rv0044c,Rv0044c,48233,-0.0011392986,Energy production and conversion,#708090,
Rv0045c,Rv0045c,49043,0.0067881588,Amino acid transport and metabolism,#ff0000,
Rv0046c,ino1,50021,0.0141267352,Lipid transport and metabolism,#87cefa,
Rv0047c,Rv0047c,51185,0.0032119687,Transcription,#000000,
Rv0048c,Rv0048c,51828,-0.0054193481000000005,Function unknown,#0000ff,
Rv0049,Rv0049,52831,0.0030709471,Function unknown,#0000ff,
Rv0050,ponA1,53663,-0.0060859927,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0051,Rv0051,55696,-0.0005932474,Function unknown,#0000ff,
Rv0052,Rv0052,57410,0.0058038298,Function unknown,#0000ff,
Rv0053,rpsF,58192,-0.0085599219,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0054,ssb,58586,-0.0053453548,"Replication, recombination and repair",#1e90ff,
Rv0055,rpsR1,59122,-0.0053267031,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0056,rplI,59409,-0.0015648949000000001,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0057,Rv0057,59896,-0.0111041825,No COG annotation,#00bfbf,
Rv0058,dnaB,60396,-0.0057463697,"Replication, recombination and repair",#1e90ff,
Rv0059,Rv0059,63200,0.0101849483,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0060,Rv0060,63909,-0.0023798153,Function unknown,#0000ff,
Rv0061c,Rv0061c,65012,-0.0068147048,No COG annotation,#00bfbf,
Rv0062,celA1,65552,-0.012877413,Carbohydrate transport and metabolism,#ffc0cb,
Rv0063,Rv0063,66923,-0.0077922802000000005,Energy production and conversion,#708090,
Rv0063a,Rv0063a,68418,-0.0148876062,No COG annotation,#00bfbf,
Rv0064,Rv0064,68620,0.0022418509,Function unknown,#0000ff,
Rv0064A,vapB1,71589,0.0091938965,No COG annotation,#00bfbf,
Rv0065,vapC1,71821,-0.0064743591,Nucleotide transport and metabolism,#87ceeb,
Rv0066c,icd2,72274,0.0126826139,Energy production and conversion,#708090,
Rv0067c,Rv0067c,74629,0.0006732947,Transcription,#000000,
Rv0068,Rv0068,75301,-0.007199151000000001,Lipid transport and metabolism,#87cefa,
Rv0069c,sdaA,76237,-0.0009373556000000001,Amino acid transport and metabolism,#ff0000,
Rv0070c,glyA2,77619,0.0022429208,Amino acid transport and metabolism,#ff0000,
Rv0071,Rv0071,79486,0.009850908,"Replication, recombination and repair",#1e90ff,
Rv0072,Rv0072,80624,-0.0006988598,Defense mechanisms,#90ee90,
Rv0073,Rv0073,81676,-0.0023748684,Defense mechanisms,#90ee90,
Rv0074,Rv0074,82748,-0.0096344427,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0075,Rv0075,83996,0.008407416000000001,Amino acid transport and metabolism,#ff0000,
Rv0076c,Rv0076c,85183,-0.0111877062,No COG annotation,#00bfbf,
Rv0077c,Rv0077c,85636,0.0052163551,Lipid transport and metabolism,#87cefa,
Rv0078,Rv0078,86528,0.0043294913,Transcription,#000000,
Rv0078A,Rv0078A,87208,-0.0042793795,Function unknown,#0000ff,
Rv0078B,Rv0078B,87798,0.0109238406,No COG annotation,#00bfbf,
Rv0079,Rv0079,88204,-0.013187016900000001,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0080,Rv0080,89022,-0.0025824076000000003,Transcription,#000000,
Rv0081,Rv0081,89575,-0.0002557726,Transcription,#000000,
Rv0082,Rv0082,89924,-0.0060613622,Energy production and conversion,#708090,
Rv0083,Rv0083,90400,-0.0235211483,Energy production and conversion,#708090,
Rv0084,hycD,92328,0.0127030951,Energy production and conversion,#708090,
Rv0085,hycP,93289,-0.0022981332,Energy production and conversion,#708090,
Rv0086,hycQ,93951,-0.0013830159000000001,Energy production and conversion,#708090,
Rv0087,hycE,95414,0.025594633300000003,Energy production and conversion,#708090,
Rv0088,Rv0088,96927,0.0156513629,Function unknown,#0000ff,
Rv0089,Rv0089,97758,0.014001103,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0090,Rv0090,98480,0.0436687019,Function unknown,#0000ff,
Rv0091,mtn,99684,0.0174379906,Amino acid transport and metabolism,#ff0000,
Rv0092,ctpA,100583,-0.0009962740000000001,Inorganic ion transport and metabolism,#8b4513,
Rv0093c,Rv0093c,102815,-0.0028973909,Function unknown,#0000ff,
Rv0094c,Rv0094c,103710,-0.0160719457,Defense mechanisms,#90ee90,
Rv0095c,Rv0095c,104805,-0.0058237847,Defense mechanisms,#90ee90,
Rv0096,PPE1,105324,0.0030013546,Cell motility,#da70d6,
Rv0097,Rv0097,106734,0.0020151085,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0098,fcoT,107600,0.0131050355,Function unknown,#0000ff,
Rv0099,fadD10,108156,0.0032649889000000002,Lipid transport and metabolism,#87cefa,
Rv0100,Rv0100,109783,-0.012879904000000001,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0101,nrp,110001,0.0024897305,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0102,Rv0102,117714,0.0048018253000000006,Inorganic ion transport and metabolism,#8b4513,
Rv0103c,ctpB,119915,0.0070795791,Inorganic ion transport and metabolism,#8b4513,
Rv0104,Rv0104,122317,0.0266109349,Coenzyme transport and metabolism,#d3d3d3,
Rv0105c,rpmB1,123980,0.0203838107,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0106,Rv0106,124374,-0.0042569406,Function unknown,#0000ff,
Rv0107c,ctpI,125643,-0.0042010171,Inorganic ion transport and metabolism,#8b4513,
Rv0108c,Rv0108c,130895,-0.0114723243,No COG annotation,#00bfbf,
Rv0109,PE_PGRS1,131382,0.0016383037,Lipid transport and metabolism,#87cefa,
Rv0110,Rv0110,133020,0.019191918500000002,Cell motility,#da70d6,
Rv0111,Rv0111,133950,-0.0017010328000000002,Amino acid transport and metabolism,#ff0000,
Rv0112,gca,136289,-0.0016783945,Carbohydrate transport and metabolism,#ffc0cb,
Rv0113,gmhA,137319,0.015328618300000001,Carbohydrate transport and metabolism,#ffc0cb,
Rv0114,gmhB,137941,0.0014848513,Amino acid transport and metabolism,#ff0000,
Rv0115,hddA,138513,0.0331084314,Function unknown,#0000ff,
Rv0115a,Rv0115a,139956,-0.0038080613000000003,No COG annotation,#00bfbf,
Rv0116c,ldtA,140267,-0.0113443207,Function unknown,#0000ff,
Rv0117,oxyS,141200,0.015380858700000001,Transcription,#000000,
Rv0118c,oxcA,142128,-0.0092888872,Amino acid transport and metabolism,#ff0000,
Rv0119,fadD7,144049,0.0038034059,Lipid transport and metabolism,#87cefa,
Rv0120c,fusA2,145627,-0.0035787918000000003,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0121c,Rv0121c,147908,0.0328003811,Function unknown,#0000ff,
Rv0122,Rv0122,148491,-0.0376922119,No COG annotation,#00bfbf,
Rv0123,Rv0123,148856,-0.0054088852000000005,No COG annotation,#00bfbf,
Rv0124,PE_PGRS2,149533,0.0118221624,Lipid transport and metabolism,#87cefa,
Rv0125,pepA,151148,-0.0061838873,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0126,treS,152324,-0.0028691155,Carbohydrate transport and metabolism,#ffc0cb,
Rv0127,mak,154232,-0.0114081524,Carbohydrate transport and metabolism,#ffc0cb,
Rv0128,Rv0128,155667,0.0103011009,Function unknown,#0000ff,
Rv0129c,fbpC,156578,0.015277894200000001,Function unknown,#0000ff,
Rv0130,htdZ,157847,-0.0066409303,Lipid transport and metabolism,#87cefa,
Rv0131c,fadE1,158315,0.013030814200000001,Lipid transport and metabolism,#87cefa,
Rv0132c,fgd2,159700,0.0082673156,Energy production and conversion,#708090,
Rv0133,Rv0133,160869,0.0038383759,Transcription,#000000,
Rv0134,ephF,161771,-0.0119007968,Lipid transport and metabolism,#87cefa,
Rv0135c,Rv0135c,162644,-0.0097654561,Transcription,#000000,
Rv0136,cyp138,163366,-0.0209101821,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0137c,msrA,164712,0.0056955262,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0138,Rv0138,165323,0.0083033126,Function unknown,#0000ff,
Rv0139,Rv0139,165827,0.0013183234,Carbohydrate transport and metabolism,#ffc0cb,
Rv0140,Rv0140,166910,0.0091548438,Function unknown,#0000ff,
Rv0141c,Rv0141c,167271,-5.3864000000000005e-05,Function unknown,#0000ff,
Rv0142,Rv0142,167711,0.0240658586,"Replication, recombination and repair",#1e90ff,
Rv0143c,Rv0143c,168704,-0.0030810349,Inorganic ion transport and metabolism,#8b4513,
Rv0144,Rv0144,170284,-0.0007624143,Transcription,#000000,
Rv0145,Rv0145,171215,0.0087308677,Coenzyme transport and metabolism,#d3d3d3,
Rv0146,Rv0146,172211,0.0054502959,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0147,Rv0147,173238,-0.0097887092,Energy production and conversion,#708090,
Rv0148,Rv0148,174833,-0.0055995308,Lipid transport and metabolism,#87cefa,
Rv0149,Rv0149,175700,-0.007999862200000001,Energy production and conversion,#708090,
Rv0150c,Rv0150c,176665,-0.003983579,No COG annotation,#00bfbf,
Rv0151c,PE1,177543,0.0021524835,Cell motility,#da70d6,
Rv0152c,PE2,179319,0.0042398623,Cell motility,#da70d6,
Rv0153c,ptbB,181155,0.0133061236,Signal transduction mechanisms,#f4a460,
Rv0154c,fadE2,181987,0.0001712441,Lipid transport and metabolism,#87cefa,
Rv0155,pntAa,183622,0.0064704317,Energy production and conversion,#708090,
Rv0156,pntAb,184723,-0.0050995974,Energy production and conversion,#708090,
Rv0157,pntB,185052,-0.0087471735,Energy production and conversion,#708090,
Rv0157A,Rv0157A,186495,0.0180456768,Function unknown,#0000ff,
Rv0158,Rv0158,186785,0.0093020585,Transcription,#000000,
Rv0159c,PE3,187433,0.0051314319,Cell motility,#da70d6,
Rv0160c,PE4,188931,0.0065328934,Cell motility,#da70d6,
Rv0161,Rv0161,190607,0.0120330815,Energy production and conversion,#708090,
Rv0162c,adhE1,191984,0.0183750534,Energy production and conversion,#708090,
Rv0163,Rv0163,193117,0.0058801605,Function unknown,#0000ff,
Rv0164,TB18.5,193626,0.013897361200000001,Lipid transport and metabolism,#87cefa,
Rv0165c,mce1R,194144,0.0065744182,Transcription,#000000,
Rv0166,fadD5,194993,-0.0095344051,Lipid transport and metabolism,#87cefa,
Rv0167,yrbE1A,196861,-0.0026390222,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0168,yrbE1B,197660,0.0101552668,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0169,mce1A,198534,-0.0042792726,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0170,mce1B,199895,-0.00606685,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0171,mce1C,200932,-0.0061044855,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0172,mce1D,202476,-0.0044522511,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0173,lprK,204065,-0.0063977988,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0174,mce1F,205231,-0.0064258745,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0175,Rv0175,206814,-0.0012252620000000002,No COG annotation,#00bfbf,
Rv0176,Rv0176,207452,-0.001297491,Function unknown,#0000ff,
Rv0177,Rv0177,208417,0.0035329473,No COG annotation,#00bfbf,
Rv0178,Rv0178,208938,-0.0044228556,No COG annotation,#00bfbf,
Rv0179c,lprO,209703,0.0052926963,Function unknown,#0000ff,
Rv0180c,Rv0180c,210892,0.0083663808,Function unknown,#0000ff,
Rv0181c,Rv0181c,212277,-0.0036787004,Function unknown,#0000ff,
Rv0182c,sigG,213028,0.0045050202,Transcription,#000000,
Rv0183,Rv0183,214088,-0.0018079708000000002,Lipid transport and metabolism,#87cefa,
Rv0184,Rv0184,214969,0.0031455224,Function unknown,#0000ff,
Rv0185,Rv0185,215715,0.0086396827,No COG annotation,#00bfbf,
Rv0186,bglS,216269,-0.0057129731,Carbohydrate transport and metabolism,#ffc0cb,
Rv0186A,mymT,218390,-0.026959107700000002,No COG annotation,#00bfbf,
Rv0187,Rv0187,218705,0.0148754518,Function unknown,#0000ff,
Rv0188,Rv0188,219486,0.0063530639,Function unknown,#0000ff,
Rv0189c,ilvD,219996,-0.0015678253,Amino acid transport and metabolism,#ff0000,
Rv0190,ricR,221871,0.0084102718,Function unknown,#0000ff,
Rv0191,Rv0191,222289,0.0040430499,Amino acid transport and metabolism,#ff0000,
Rv0192,Rv0192,223564,-0.0006537969,Function unknown,#0000ff,
Rv0193c,Rv0193c,224724,-0.0090895993,No COG annotation,#00bfbf,
Rv0194,Rv0194,226878,-0.014297373200000001,Defense mechanisms,#90ee90,
Rv0195,Rv0195,230899,0.0160255672,Transcription,#000000,
Rv0196,Rv0196,231647,-0.0135373839,Transcription,#000000,
Rv0197,Rv0197,232231,0.0058332152,Energy production and conversion,#708090,
Rv0198c,zmp1,234516,0.0096714233,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0199,Rv0199,236550,-0.0187502937,No COG annotation,#00bfbf,
Rv0200,Rv0200,237206,-0.0070052494,No COG annotation,#00bfbf,
Rv0201c,Rv0201c,237892,0.0129786419,No COG annotation,#00bfbf,
Rv0202c,mmpL11,238392,0.0002752007,Function unknown,#0000ff,
Rv0203,Rv0203,241514,-0.0002269494,Function unknown,#0000ff,
Rv0204c,Rv0204c,241976,-0.0043472221,Function unknown,#0000ff,
Rv0205,Rv0205,243384,-0.0033976668,Function unknown,#0000ff,
Rv0206c,mmpL3,244484,-0.005429405500000001,Function unknown,#0000ff,
Rv0207c,Rv0207c,247384,-0.0066332809,Function unknown,#0000ff,
Rv0208c,Rv0208c,248115,0.0022253055,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0209,Rv0209,249038,-0.0034313903,Function unknown,#0000ff,
Rv0210,Rv0210,250120,0.0061142909,Function unknown,#0000ff,
Rv0211,pckA,251782,-0.0012074154,Energy production and conversion,#708090,
Rv0212c,nadR,253669,-0.0082508265,Coenzyme transport and metabolism,#d3d3d3,
Rv0213c,Rv0213c,254637,0.020317302500000002,Energy production and conversion,#708090,
Rv0214,fadD4,256064,0.010707083400000001,Lipid transport and metabolism,#87cefa,
Rv0216,Rv0216,258913,-0.0049159626000000005,Lipid transport and metabolism,#87cefa,
Rv0217c,lipW,259923,-0.0062822838,Lipid transport and metabolism,#87cefa,
Rv0218,Rv0218,260924,-0.0058790618,Function unknown,#0000ff,
Rv0219,Rv0219,262254,0.0130526216,No COG annotation,#00bfbf,
Rv0220,lipC,262812,-0.0051024255000000004,Lipid transport and metabolism,#87cefa,
Rv0221,Rv0221,264067,0.0062257348,Lipid transport and metabolism,#87cefa,
Rv0222,echA1,265507,-0.0221246248,Lipid transport and metabolism,#87cefa,
Rv0223c,Rv0223c,266301,-0.0036140714,Energy production and conversion,#708090,
Rv0224c,Rv0224c,267863,0.0085959563,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0225,Rv0225,268663,0.0032257357,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0226c,Rv0226c,269834,-0.0118257384,No COG annotation,#00bfbf,
Rv0227c,Rv0227c,271574,0.0035852262,Function unknown,#0000ff,
Rv0228,Rv0228,273055,0.00030435250000000004,Lipid transport and metabolism,#87cefa,
Rv0229c,Rv0229c,274306,0.0054192548,Function unknown,#0000ff,
Rv0230c,php,274983,0.0078746657,Function unknown,#0000ff,
Rv0231,fadE4,276058,0.0041033956,Lipid transport and metabolism,#87cefa,
Rv0232,Rv0232,277899,0.0220220417,Transcription,#000000,
Rv0233,nrdB,278585,0.0082611195,Nucleotide transport and metabolism,#87ceeb,
Rv0234c,gabD1,279605,0.010999830700000001,Energy production and conversion,#708090,
Rv0235c,Rv0235c,281166,0.0073364247,Function unknown,#0000ff,
Rv0236c,aftD,282649,0.0016819227,Lipid transport and metabolism,#87cefa,
Rv0236A,Rv0236A,286898,0.0077267206000000005,Function unknown,#0000ff,
Rv0237,lpqI,287186,-0.0169535554,Carbohydrate transport and metabolism,#ffc0cb,
Rv0238,Rv0238,288428,0.0044776301,Transcription,#000000,
Rv0239,vapB24,289104,0.0095247616,No COG annotation,#00bfbf,
Rv0240,vapC24,289345,0.0051315815,Carbohydrate transport and metabolism,#ffc0cb,
Rv0241c,htdX,289812,-0.0097632304,Lipid transport and metabolism,#87cefa,
Rv0242c,fabG4,290665,-0.0119088843,Lipid transport and metabolism,#87cefa,
Rv0243,fadA2,292171,-0.0012062553000000001,Lipid transport and metabolism,#87cefa,
Rv0244c,fadE5,293798,-0.0056106653000000005,Lipid transport and metabolism,#87cefa,
Rv0245,Rv0245,296005,0.0227930029,Function unknown,#0000ff,
Rv0246,Rv0246,296809,-0.0024232552,Amino acid transport and metabolism,#ff0000,
Rv0247c,Rv0247c,298116,0.0063645268,Energy production and conversion,#708090,
Rv0248c,Rv0248c,298863,0.0045704409,Energy production and conversion,#708090,
Rv0249c,Rv0249c,300834,0.012809698900000001,Function unknown,#0000ff,
Rv0250c,Rv0250c,301735,0.028618230600000003,No COG annotation,#00bfbf,
Rv0251c,hsp,302173,-0.0034662530000000003,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0252,nirB,302866,0.0015396243,Energy production and conversion,#708090,
Rv0253,nirD,305453,-0.0126274616,Inorganic ion transport and metabolism,#8b4513,
Rv0254c,cobU,305825,-0.0054829529,Coenzyme transport and metabolism,#d3d3d3,
Rv0255c,cobQ1,306374,0.006959868100000001,Coenzyme transport and metabolism,#d3d3d3,
Rv0256c,PPE2,307877,-0.0048495965,Cell motility,#da70d6,
Rv0257,Rv0257,309699,0.017877467600000002,No COG annotation,#00bfbf,
Rv0258c,Rv0258c,310294,0.0012356672,Transcription,#000000,
Rv0259c,Rv0259c,310774,0.0319692216,Function unknown,#0000ff,
Rv0260c,Rv0260c,311514,0.0060144166,Coenzyme transport and metabolism,#d3d3d3,
Rv0261c,narK3,312759,0.0028973108,Inorganic ion transport and metabolism,#8b4513,
Rv0262c,aac,314309,0.0019097108,Transcription,#000000,
Rv0263c,Rv0263c,314864,-0.0064824568,Amino acid transport and metabolism,#ff0000,
Rv0264c,Rv0264c,315783,0.0003306696,Amino acid transport and metabolism,#ff0000,
Rv0265c,Rv0265c,316511,-0.0151344967,Inorganic ion transport and metabolism,#8b4513,
Rv0266c,oplA,317525,0.0053589418,Amino acid transport and metabolism,#ff0000,
Rv0267,narU,321331,0.0099609984,Inorganic ion transport and metabolism,#8b4513,
Rv0268c,Rv0268c,322764,0.0045375488,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0269c,Rv0269c,323338,-0.0115456158,"Replication, recombination and repair",#1e90ff,
Rv0270,fadD2,324567,-0.0125749989,Lipid transport and metabolism,#87cefa,
Rv0271c,fadE6,326266,-0.0090683497,Lipid transport and metabolism,#87cefa,
Rv0272c,Rv0272c,328575,0.0082957913,Function unknown,#0000ff,
Rv0273c,Rv0273c,329705,0.0015953341000000002,Transcription,#000000,
Rv0274,Rv0274,330422,0.012703969300000001,Amino acid transport and metabolism,#ff0000,
Rv0275c,Rv0275c,330933,-0.0037652223,Transcription,#000000,
Rv0276,Rv0276,331748,-0.0075531847,Function unknown,#0000ff,
Rv0277c,vapC25,332708,0.0104089977,Function unknown,#0000ff,
Rv0278c,Rv0278c,333437,0.0065522208,Function unknown,#0000ff,
Rv0279c,PE_PGRS4,336560,-0.0037693292,No COG annotation,#00bfbf,
Rv0280,PPE3,339364,-0.0013169345,Cell motility,#da70d6,
Rv0281,Rv0281,340998,0.014036005700000001,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0282,eccA3,342130,-0.0014231709,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0283,eccB3,344022,0.0031880357000000003,Function unknown,#0000ff,
Rv0284,eccC3,345635,0.0118970866,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0285,PE5,349624,0.0174671463,Function unknown,#0000ff,
Rv0286,PPE4,349935,0.0172878926,Cell motility,#da70d6,
Rv0287,esxG,351525,-0.0059752344,No COG annotation,#00bfbf,
Rv0288,esxH,351848,3.94332e-05,Function unknown,#0000ff,
Rv0289,espG3,352149,-0.0045564284000000005,Function unknown,#0000ff,
Rv0290,eccD3,353083,0.0017302457,Function unknown,#0000ff,
Rv0291,mycP3,354498,0.0032611521000000003,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0292,eccE3,355880,-0.0094399389,Function unknown,#0000ff,
Rv0293c,Rv0293c,356862,-0.0137383134,Function unknown,#0000ff,
Rv0294,tam,358171,0.0061467872,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0295c,Rv0295c,358945,0.0038689806,Function unknown,#0000ff,
Rv0296c,Rv0296c,359758,-0.0017524475,Inorganic ion transport and metabolism,#8b4513,
Rv0297,PE_PGRS5,361334,-0.0086939931,Energy production and conversion,#708090,
Rv0298,Rv0298,363252,0.0015658032,Function unknown,#0000ff,
Rv0299,Rv0299,363476,-0.0003069171,No COG annotation,#00bfbf,
Rv0300,vapB2,363826,0.00032372630000000003,No COG annotation,#00bfbf,
Rv0301,vapC2,364044,0.012968485,Function unknown,#0000ff,
Rv0302,Rv0302,364605,0.0074087896,Transcription,#000000,
Rv0303,Rv0303,365234,-0.0003837199,Lipid transport and metabolism,#87cefa,
Rv0304c,PPE5,366150,0.0049166881,Cell motility,#da70d6,
Rv0305c,PPE6,372820,0.0012574567000000001,Cell motility,#da70d6,
Rv0306,Rv0306,375914,0.0130829234,Energy production and conversion,#708090,
Rv0307c,Rv0307c,376573,0.0054091624000000005,No COG annotation,#00bfbf,
Rv0308,Rv0308,377113,0.0021195525,Lipid transport and metabolism,#87cefa,
Rv0309,Rv0309,377931,0.0042402004000000005,Function unknown,#0000ff,
Rv0310c,Rv0310c,378657,-0.0072598762,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0311,Rv0311,379172,-0.0037233397000000002,No COG annotation,#00bfbf,
Rv0312,Rv0312,380556,-0.012198125300000001,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0313,Rv0313,382490,-0.0065254218,No COG annotation,#00bfbf,
Rv0314c,Rv0314c,382879,-0.0169714062,Function unknown,#0000ff,
Rv0315,Rv0315,383602,-0.0103920161,Carbohydrate transport and metabolism,#ffc0cb,
Rv0316,Rv0316,384535,-0.0073527327000000005,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
Rv0317c,glpQ2,385173,0.0079264464,Energy production and conversion,#708090,
Rv0318c,Rv0318c,386305,-0.0075635638,Inorganic ion transport and metabolism,#8b4513,
Rv0319,pcp,387148,0.0085245648,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0320,Rv0320,387888,-0.039377412300000005,Signal transduction mechanisms,#f4a460,
Rv0321,dcd,388582,-0.0201332601,Nucleotide transport and metabolism,#87ceeb,
Rv0322,udgA,389260,-8.94983e-05,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0323c,Rv0323c,390580,-0.0350017205,Function unknown,#0000ff,
Rv0324,Rv0324,391352,-0.014118785,Transcription,#000000,
Rv0325,Rv0325,392039,0.029377546,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
