k,Name,in_iM,gene_weight,Regulator,Function,Category
16,Mce3R,False,-0.0226963474,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
37,Rv3095,False,-0.0218083568,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
67,Peptidoglycan Biosynthesis,False,0.0216677826,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
64,Mce1R,False,0.0206276547,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
60,Rv0681,False,-0.0200250018,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
78,Positive Regulation of Growth,False,-0.0156700074,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
63,SG_9,False,-0.0132873596,,Single Gene iModulon 9,Single Gene
34,MbcA+Rv3249c+Rv3066,False,-0.013092846600000001,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
57,SG_8,False,-0.0130578644,,Single Gene iModulon 8,Single Gene
32,Unc_3,False,-0.0130412763,,Uncharacterized iModulon 3,Uncharacterized
33,SG_4,False,0.0127540084,,Single Gene iModulon 4,Single Gene
42,Nicotinate Metabolism,False,-0.012432914500000001,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
61,Nucleic Acid Hydrolysis ,False,-0.0118489619,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
38,SG_5,False,0.0115135885,,Single Gene iModulon 5,Single Gene
71,PDIM;PGL Synthesis,False,-0.0111781436,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
2,IniR,False,-0.0102043245,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
9,SigK,False,-0.0101129737,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
43,LysG,False,-0.0100609939,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
76,SG_13,False,0.009591510000000001,,Single Gene iModulon 13,Single Gene
25,Rv0078+Rv2034,False,-0.008976155000000001,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
