k,Name,in_iM,gene_weight,Regulator,Function,Category
49,Rv1828/SigH,True,0.055481514700000005,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
79,WhiB4/IdeR,False,0.0480058851,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
29,Blal,False,-0.040723264,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
59,Rv0576,False,-0.036650665,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
66,M-box,False,0.0347994743,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
61,Nucleic Acid Hydrolysis ,False,0.0326895365,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
60,Rv0681,False,-0.0291102848,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
56,Fatty Acid Biosynthesis,False,0.0284987292,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
17,VirS,False,-0.027124540200000002,virS,Transcription factor that is activated and responds to acidic environments,Redox
33,SG_4,False,0.026793624300000003,,Single Gene iModulon 4,Single Gene
38,SG_5,False,0.026668434100000003,,Single Gene iModulon 5,Single Gene
71,PDIM;PGL Synthesis,False,-0.0246999758,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
21,MprA,False,0.0236376706,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
6,MarR,False,0.022924712200000003,marR,Transcription factor that regulates the response to acid stress,Acid Stress
31,ArgR,False,0.0225146168,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
41,Unc_5,False,0.022236386900000002,,Uncharacterized iModulon 5,Uncharacterized
28,WhiB1,False,0.020796379900000002,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
77,Central Carbon Metabolism,False,-0.020603583300000002,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
