k,Name,in_iM,gene_weight,Regulator,Function,Category
68,Sulfur Metabolism,True,0.1257979287,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
73,SG_11,False,0.0587808966,,Single Gene iModulon 11,Single Gene
13,SG_1,False,0.0427097705,,Single Gene iModulon 1,Single Gene
66,M-box,False,0.042296106300000004,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
27,Unc_2,False,0.0405575187,,Uncharacterized iModulon 2,Uncharacterized
69,Rv0135+Rv1019,False,0.0396200028,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
16,Mce3R,False,0.035088593200000004,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
72,Unc_8,False,0.0335154092,,Uncharacterized iModulon 8,Uncharacterized
31,ArgR,False,-0.032701983000000004,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
11,EccE1 KO,False,-0.0303469026,,Single Gene iModulon that captures EccE1 knockout,KO
43,LysG,False,-0.0276886551,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
34,MbcA+Rv3249c+Rv3066,False,-0.026774242700000003,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
33,SG_4,False,-0.0264872017,,Single Gene iModulon 4,Single Gene
46,Rv2621c,False,-0.025894659100000002,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
7,GroEL-GroES Complex,False,-0.025596311400000002,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
2,IniR,False,0.0254831511,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
39,SigC,False,-0.0240371734,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
23,PrpR,False,-0.0235155661,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
56,Fatty Acid Biosynthesis,False,-0.023085410900000002,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
71,PDIM;PGL Synthesis,False,0.0229209293,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
20,FasR,False,-0.0226908657,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
14,SG_2,False,-0.0218912157,,Single Gene iModulon 2,Single Gene
45,SigD,False,0.0215032248,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
22,SG_3,False,-0.020855219600000002,,Single Gene iModulon 3,Single Gene
54,Unc_7,False,-0.019210549400000002,,Uncharacterized iModulon 7,Uncharacterized
38,SG_5,False,0.0187824239,,Single Gene iModulon 5,Single Gene
41,Unc_5,False,-0.017939784,,Uncharacterized iModulon 5,Uncharacterized
30,HPT-2b Induced,False,0.0170203231,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
3,PyrR,False,-0.0168198133,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
1,Polyketide Synthase Complex,False,-0.0159899126,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
48,Leucine Related,False,0.015174278400000001,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
70,Lsr2,False,0.0150881999,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
77,Central Carbon Metabolism,False,0.015062762300000001,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
0,SigH,False,-0.0146944699,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
67,Peptidoglycan Biosynthesis,False,-0.0142513012,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
53,Rv1776c+WhiB4,False,-0.014246501100000001,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
10,RicR,False,0.0141122498,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
36,Fumarate Reductase,False,0.0128762728,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
78,Positive Regulation of Growth,False,0.0106818454,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
74,SG_12,False,0.0104659229,,Single Gene iModulon 12,Single Gene
24,Salicylate Induced,False,-0.0104307674,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
12,Mycofactocin Synthesis Pathway,False,0.0097647111,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
17,VirS,False,-0.009759403,virS,Transcription factor that is activated and responds to acidic environments,Redox
