,name,x,y,cog,color,link
meta,start,0.10290551551354299,,,,
Rv0001,dnaA,1,0.0074605628,"Replication, recombination and repair",#1e90ff,
Rv0002,dnaN,2052,-0.0049215762000000005,"Replication, recombination and repair",#1e90ff,
Rv0003,recF,3280,-0.007476099900000001,"Replication, recombination and repair",#1e90ff,
Rv0004,Rv0004,4434,-0.0029110395,Function unknown,#0000ff,
Rv0005,gyrB,5240,0.0114403469,"Replication, recombination and repair",#1e90ff,
Rv0006,gyrA,7302,0.0151404456,"Replication, recombination and repair",#1e90ff,
Rv0007,Rv0007,9914,0.0155773833,Function unknown,#0000ff,
Rv0008c,Rv0008c,11874,-0.0156990147,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0009,ppiA,12468,-0.0036031902,"Post-translational modification, protein turnover,and chaperones",#add8e6,
Rv0010c,Rv0010c,13133,-0.0038194666000000003,Function unknown,#0000ff,
Rv0011c,Rv0011c,13714,0.0028565935,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0012,Rv0012,14089,-0.0023722565000000003,Function unknown,#0000ff,
Rv0013,trpG,14914,0.0058970473,Amino acid transport and metabolism,#ff0000,
Rv0014c,pknB,15590,0.0163958475,Transcription,#000000,
Rv0015c,pknA,17467,0.0185089888,Transcription,#000000,
Rv0016c,pbpA,18759,0.014151735200000001,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0017c,rodA,20231,0.0247851394,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
Rv0018c,pstP,21637,0.014789151200000001,Signal transduction mechanisms,#f4a460,
Rv0019c,fhaB,23270,0.0102328029,Signal transduction mechanisms,#f4a460,
Rv0020c,fhaA,23861,0.0060979508,Signal transduction mechanisms,#f4a460,
Rv0021c,Rv0021c,25913,-0.0004877471,Function unknown,#0000ff,
Rv0022c,whiB5,27023,0.010296931,Transcription,#000000,
Rv0023,Rv0023,27595,0.0123508611,Transcription,#000000,
Rv0024,Rv0024,28362,0.0105837245,Cell wall/membrane/envelope biogenesis,#c71585,
Rv0025,Rv0025,29245,-0.0007581025,Function unknown,#0000ff,
Rv0026,Rv0026,29722,0.0054286719,Function unknown,#0000ff,
Rv0027,Rv0027,31189,-0.0165720419,Function unknown,#0000ff,
Rv0028,Rv0028,31514,-0.0086858426,Function unknown,#0000ff,
Rv0029,Rv0029,32057,0.0068071132,No COG annotation,#00bfbf,
Rv0030,Rv0030,33224,-0.0077706989,Function unknown,#0000ff,
Rv0032,bioF2,34295,-0.0024478378000000003,Coenzyme transport and metabolism,#d3d3d3,
Rv0033,acpA,36607,0.0062969764,Lipid transport and metabolism,#87cefa,
Rv0034,Rv0034,36867,0.0036555721,Function unknown,#0000ff,
Rv0035,fadD34,37259,-0.0009241645000000001,Lipid transport and metabolism,#87cefa,
Rv0036c,Rv0036c,39056,0.002466247,Function unknown,#0000ff,
Rv0037c,Rv0037c,39877,0.004117169,Amino acid transport and metabolism,#ff0000,
Rv0038,Rv0038,41304,0.0067415167,Transcription,#000000,
Rv0039c,Rv0039c,42004,-0.0129446757,No COG annotation,#00bfbf,
Rv0040c,mtc28,42433,0.0068003882,Function unknown,#0000ff,
Rv0041,leuS,43562,0.00021316880000000002,"Translation, ribosomal structure and biogenesis",#daa520,
Rv0042c,Rv0042c,46581,-0.0029391081,Transcription,#000000,
Rv0043c,Rv0043c,47366,-0.0112527414,Transcription,#000000,
Rv0044c,Rv0044c,48233,-0.0089318986,Energy production and conversion,#708090,
Rv0045c,Rv0045c,49043,0.0017628918,Amino acid transport and metabolism,#ff0000,
Rv0046c,ino1,50021,-0.0160101871,Lipid transport and metabolism,#87cefa,
