k,Name,in_iM,gene_weight,Regulator,Function,Category
54,Unc_7,False,-0.0391730704,,Uncharacterized iModulon 7,Uncharacterized
25,Rv0078+Rv2034,False,0.0344707995,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
70,Lsr2,False,0.0341568087,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
26,EspL KO,False,0.0291137497,,Single Gene iModulon that captures EspL knockout,KO
67,Peptidoglycan Biosynthesis,False,-0.0197039804,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
36,Fumarate Reductase,False,-0.0185881434,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
21,MprA,False,0.0170399871,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
66,M-box,False,-0.016335741600000002,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
27,Unc_2,False,-0.015679719800000002,,Uncharacterized iModulon 2,Uncharacterized
18,Unc_1,False,-0.0150110901,,Uncharacterized iModulon 1,Uncharacterized
20,FasR,False,-0.0137629039,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
51,PhoP,False,-0.0137223187,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
29,Blal,False,-0.013436694,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
79,WhiB4/IdeR,False,-0.0132245776,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
58,Zur,False,0.013096289,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
50,Unc_6,False,0.013015121900000001,,Uncharacterized iModulon 6,Uncharacterized
17,VirS,False,-0.0129161556,virS,Transcription factor that is activated and responds to acidic environments,Redox
2,IniR,False,0.0123553177,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
13,SG_1,False,0.0120998501,,Single Gene iModulon 1,Single Gene
44,SG_6,False,0.0113116634,,Single Genes iModulon 6,Single Gene
19,WhiB6,False,0.0111660746,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
15,BkaR,False,0.0109558116,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
69,Rv0135+Rv1019,False,-0.0108675925,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
32,Unc_3,False,-0.0104699619,,Uncharacterized iModulon 3,Uncharacterized
4,WhiB4,False,0.010289123800000001,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
72,Unc_8,False,-0.009897867900000001,,Uncharacterized iModulon 8,Uncharacterized
76,SG_13,False,-0.009178717000000001,,Single Gene iModulon 13,Single Gene
75,Unc_9,False,-0.0091489223,,Uncharacterized iModulon 9,Uncharacterized
43,LysG,False,0.008831436600000001,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
46,Rv2621c,False,0.0086167428,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
63,SG_9,False,0.0080321444,,Single Gene iModulon 9,Single Gene
5,DevR-1,False,-0.007936535100000001,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
60,Rv0681,False,-0.0079036945,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
35,Unc_4,False,0.0078883912,,Uncharacterized iModulon 4,Uncharacterized
48,Leucine Related,False,0.0078411722,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
39,SigC,False,-0.0077361104,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
55,WhiB7,False,0.007722669000000001,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
57,SG_8,False,0.0076913077,,Single Gene iModulon 8,Single Gene
16,Mce3R,False,-0.007158426000000001,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
45,SigD,False,-0.0069527506,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
11,EccE1 KO,False,0.0069143246000000005,,Single Gene iModulon that captures EccE1 knockout,KO
3,PyrR,False,-0.0065759342,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
41,Unc_5,False,0.006175906100000001,,Uncharacterized iModulon 5,Uncharacterized
73,SG_11,False,-0.0061113655,,Single Gene iModulon 11,Single Gene
77,Central Carbon Metabolism,False,-0.0059494032,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
40,KstR2,False,-0.0055026405,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
42,Nicotinate Metabolism,False,-0.0052355710000000005,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
52,DevR-2,False,0.005174165200000001,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
56,Fatty Acid Biosynthesis,False,0.0050421556,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
47,SG_7,False,0.004984591,,Single Gene iModulon 7,Single Gene
38,SG_5,False,-0.0049740533000000005,,Single Gene iModulon 5,Single Gene
68,Sulfur Metabolism,False,0.0046985935,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
65,SG_10,False,-0.0045831259,,Single Gene iModulon 10,Single Gene
78,Positive Regulation of Growth,False,-0.0041863566,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
71,PDIM;PGL Synthesis,False,-0.0039466937,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
12,Mycofactocin Synthesis Pathway,False,-0.0038961760000000003,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
34,MbcA+Rv3249c+Rv3066,False,-0.0033737088000000003,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
14,SG_2,False,-0.0031266206000000003,,Single Gene iModulon 2,Single Gene
23,PrpR,False,-0.0029297977000000003,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
9,SigK,False,-0.0027273827000000002,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
33,SG_4,False,0.0026836047000000003,,Single Gene iModulon 4,Single Gene
64,Mce1R,False,-0.0024562473,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
0,SigH,False,-0.0024541424,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
30,HPT-2b Induced,False,0.0022370811,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
8,IdeR,False,-0.0022087006000000003,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
31,ArgR,False,0.0021481417,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
