k,Name,in_iM,gene_weight,Regulator,Function,Category
77,Central Carbon Metabolism,False,0.0284647284,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
35,Unc_4,False,0.0283296991,,Uncharacterized iModulon 4,Uncharacterized
49,Rv1828/SigH,False,-0.0249266216,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
41,Unc_5,False,-0.0220519452,,Uncharacterized iModulon 5,Uncharacterized
75,Unc_9,False,-0.0187567203,,Uncharacterized iModulon 9,Uncharacterized
16,Mce3R,False,-0.0176378497,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
67,Peptidoglycan Biosynthesis,False,-0.017573598200000002,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
78,Positive Regulation of Growth,False,0.0174349678,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
15,BkaR,False,0.017233632500000002,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
6,MarR,False,0.016476389600000002,marR,Transcription factor that regulates the response to acid stress,Acid Stress
66,M-box,False,-0.0158156519,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
22,SG_3,False,-0.0144516355,,Single Gene iModulon 3,Single Gene
7,GroEL-GroES Complex,False,-0.0135864496,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
55,WhiB7,False,-0.0135857319,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
68,Sulfur Metabolism,False,-0.0130056218,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
50,Unc_6,False,-0.0129029667,,Uncharacterized iModulon 6,Uncharacterized
38,SG_5,False,0.012652883600000001,,Single Gene iModulon 5,Single Gene
61,Nucleic Acid Hydrolysis ,False,-0.012326339700000001,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
1,Polyketide Synthase Complex,False,-0.012315998600000001,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
64,Mce1R,False,-0.0119553277,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
27,Unc_2,False,0.010494010600000001,,Uncharacterized iModulon 2,Uncharacterized
31,ArgR,False,0.010290946300000001,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
26,EspL KO,False,-0.0102447764,,Single Gene iModulon that captures EspL knockout,KO
36,Fumarate Reductase,False,-0.0094130359,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
28,WhiB1,False,0.0093233653,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
79,WhiB4/IdeR,False,-0.0091952617,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
72,Unc_8,False,-0.009075052,,Uncharacterized iModulon 8,Uncharacterized
43,LysG,False,-0.008241568000000001,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
44,SG_6,False,-0.0076708832,,Single Genes iModulon 6,Single Gene
62,Rv2488c,False,-0.0075091483,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
73,SG_11,False,0.0074980712,,Single Gene iModulon 11,Single Gene
34,MbcA+Rv3249c+Rv3066,False,0.0072629363,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
20,FasR,False,-0.0067763332,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
65,SG_10,False,-0.006767529,,Single Gene iModulon 10,Single Gene
42,Nicotinate Metabolism,False,-0.0066252114,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
21,MprA,False,0.0065253684,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
37,Rv3095,False,0.0063908764,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
63,SG_9,False,-0.0063218194,,Single Gene iModulon 9,Single Gene
74,SG_12,False,0.0061651981,,Single Gene iModulon 12,Single Gene
69,Rv0135+Rv1019,False,-0.005604820700000001,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
47,SG_7,False,-0.0053196295,,Single Gene iModulon 7,Single Gene
51,PhoP,False,0.0046438045,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
76,SG_13,False,-0.0046305483000000005,,Single Gene iModulon 13,Single Gene
60,Rv0681,False,-0.0040081381,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
33,SG_4,False,-0.0038142634,,Single Gene iModulon 4,Single Gene
0,SigH,False,-0.0037913885000000003,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
14,SG_2,False,0.0031766824000000003,,Single Gene iModulon 2,Single Gene
3,PyrR,False,0.0031051838,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
10,RicR,False,-0.0029201462000000003,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
13,SG_1,False,-0.0028121591000000003,,Single Gene iModulon 1,Single Gene
54,Unc_7,False,0.0028109558000000002,,Uncharacterized iModulon 7,Uncharacterized
18,Unc_1,False,-0.0027684631,,Uncharacterized iModulon 1,Uncharacterized
32,Unc_3,False,0.0026735253,,Uncharacterized iModulon 3,Uncharacterized
5,DevR-1,False,0.0025792011,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
24,Salicylate Induced,False,0.0025680027,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
52,DevR-2,False,0.0025042806,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
25,Rv0078+Rv2034,False,0.0024941307,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
40,KstR2,False,0.0024222513,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
